aba	阿巴	Aba	abaA
ducha	督察	To supervise	duchaT
duchang	赌场	Casino	duchangC
duchang	独唱	Solo	duchangS
duche	堵车	Traffic jam	ducheT
ducheng	都城	Capital City	duchengC
ducheng	笃诚	Deep sincerity	duchengD
duchu	读出	Read out	duchuR
duchu	独处	Solitude	duchuS
duchuan	渡船	Ferry	duchuanF
ducu	督促	Supervise	ducuS
duda	毒打	Beatings	dudaB
dudao	督导	Supervisor	dudaoS
dudao	独到	Insightful	dudaoI
dudao	读到	Read	dudaoR
dude	读得	Read	dudeR
dude	堵得	Blocked	dudeB
dudong	读懂	Understand	dudongU
dudou	肚兜	Belly pouch	dudouB
dudu	嘟嘟	Beep	duduB
dudu	都督	General	duduG
dudu	读读	Read a little	duduR
dudu	独独	Solitary	duduS
dufa	读法	Method of reading	dufaM
dufu	杜甫	Du Fu	dufuD
dufu	督抚	To govern and appease	dufuT
dufu	肚腹	Stomach	dufuS
duguo	度过	Spend	duguoS
duguo	读过	Read	duguoR
duguo	渡过	Cross	duguoC
duguo	督过	To oversee and pass by	duguoT
duhai	毒害	Poisonous	duhaiP
duhai	渡海	Across the sea	duhaiA
duhe	渡河	Du He	duheD
duhou	读后	After reading	duhouA
duhuang	度荒	To Measure Wastelands	duhuangT
duian	对岸	Opposite bank	duianO
duibai	对白	Dialogue	duibaiD
duiben	对本	Regarding	duibenR
duibi	对比	Compare	duibiC
duibian	对边	Side	duibianS
duibiao	对标	Benchmark	duibiaoB
duibiao	对表	Form	duibiaoF
duice	对策	Countermeasure	duiceC
duichang	堆场	Storage Yard	duichangS
duichang	对唱	Duet	duichangD
duichen	对称	Symmetrical	duichenS
duicheng	堆成	Piled up	duichengP
duichu	对出	Out	duichuO
duici	对此	Regarding this	duiciR
duicuo	对错	Right and wrong	duicuoR
duida	对答	Answer	duidaA
duidai	对待	Treat	duidaiT
duidang	对党	To the Party	duidangT
duidi	对敌	Enemy	duidiE
duidiao	对调	Switch	duidiaoS
duidie	堆叠	Stacked	duidieS
duidui	堆堆	Piles	duiduiP
duifang	对方	The other party	duifangT
duifang	堆放	Pile up	duifangP
duifang	堆房	Stacked Houses	duifangS
duifen	对分	Differential	duifenD
duifu	对付	Deal with	duifuD
duifu	队服	Team uniform	duifuT
duige	对个	Individual	duigeI
duige	对歌	Duet	duigeD
duigong	对公	Corporate	duigongC
duigong	对攻	Mutual attack	duigongM
duiguang	对光	Front Lighting	duiguangF
duiguo	对过	Overdoing	duiguoO
duihua	对话	Dialogue	duihuaD
duihua	对华	(policy	duihua(
duihuan	兑换	Exchange	duihuanE
duihuan	对换	Exchange	duihuanE
duihuo	对火	Fire	duihuoF
duiji	堆积	To pile up	duijiT
duiji	对己	Self	duijiS
duijiao	对焦	Focus	duijiaoF
duijiao	对角	Diagonal	duijiaoD
duijie	对接	To connect	duijieT
duijin	对劲	hitting the mark	duijinh
duijin	对进	To strive for progress	duijinT
duijing	对景	Landscape	duijingL
duiju	对局	To play a game	duijuT
duiju	对举	Raising	duijuR
duijue	对决	Duel	duijueD
duikang	对抗	Confront	duikangC
duikou	对口	Top-down	duikouT
duikuai	堆块	Stacked blocks	duikuaiS
duilei	对垒	Confrontation	duileiC
duilei	堆垒	Heap building	duileiH
duili	对立	Oppose	duiliO
duili	队里	Within the team	duiliW
duili	队礼	Ensemble	duiliE
duilian	对联	Couplet	duilianC
duilie	队列	Formation	duilieF
duiliu	对流	Convection	duiliuC
duiman	堆满	Stuffed full	duimanS
duimen	对门	Opposite Door	duimenO
duimian	对面	Opposite	duimianO
duiming	队名	Team name	duimingT
duinei	对内	Internal	duineiI
duini	堆泥	Mud sculpting	duiniM
duiou	对偶	Parallelism	duiouP
duiqi	对齐	Aligned	duiqiA
duiqi	堆砌	Pile up	duiqiP
duiren	对人	Regarding people	duirenR
duishang	堆上	Piled up	duishangP
duishe	对射	Shoot each other	duisheS
duisheng	对生	Birth	duishengB
duishi	对视	To stare at each other	duishiT
duishi	对事	Regarding a matter	duishiR
duishou	对手	Opponent	duishouO
duishu	对数	Logarithm	duishuL
duitou	对头	Correct	duitouC
duiwai	对外	External	duiwaiE
duiwei	对位	Site	duiweiS
duiwei	队尾	Tail of the queue	duiweiT
duiwu	队伍	Team	duiwuT
duiwu	对舞	Mirror dance	duiwuM
duixia	对下	Downstream	duixiaD
duixia	对虾	Black tiger prawn	duixiaB
duixian	兑现	Cash	duixianC
duixiang	对象	Target	duixiangT
duixiao	对消	Cancellation	duixiaoC
duixin	堆芯	Core	duixinC
duixin	对心	Heart	duixinH
duixing	对性	Nature	duixingN
duixing	队形	Formation	duixingF
duiyi	对弈	Play chess	duiyiP
duiyi	对易	Regarding ease	duiyiR
duiyin	对饮	Drinking	duiyinD
duiying	对应	Correspond	duiyingC
duiyou	队友	Teammate	duiyouT
duiyu	对于	For	duiyuF
duiyuan	队员	Team member	duiyuanT
duizhan	对战	Combat	duizhanC
duizhang	队长	Team leader	duizhangT
duizhang	对仗	Parallelism	duizhangP
duizhao	对照	Contrast	duizhaoC
duizhe	对折	Folded in half	duizheF
duizhen	对阵	Face-to-face	duizhenF
duizheng	对症	Symptom-based	duizhengS
duizheng	对证	Confrontation	duizhengC
duizhi	对峙	Confront	duizhiC
duizhong	队中	Within the Team	duizhongW
duizhong	堆中	In a pile	duizhongI
duizhuang	对撞	Collision	duizhuangC
duizhun	对准	Aim at	duizhunA
duizi	对子	Son	duiziS
duizu	队组	Team Group	duizuT
duji	妒忌	Envy	dujiE
duji	毒剂	War gas	dujiW
duji	毒计	Poisonous schemes	dujiP
dujia	独家	Exclusive	dujiaE
dujia	度假	Take a vacation	dujiaT
dujian	毒箭	Poisoned arrow	dujianP
dujiang	渡江	Cross the River	dujiangC
dujie	堵截	To intercept	dujieT
dujin	镀金	Gold-plated	dujinG
dujing	读经	Reading scriptures	dujingR
dujiu	毒酒	Poisoned Wine	dujiuP
duju	独具	Unique	dujuU
duju	独居	Living alone	dujuL
duju	赌局	Game of Chance	dujuG
dujuan	杜鹃	Azalea	dujuanA
dujue	杜绝	Put an end to	dujueP
dujue	独绝	Unique and isolated	dujueU
dukang	杜康	Du Kang	dukangD
dukou	渡口	Ferry	dukouF
dulai	读来	When read	dulaiW
dulan	独揽	To take sole responsibility	dulanT
duli	独立	Independent	duliInd
duli	肚里	Inside the belly	duliIns
duliang	度量	Moral sense	duliangM
duling	都灵	Turin	dulingT
dulong	毒龙	Poisonous Dragon	dulongP
dulong	独龙	Dong People	dulongD
dulou	堵漏	Plug the leak	dulouP
dulun	渡轮	Ferry	dulunF
dulun	独轮	Single-wheeled	dulunS
duma	毒骂	Poisonous curse	dumaP
duming	赌命	Risk everything	dumingR
dumo	镀膜	Coating	dumoC
dumu	杜牧	Du Mu	dumuD
dunang	嘟囔	Mutter	dunangM
dunbi	顿笔	Sudden stop	dunbiS
dunci	遁词	Nonsense words	dunciN
duncu	敦促	Urge	duncuU
duncuo	顿挫	Hesitation	duncuoH
dunfan	顿饭	A meal	dunfanA
dunfu	蹲伏	Kneel	dunfuK
dungou	盾构	Tunnel boring	dungouT
dunhe	顿河	Don River	dunheD
dunhou	敦厚	Honest	dunhouH
dunhua	钝化	Passivation	dunhuaP
dunhuang	敦煌	Dunhuang	dunhuangD
dunie	镀镍	Nickel plating	dunieN
dunjiao	钝角	Obtuse Angle	dunjiaoO
dunkeng	蹲坑	Sinkhole	dunkengS
dunong	嘟哝	To mutter	dunongT
dunpai	盾牌	Shield	dunpaiS
dunqi	蹲起	Squats	dunqiS
dunran	顿然	Suddenly	dunranS
dunrou	炖肉	Braised Meat	dunrouB
dunsheng	顿生	Suddenly appear	dunshengS
dunshi	顿时	Suddenly	dunshiSu
dunshi	敦实	Stout	dunshiSt
dunshou	顿首	To kowtow	dunshouT
dunwei	吨位	Tonnage	dunweiT
dunwu	顿悟	Sudden realization	dunwuS
dunxia	蹲下	Squat down	dunxiaS
dunxing	遁形	Shape	dunxingS
dunyin	顿音	Accent	dunyinA
dunzhong	吨重	Dunzhong	dunzhongD
duoban	多半	Mostly	duobanM
duobei	多倍	Multiple	duobeiM
duobi	躲避	Avoid	duobiA
duobian	多变	Variable	duobianV
duobian	多边	Multilateral	duobianM
duobiao	多表	Multiple tables	duobiaoM
duobing	多病	many illnesses	duobingm
duobu	踱步	Measured steps	duobuMe
duobu	多部	Multiple volumes	duobuMu
duocai	多彩	Colorful	duocaiC
duocang	躲藏	Hide	duocangH
duoceng	多层	Duo Ce	duocengD
duochang	多长	Very long	duochangV
duochang	多场	Many Scenes	duochangM
duochong	多重	Multiple	duochongM
duochu	多处	Everywhere	duochuE
duochu	多出	Produce more	duochuP
duoci	多次	Many times	duociM
duoci	多此	Many times	duociM
duoda	多大	How much	duodaH
duoda	多达	Reaching	duodaR
duodai	多带	Multi-layered	duodaiM
duodang	多党	Multiparty	duodangM
duodao	躲到	Hide	duodaoH
duodao	多到	Many	duodaoMa
duodao	多道	Multiple paths	duodaoMu
duode	夺得	To obtain	duodeT
duodi	多地	Multi-location	duodiM
duodian	多点	Multiple	duodianM
duodong	多动	Hyperactive	duodongH
duodu	多读	Read repeatedly	duoduR
duodu	多度	Many times	duoduM
duoduan	多端	Multiport	duoduanMu
duoduan	多段	Many Sections	duoduanMa
duoduo	多多	Many	duoduoM
duoduo	朵朵	Each	duoduoE
duoen	多恩	Numerous blessings	duoenN
duoer	朵儿	Duer	duoerDu
duoer	多尔	Dole	duoerDo
duofa	多发	Multicellular	duofaM
duofang	多方	Various	duofangV
duofang	多放	Multiple placements	duofangM
duofen	多份	Multiple copies	duofenMu
duofen	多分	Mostly	duofenMo
duofeng	多封	Many seals	duofengM
duofeng	多风	Strong winds	duofengS
duofu	多幅	Many paintings	duofuMany p
duofu	多夫	Multitude	duofuMu
duofu	多福	Many blessings	duofuMany b
duogan	多干	many tasks	duoganm
duogao	多高	How high	duogaoH
duoge	多个	Multiple	duogeM
duoge	多哥	Togo	duogeT
duogen	多根	Many Roots	duogenM
duogua	多寡	Number	duoguaN
duoguan	夺冠	Win the championship	duoguanW
duogui	多轨	Multi-track	duoguiM
duoguo	多国	Multilateral	duoguoM
duoha	多哈	Doha	duohaD
duohang	多行	Multiple lines	duohangM
duohao	多好	very good	duohaov
duohu	多户	Many households	duohuM
duohua	朵花	Flowers	duohuaF
duohua	多花	To spend more	duohuaT
duohui	多会	Many	duohuiM
duohui	夺回	Recover	duohuiR
duoji	多级	Multi-level	duojiMulti-
duoji	多极	Multipolar	duojiMultip
duoji	舵机	Rudder	duojiR
duojia	多家	Many companies	duojiaMa
duojia	多加	Extra	duojiaE
duojia	多架	Multiple	duojiaMu
duojian	多见	To see widely	duojianT
duojian	多件	Multiple items	duojianM
duojiao	跺脚	To stomp one's foot	duojiaoT
duojiao	多角	Polygonal	duojiaoP
duojiao	多娇	Extremely beautiful	duojiaoE
duojin	躲进	To hide into	duojinT
duojin	多近	Close to	duojinC
duojin	多进	Multimodal	duojinM
duojiu	多久	How long	duojiuH
duokai	躲开	Dodge	duokaiD
duokong	多孔	Porous	duokongP
duoku	多苦	How bitter	duokuH
duokuai	多块	Multiple pieces	duokuaiM
duokui	多亏	Thanks to	duokuiT
duokui	夺魁	Win the first prize	duokuiW
duola	多拉	Dora	duolaD
duolai	夺来	To seize	duolaiT
duolai	踱来	Pacing forward	duolaiP
duoli	多例	Multiple examples	duoliMultiple e
duoli	多里	Multiple places	duoliMultiple p
duolian	多练	Practice extensively	duolianP
duoliang	多辆	Many vehicles	duoliangM
duolu	多路	Many ways	duoluM
duolu	夺路	To flee	duoluT
duolun	多轮	Multi-round	duolunM
duoluo	堕落	Degenerate	duoluoD
duomai	多买	Buy more	duomaiB
duomao	多毛	Having a lot of hair	duomaoH
duome	多么	How	duomeH
duomei	多美	Beautiful	duomeiB
duomei	多枚	Many pieces	duomeiM
duomen	多门	Many doors	duomenM
duomi	多米	- Likely a name or place name	duomi-
duomian	多面	Two-faced	duomianT
duoming	多名	Many	duomingM
duomo	多模	Multimode	duomoM
duomou	多谋	Resourceful	duomouR
duomu	夺目	Striking	duomuS
duomu	多亩	Many acres	duomuM
duonan	多难	How difficult	duonanH
duoneng	多能	Versatile	duonengV
duonian	多年	Many years	duonianM
duopai	多排	Multi-row	duopaiM
duopian	多篇	Numerous	duopianN
duoqi	多期	Multiple issues	duoqiM
duoqian	多钱	Much money	duoqianM
duoqing	多情	Sentimental	duoqingS
duoqu	夺取	Seize	duoquS
duoqu	夺去	Take away	duoquT
duoqu	踱去	Pacing backward	duoquP
duoquan	夺权	To seize power	duoquanT
duoren	多人	Many people	duorenM
duoren	夺人	Captivating	duorenC
duori	多日	Many days	duoriM
duoru	堕入	Fall into	duoruF
duoru	躲入	Hide In	duoruH
duose	多色	Multi-colored	duoseM
duoshan	躲闪	Dodge	duoshanD
duoshan	多山	Mountainous	duoshanM
duoshao	多少	How many	duoshaoH
duoshen	多神	Polytheistic	duoshenP
duoshi	多时	A long time	duoshiA
duoshi	多食	Excessive eating	duoshiE
duoshi	多式	Multi-style	duoshiM
duoshou	多首	Multiple Pieces	duoshouM
duoshou	舵手	Helmsman	duoshouH
duoshou	多受	To receive much	duoshouT
duoshu	多数	Majority	duoshuM
duoshu	多属	Various	duoshuV
duosi	多思	Thoughtful	duosiT
duosou	多艘	Several ships	duosouS
duosui	多岁	Many years old	duosuiMa
duosui	剁碎	Mince	duosuiMi
duosuo	哆嗦	Tremble	duosuoT
duosuo	多所	Multiple	duosuoM
duotai	多台	Multiple	duotaiM
duotai	多肽	Polypeptide	duotaiPolype
duotai	多胎	Polyploid	duotaiPolypl
duotan	多谈	To talk more	duotanT
duotang	多糖	Polysaccharide	duotangP
duotao	多套	Multiple sets	duotaoM
duotian	多天	Many days	duotianM
duotiao	多条	Multiple	duotiaoM
duotu	多图	Many pictures	duotuM
duowan	多万	Tens of thousands	duowanT
duowei	多为	Mostly	duoweiMo
duowei	多位	Several	duoweiS
duowei	多维	Multidimensional	duoweiMu
duowen	多问	To ask a lot of questions	duowenT
duowen	多闻	Knowledgeable	duowenK
duowu	多雾	Heavy mist	duowuH
duoxiang	多想	To long for	duoxiangT
duoxiang	多项	Multiple	duoxiangMultiple
duoxiang	多向	Diversified	duoxiangD
duoxiang	多像	So similar	duoxiangS
duoxiang	多箱	Many boxes	duoxiangMa
duoxiang	多香	Multiple fragrances	duoxiangMultiple 
duoxie	多谢	Thank you	duoxieT
duoxie	多些	More	duoxieM
duoxie	多写	Write extensively	duoxieW
duoxin	多心	Suspicious	duoxinS
duoxing	惰性	Inertia	duoxingI
duoxuan	多选	Multiple choice	duoxuanM
duoxue	多雪	Heavy snowfall	duoxueH
duoyan	多言	Talkative	duoyanT
duoyang	多样	Diverse	duoyangD
duoyang	多养	Excessive nourishment	duoyangE
duoyi	多以	Mostly	duoyiM
duoyi	多亿	Billions	duoyiB
duoyi	多疑	Suspicious	duoyiS
duoyi	多义	Polysemy	duoyiP
duoyin	多音	Polyphonic	duoyinP
duoyong	多用	To use much	duoyongT
duoyou	多有	There are many	duoyouT
duoyu	多余	Superfluous	duoyuS
duoyu	多于	More than	duoyuM
duoyu	多雨	Heavy rain	duoyuH
duoyuan	多元	Diversified	duoyuanD
duoyuan	多远	How far	duoyuanH
duoyue	多月	Many months	duoyueM
duoyun	多云	Cloudy	duoyunC
duoze	多则	Many	duozeM
duozhi	多只	Many individuals	duozhiMa
duozhi	多支	Multiple Teams	duozhiMu
duozhi	多汁	Juicy	duozhiJ
duozhi	多指	Refer to	duozhiR
duozhi	多脂	Hyperlipidemia	duozhiH
duozhi	夺志	To seize one's will	duozhiT
duozhong	多种	Various	duozhongV
duozhong	多钟	Many hours	duozhongM
duozhu	多助	Many assistants	duozhuM
duozi	多姿	Diverse	duoziD
duozi	多子	Many Children	duoziM
duozi	垛子	Rampart	duoziR
duozi	驮子	Tu Zi	duoziT
duozou	夺走	To seize	duozouT
duozu	多组	Multiple sets	duozuM
duozui	多嘴	to talk too much	duozuit
duozuo	多座	Many (buildings	duozuoM
dupi	肚皮	Belly	dupiB
dupin	毒品	Drug	dupinD
dupu	读谱	Sight-reading	dupuS
duqi	毒气	Poisonous gas	duqiP
duqi	赌气	Stubbornness	duqiS
duqian	赌钱	Gamble money	duqianG
duqu	读取	To read	duquT
duri	度日	Pass Time	duriP
duru	读入	Input	duruI
duse	堵塞	Block	duseB
dusha	毒杀	Poisoning	dushaP
dushang	镀上	Plated with	dushangP
dushang	读上	Upper (e.g.	dushangU
dushe	毒蛇	Poisonous snake	dusheP
dushen	独身	Single	dushenS
dushi	都市	City	dushiC
dushi	读史	Reading history	dushiReading h
dushi	读诗	Reading poetry	dushiReading p
dushi	杜诗	Du’s poetry	dushiD
dushi	督师	Supervisor	dushiSu
dushi	笃实	Steadfast	dushiSt
dushou	毒手	Poisonous hand	dushouP
dushou	独守	Alone defend	dushouA
dushou	笃守	Steadfastly uphold	dushouS
dushu	读书	Read	dushuRead
dushu	读数	Reading	dushuReadi
dushu	度数	Degree	dushuD
dushuai	督率	To lead and command	dushuaiT
dusi	毒死	Poison to death	dusiP
dusi	堵死	Block	dusiB
dusi	都司	Imperial Steward	dusiI
dusu	毒素	Poison	dusuP
dute	独特	Unique	duteU
dutong	镀铜	Copper plating	dutongC
dutong	都统	Provincial Governor	dutongP
dutou	渡头	Landing stage	dutouL
dutu	赌徒	Gambler	dutuG
duwan	读完	To finish reading	duwanT
duwang	独往	To go alone	duwangT
duwei	都尉	County Sheriff	duweiC
duwei	杜威	Dewey	duweiD
duwu	读物	Reading material	duwuR
duwu	毒物	Poison	duwuPoison
duwu	毒雾	Poisonous smog	duwuPoisono
duxia	度夏	Summer	duxiaS
duxian	毒腺	Poison gland	duxianP
duxiang	独享	Exclusive use	duxiangE
duxie	读写	Reading and Writing	duxieR
duxin	笃信	To firmly believe	duxinT
duxin	读信	Read a letter	duxinR
duxing	毒性	Toxicity	duxingTox
duxing	笃行	To practice diligently	duxingTo 
duxue	督学	School inspector	duxueS
duyan	独眼	One-eyed	duyanO
duyao	毒药	Poison	duyaoP
duye	毒液	Venom	duyeV
duyi	读一	Read through	duyiR
duyin	读音	Pronunciation	duyinP
duyin	镀银	Silver plating	duyinS
duyou	独有	Unique	duyouU
duyue	赌约	Gambling	duyueG
duzhan	独占	Monopoly	duzhanM
duzhan	督战	Oversee battle	duzhanO
duzhe	读者	Reader	duzheReade
duzhe	读着	Reading	duzheReadi
duzhi	渎职	Neglect of Duty	duzhiN
duzhi	笃志	Determined	duzhiD
duzhong	杜仲	Du Zhong	duzhongD
duzhong	肚中	In one's stomach	duzhongI
duzhou	赌咒	Curse	duzhouC
duzhu	堵住	To block	duzhuT
duzhu	赌注	Stakes	duzhuSta
duzhu	毒株	Strain	duzhuStr
duzhuan	杜撰	Fabricate	duzhuanF
duzi	独自	Alone	duziA
duzi	肚子	Stomach	duziS
duzi	独子	Only son	duziO
duzi	赌资	Gambling money	duziG
duzou	独奏	Solo	duzouS
duzun	独尊	Unique	duzunU
duzuo	读作	Pronunciation	duzuoP
duzuo	独坐	Sitting alone	duzuoS
eba	恶霸	Local bully	ebaL
ebu	恶补	Ill-informed learning	ebuI
echou	恶臭	Foul odor	echouF
eding	额定	Rated	edingR
edu	额度	Limit	eduL
edu	恶毒	Malicious	eduM
eer	俄而	Soon after	eerS
efan	饿饭	Hungry meal	efanH
efang	俄方	Russian side	efangR
egu	额骨	Forehead bone	eguF
egui	恶鬼	Malevolent spirits	eguiM
eguo	俄国	Russia	eguoR
eguo	恶果	Bad consequences	eguoB
ehan	恶寒	Chills	ehanC
ehao	噩耗	Bad news	ehaoB
ehua	恶化	Deteriorate	ehuaD
ehuang	鹅黄	Duck yellow	ehuangD
ejiao	阿胶	Ejiao	ejiaoEj
ejiao	额角	Eave corner	ejiaoEa
ejun	俄军	Russian Army	ejunR
elie	恶劣	Bad	elieB
eling	恶灵	Evil Spirit	elingE
emao	鹅毛	Goose down	emaoG
emei	峨眉	Emei Mountains	emeiEm
emei	蛾眉	Ermei	emeiEr
emei	俄美	Russia-america	emeiR
emeng	噩梦	Nightmare	emengN
eming	恶名	Bad reputation	emingB
emo	恶魔	Devil	emoD
enchong	恩宠	Favor	enchongF
enci	恩赐	Grace	enciG
ende	恩德	Grace	endeG
endian	恩典	Grace	endianG
enhui	恩惠	Favor	enhuiF
enian	恶念	Evil thoughts	enianE
enlai	恩来	Graceful arrival	enlaiG
enping	恩平	Enping	enpingE
enqing	恩情	Kindness	enqingK
enren	恩人	Benefactor	enrenB
enshi	恩师	Teacher	enshiT
enuo	婀娜	Graceful	enuoG
enyi	恩义	Kindness and virtue	enyiK
enyin	恩荫	Blessing	enyinB
enyu	恩遇	Favor	enyuF
enyuan	恩怨	Grudges	enyuanG
enze	恩泽	Kindness	enzeK
epang	阿房	Afang	epangA
epian	萼片	Petals	epianP
eqian	额前	Forehead	eqianF
eqing	俄顷	Moment	eqingM
equn	鹅群	Goose flock	equnG
eran	愕然	Astonished	eranA
erba	二八	Twenty-eight	erbaT
erbai	二百	Two hundred	erbaiT
erbei	二倍	Two times	erbeiT
erbei	耳背	Ear posterior	erbeiE
erben	二本	Two copies	erbenT
erbian	耳边	At one's ear	erbianAt
erbian	而变	And change	erbianAn
erbie	而别	And separate	erbieA
erceng	二层	Second floor	ercengS
ercheng	而成	Become	erchengB
erchi	二尺	Two feet	erchiT
erchu	而出	And went out	erchuA
erchuan	二传	Second receiver	erchuanS
erci	二次	Second	erciS
erda	二大	Second	erdaS
erdeng	二等	Second place	erdengS
erding	而定	To be determined	erdingT
erdu	二读	Two readings	erduT
erduan	二段	Two verses	erduanT
erduo	耳朵	Ear	erduoE
eren	恶人	Evil person	erenE
erer	尔尔	Er'er	ererE
erfa	而发	And then	erfaA
erfang	耳房	ear room	erfange
erfen	二分	Two parts	erfenT
erfu	而复	And again	erfuA
erge	儿歌	Nursery Rhyme	ergeN
erge	尔格	Your state	ergeY
erguang	耳光	Slap	erguangS
erguo	而过	And pass	erguoA
erguo	耳郭	Ear canal	erguoE
erhao	二号	Number Two	erhaoN
erhou	而后	Then	erhouT
erhou	尔后	After that	erhouA
erhou	耳后	Behind the ear	erhouB
erhu	二胡	Erhu	erhuE
erhua	二话	Not a word	erhuaN
erhua	儿化	Child-like	erhuaC
erhuan	耳环	Earring	erhuanE
erhui	而会	And then	erhuiA
erhuo	而活	And Live	erhuoA
erji	耳机	Headphone	erjiH
erji	二级	Second-level	erjiS
erji	耳疾	Ear disease	erjiE
erjian	而建	Built	erjianB
erjie	二姐	Second girl	erjieS
erjin	而今	Now	erjinN
erjin	而进	And advance	erjinA
erju	二句	Two lines	erjuT
erju	而居	And live	erjuA
erke	儿科	Pediatrics	erkeP
erkuai	二块	Two pieces	erkuaiT
erkuang	而况	Moreover	erkuangM
erlai	而来	Come	erlaiC
erlai	尔来	Since then	erlaiS
erle	而乐	And rejoice	erleA
erli	而立	Standing upright	erliS
erli	耳里	inside the ear	erlii
erli	耳力	ear strength	erlie
erli	二粒	Two pills	erliT
erliao	饵料	Bait	erliaoB
erling	而令	And order	erlingA
erliu	二六	Two Six (referring to a specific area	erliuT
erlong	耳聋	Deaf	erlongD
erlou	二楼	Second floor	erlouS
erlun	而论	In the opinion of	erlunI
erma	儿马	Horse	ermaH
ermei	二妹	Second sister	ermeiS
ermu	耳目	Eyes and ears	ermuE
ernan	儿男	Male child	ernanM
erneng	而能	but rather	ernengb
ernian	二年	Two years	ernianT
ernv	儿女	Children	ernvC
erpan	耳畔	Nearby	erpanN
erpang	耳旁	Ear	erpangE
erpian	二篇	Two Chapters	erpianT
erqi	二七	July 27th	erqiJ
erqi	而泣	And weep	erqiA
