生产储备	shengchanchubei
认购资金	rengouzijin
认股凭证	rengupingzheng
认沽期权	renguqiquan
认股权	renguquan
认股权证	renguquanzheng
认沽权证	renguquanzheng
认股协议	renguxieyi
认股者	renguzhe
任何费用	renhefeiyong
人均债务	renjunzhaiwu
人口红利	renkouhongli
人民币约	renminbiyue
人人赚钱	renrenzhuanqian
认识市场	renshishichang
人寿保险	renshoubaoxian
认同卡	rentongka
人头税	rentoushui
任务艰巨	renwujianju
任选指令	renxuanzhiling
人员培训	renyuanpeixun
仍保持在	rengbaochizai
仍会持续	renghuichixu
仍会上涨	renghuishangzhang
仍将保持	rengjiangbaochi
仍将维持	rengjiangweichi
仍将有	rengjiangyou
仍看好	rengkanhao
仍可通过	rengketongguo
仍然很大	rengranhenda
仍然维持	rengranweichi
仍未察觉	rengweichajue
仍未付款	rengweifukuan
仍显乏力	rengxianfali
仍有空间	rengyoukongjian
仍在评估	rengzaipinggu
仍在下滑	rengzaixiahua
日本股市	ribengushi
日本银行	ribenyinhang
日贷	ridai
日换手率	rihuanshoulv
日见繁荣	rijianfanrong
日渐繁荣	rijianfanrong
日间交易	rijianjiaoyi
日交易单	rijiaoyidan
日交易额	rijiaoyie
日经指数	rijingzhishu
日期错误	riqicuowu
日线	rixian
日益明显	riyimingxian
日元走势	riyuanzoushi
日照认购	rizhaorengou
熔断制度	rongduanzhidu
融通背书	rongtongbeishu
融通基金	rongtongjijin
融通票据	rongtongpiaoju
融通深证	rongtongshenzheng
容维投资	rongweitouzi
融信达	rongxinda
融资比例	rongzibili
融资操作	rongzicaozuo
融资成本	rongzichengben
融资额	rongzie
融资额度	rongziedu
融资方案	rongzifangan
融资规模	rongziguimo
融资活动	rongzihuodong
融资计划	rongzijihua
融资金额	rongzijine
融资经理	rongzijingli
融资款	rongzikuan
融资利率	rongzililv
融资模式	rongzimoshi
融资期限	rongziqixian
融资事件	rongzishijian
融资条件	rongzitiaojian
融资途径	rongzitujing
融资网	rongziwang
融资问题	rongziwenti
融资项目	rongzixiangmu
融资协议	rongzixieyi
融资性	rongzixing
融资行为	rongzixingwei
融资需求	rongzixuqiu
融资压力	rongziyali
融资业务	rongziyewu
融资专员	rongzizhuanyuan
融资租赁	rongzizulin
融资租凭	rongzizuping
如此迅速	rucixunsu
如到期	rudaoqi
入股协议	ruguxieyi
如果按	ruguoan
如果不给	ruguobugei
如果客户	ruguokehu
如果您还	ruguoninhai
如果拥有	ruguoyongyou
如何处理	ruhechuli
如何计算	ruhejisuan
如何看待	ruhekandai
如何取舍	ruhequshe
如何收取	ruheshouqu
如何挖掘	ruhewajue
如何有效	ruheyouxiao
如何周转	ruhezhouzhuan
入库查询	rukuchaxun
儒林投资	rulintouzi
如期付款	ruqifukuan
入市比例	rushibili
如下表	ruxiabiao
如下内容	ruxianeirong
软贷款	ruandaikuan
软货币	ruanhuobi
软美元	ruanmeiyuan
软套利	ruantaoli
软通货	ruantonghuo
软着陆	ruanzhuolu
瑞帮投资	ruibangtouzi
瑞典银行	ruidianyinhang
瑞奇期货	ruiqiqihuo
瑞士法郎	ruishifalang
瑞士银行	ruishiyinhang
瑞银集团	ruiyinjituan
润博财税	runbocaishui
润天华创	runtianhuachuang
若干天	ruogantian
若干条	ruogantiao
弱势地位	ruoshidiwei
弱势股	ruoshigu
若要突破	ruoyaotupo
三板市场	sanbanshichang
三重顶	sanchongding
三大报	sandabao
三个月	sangeyue
三和银行	sanheyinhang
散户离场	sanhulichang
散户线	sanhuxian
三季度	sanjidu
三季度末	sanjidumo
三角图	sanjiaotu
三角形	sanjiaoxing
三井银行	sanjingyinhang
三菱银行	sanlingyinhang
三木集团	sanmujituan
三手交易	sanshoujiaoyi
三元顾问	sanyuanguwen
闪动报告	shandongbaogao
山东神光	shandongshenguang
陕经网	shanjingwang
山口银行	shankouyinhang
陕西巨丰	shanxijufeng
山西证券	shanxizhengquan
擅自发行	shanzifaxing
尚不足以	shangbuzuyi
尚待探索	shangdaitansuo
上港认购	shanggangrengou
上攻动能	shanggongdongneng
上攻行情	shanggonghangqing
上攻潜力	shanggongqianli
上滚	shanggun
上海分行	shanghaifenhang
上海嘉柏	shanghaijiabai
上海汽车	shanghaiqiche
上海泰腾	shanghaitaiteng
上海证券	shanghaizhengquan
上海中期	shanghaizhongqi
商机所在	shangjisuozai
商机在线	shangjizaixian
上交所	shangjiaosuo
商界评论	shangjiepinglun
商界在线	shangjiezaixian
商品化	shangpinhua
商品价格	shangpinjiage
商品期货	shangpinqihuo
商品市场	shangpinshichang
上汽认购	shangqirengou
商人银行	shangrenyinhang
上升	shangsheng
上升行情	shangshenghangqing
上升空间	shangshengkongjian
上升浪	shangshenglang
上升趋势	shangshengqushi
上升通道	shangshengtongdao
上市筹集	shangshichouji
上市辅导	shangshifudao
上市公司	shangshigongsi
上市工作	shangshigongzuo
上市规则	shangshiguize
上市计划	shangshijihua
上市集资	shangshijizi
上市价格	shangshijiage
上市交易	shangshijiaoyi
上市模式	shangshimoshi
上市期权	shangshiqiquan
上市情况	shangshiqingkuang
上市数量	shangshishuliang
上市途径	shangshitujing
上市证券	shangshizhengquan
上述人员	shangshurenyuan
上述协议	shangshuxieyi
上调利率	shangtiaolilv
上调为	shangtiaowei
商通卡	shangtongka
上投	shangtou
上投成长	shangtouchengzhang
上投摩根	shangtoumogen
上网发行	shangwangfaxing
尚未放开	shangweifangkai
尚未交易	shangweijiaoyi
尚未取得	shangweiqude
商务英语	shangwuyingyu
商务周刊	shangwuzhoukan
上下波动	shangxiabodong
上下震荡	shangxiazhendang
上行	shangxing
上行趋势	shangxingqushi
商业保险	shangyebaoxian
商业贷款	shangyedaikuan
商业电讯	shangyedianxun
商业发票	shangyefapiao
商业票据	shangyepiaoju
商业信用	shangyexinyong
商业银行	shangyeyinhang
商业油井	shangyeyoujing
商业折扣	shangyezhekou
商业证券	shangyezhengquan
商业周刊	shangyezhoukan
商誉	shangyu
上涨动力	shangzhangdongli
上涨幅度	shangzhangfudu
上涨过程	shangzhangguocheng
上涨行情	shangzhanghangqing
上涨空间	shangzhangkongjian
上涨趋势	shangzhangqushi
上涨市场	shangzhangshichang
上涨势头	shangzhangshitou
上涨压力	shangzhangyali
上证联	shangzhenglian
上证指数	shangzhengzhishu
上证综研	shangzhengzongyan
上证综指	shangzhengzongzhi
少数股权	shaoshuguquan
社保基金	shebaojijin
设备债券	shebeizhaiquan
设定价值	shedingjiazhi
社会保险	shehuibaoxian
社会供求	shehuigongqiu
社会团体	shehuituanti
设计产品	shejichanpin
设计能力	shejinengli
设立多家	sheliduojia
涉税案件	sheshuianjian
设陷阱者	shexianjingzhe
赊销	shexiao
蛇行浮动	shexingfudong
设有分行	sheyoufenhang
申报率	shenbaolv
申报征收	shenbaozhengshou
深层次	shencengci
深成指	shenchengzhi
深度报告	shendubaogao
深度调整	shendutiaozheng
深发	shenfa
深发展	shenfazhan
深高认购	shengaorengou
申购起点	shengouqidian
申购资金	shengouzijin
审核权限	shenhequanxian
审核要求	shenheyaoqiu
审计报告	shenjibaogao
审计机构	shenjijigou
审计记录	shenjijilu
审计结果	shenjijieguo
审计师	shenjishi
审计意见	shenjiyijian
深交所	shenjiaosuo
什么价位	shenmejiawei
审批部门	shenpibumen
审批程序	shenpichengxu
审批过程	shenpiguocheng
审批结果	shenpijieguo
审批内容	shenpineirong
审批人	shenpiren
审批手续	shenpishouxu
审批原则	shenpiyuanze
申请表格	shenqingbiaoge
申请代开	shenqingdaikai
申请额度	shenqingedu
申请发行	shenqingfaxing
申请破产	shenqingpochan
申请文件	shenqingwenjian
深入分析	shenrufenxi
审慎选择	shenshenxuanze
申万巴黎	shenwanbali
申银万国	shenyinwanguo
神鹰利差	shenyinglicha
深圳迈瑞	shenzhenmairui
慎重对待	shenzhongduidai
生产成本	shengchanchengben
生产能力	shengchannengli
盛大网络	shengdawangluo
胜龙软件	shenglongruanjian
生命人寿	shengmingrenshou
省钱之道	shengqianzhidao
升水溢价	shengshuiyijia
生物燃料	shengwuranliao
生效日期	shengxiaoriqi
生益科技	shengyikeji
剩余贷款	shengyudaikuan
剩余价值	shengyujiazhi
剩余期限	shengyuqixian
剩余时间	shengyushijian
剩余资产	shengyuzichan
升值估价	shengzhigujia
升值压力	shengzhiyali
升值预测	shengzhiyuce
升值预期	shengzhiyuqi
市场报	shichangbao
市场波动	shichangbodong
市场部	shichangbu
市场呈现	shichangchengxian
市场出清	shichangchuqing
市场定价	shichangdingjia
市场反应	shichangfanying
市场份额	shichangfene
市场风险	shichangfengxian
市场供求	shichanggongqiu
市场估计	shichangguji
市场关注	shichangguanzhu
市场化	shichanghua
市场汇率	shichanghuilv
市场机制	shichangjizhi
市场价格	shichangjiage
市场架构	shichangjiagou
市场降温	shichangjiangwen
市场恐慌	shichangkonghuang
市场宽度	shichangkuandu
市场狂热	shichangkuangre
市场利率	shichanglilv
市场能力	shichangnengli
市场判断	shichangpanduan
市场疲软	shichangpiruan
市场平台	shichangpingtai
市场前景	shichangqianjing
市场潜力	shichangqianli
市场情绪	shichangqingxu
市场人气	shichangrenqi
市场深度	shichangshendu
市场时机	shichangshiji
市场体系	shichangtixi
市场条件	shichangtiaojian
市场稳定	shichangwending
市场信心	shichangxinxin
市场询价	shichangxunjia
市场研究	shichangyanjiu
市场摇摆	shichangyaobai
市场忧虑	shichangyoulv
市场预期	shichangyuqi
市场约束	shichangyueshu
市场运行	shichangyunxing
市场震动	shichangzhendong
市场指标	shichangzhibiao
市场知觉	shichangzhijue
市场指数	shichangzhishu
市场追捧	shichangzhuipeng
实存资金	shicunzijin
适当披露	shidangpilu
适当调整	shidangtiaozheng
适当注意	shidangzhuyi
实地审查	shidishencha
试点办法	shidianbanfa
试点方案	shidianfangan
试点券商	shidianquanshang
适度增长	shiduzengzhang
释放一些	shifangyixie
十分积极	shifenjiji
十分明确	shifenmingque
十分强烈	shifenqianglie
十分坦诚	shifentancheng
是否高于	shifougaoyu
是否理性	shifoulixing
实股	shigu
十国集团	shiguojituan
石化认购	shihuarengou
时机不对	shijibudui
实际成本	shijichengben
实际出口	shijichukou
实际发行	shijifaxing
实际费用	shijifeiyong
实际公司	shijigongsi
实际汇率	shijihuilv
实际进口	shijijinkou
世纪金龙	shijijinlong
实际利差	shijilicha
实际认购	shijirengou
实际商品	shijishangpin
实际收入	shijishouru
实际投入	shijitouru
世基投资	shijitouzi
实际投资	shijitouzi
实际需要	shijixuyao
实际影响	shijiyingxiang
实际债务	shijizhaiwu
实际支出	shijizhichu
实际资本	shijiziben
市价不高	shijiabugao
市价法	shijiafa
时价发行	shijiafaxing
时间风险	shijianfengxian
时间价值	shijianjiazhi
时间较长	shijianjiaochang
时间跨度	shijiankuadu
时间选择	shijianxuanze
实缴金额	shijiaojine
世界顶级	shijiedingji
世界经济	shijiejingji
世界贸易	shijiemaoyi
世界银行	shijieyinhang
市净率	shijinglv
实卡	shika
失卡保障	shikabaozhang
实力怎样	shilizenyang
市民债券	shiminzhaiquan
十年期	shinianqi
使您免受	shininmianshou
试盘	shipan
实盘	shipan
实施标准	shishibiaozhun
时时彩	shishicai
适时进行	shishijinxing
时时乐	shishile
实施细则	shishixize
实施一年	shishiyinian
实收股本	shishouguben
实体经济	shitijingji
使投资者	shitouzizhe
实物债券	shiwuzhaiquan
实现	shixian
实现双赢	shixianshuangying
时效性	shixiaoxing
试行标准	shixingbiaozhun
失业保险	shiyebaoxian
失业率	shiyelv
实业银行	shiyeyinhang
适宜采取	shiyicaiqu
是一项	shiyixiang
市盈率	shiyinglv
使用税率	shiyongshuilv
使用效率	shiyongxiaolv
适用于	shiyongyu
石油贷款	shiyoudaikuan
是有可能	shiyoukeneng
石油美元	shiyoumeiyuan
石油期货	shiyouqihuo
石油债券	shiyouzhaiquan
十月债券	shiyuezhaiquan
实战操作	shizhancaozuo
实证分析	shizhengfenxi
市值超过	shizhichaoguo
市值配售	shizhipeishou
市值损失	shizhisunshi
市值缩水	shizhisuoshui
收藏价值	shoucangjiazhi
收藏品	shoucangpin
首创期货	shouchuangqihuo
首创证券	shouchuangzhengquan
首次超过	shoucichaoguo
首次发行	shoucifaxing
首次付息	shoucifuxi
首次公开	shoucigongkai
受此影响	shouciyingxiang
收单行	shoudanhang
收到货款	shoudaohuokuan
受到压制	shoudaoyazhi
手段高明	shouduangaoming
收发存	shoufacun
首发事宜	shoufashiyi
收费收据	shoufeishouju
收费项目	shoufeixiangmu
首付比例	shoufubili
首付款	shoufukuan
手工票	shougongpiao
手工申报	shougongshenbao
收购报价	shougoubaojia
收购成本	shougouchengben
收购对象	shougouduixiang
收购发票	shougoufapiao
收购方	shougoufang
收购公司	shougougongsi
收购股份	shougougufen
收购股权	shougouguquan
收购价格	shougoujiage
收购价值	shougoujiazhi
收购目标	shougoumubiao
收购企业	shougouqiye
收购人	shougouren
收购日	shougouri
收购题材	shougouticai
收购要约	shougouyaoyue
收购意向	shougouyixiang
收购盈余	shougouyingyu
收购者	shougouzhe
受关注	shouguanzhu
收汇	shouhui
收汇保障	shouhuibaozhang
收回成本	shouhuichengben
收回投资	shouhuitouzi
手机炒股	shoujichaogu
手机收费	shoujishoufei
手机支付	shoujizhifu
首家推出	shoujiatuichu
收缴发票	shoujiaofapiao
收结汇	shoujiehui
收进	shoujin
收紧信号	shoujinxinhao
收紧银根	shoujinyingen
受控公司	shoukonggongsi
收款	shoukuan
收款责任	shoukuanzeren
受理人	shouliren
受理审核	shoulishenhe
售楼部	shouloubu
售楼处	shoulouchu
售楼小姐	shoulouxiaojie
收盘	shoupan
收盘报	shoupanbao
收盘差异	shoupanchayi
收盘跌	shoupandie
收盘价	shoupanjia
收盘价格	shoupanjiage
收盘微跌	shoupanweidie
收盘下跌	shoupanxiadie
收盘于	shoupanyu
首批产品	shoupichanpin
收取佣金	shouquyongjin
授权股数	shouquangushu
授权经营	shouquanjingying
授权人	shouquanren
授权书	shouquanshu
授权委托	shouquanweituo
首日定价	shouridingjia
收入分享	shourufenxiang
收入附征	shourufuzheng
收入规模	shouruguimo
收入结构	shourujiegou
收入近	shourujin
收入锐减	shoururuijian
收入预测	shouruyuce
收入约	shouruyue
收入债券	shouruzhaiquan
寿司债券	shousizhaiquan
受损者	shousunzhe
手头紧张	shoutoujinzhang
受托人	shoutuoren
首先确保	shouxianquebao
首先需要	shouxianxuyao
手写发票	shouxiefapiao
授信额度	shouxinedu
授信评价	shouxinpingjia
授信项目	shouxinxiangmu
手续费	shouxufei
手续简化	shouxujianhua
首要目标	shouyaomubiao
收益报告	shouyibaogao
收益保证	shouyibaozheng
收益不高	shouyibugao
收益分配	shouyifenpei
收益互换	shouyihuhuan
收益基差	shouyijicha
收益较高	shouyijiaogao
收益较好	shouyijiaohao
收益利率	shouyililv
收益率	shouyilv
受益凭证	shouyipingzheng
收益曲线	shouyiquxian
受益人	shouyiren
收益债券	shouyizhaiquan
收益质量	shouyizhiliang
收益最大	shouyizuida
授予财产	shouyucaichan
授予者	shouyuzhe
收支凭证	shouzhipingzheng
赎回风险	shuhuifengxian
赎回基金	shuhuijijin
赎回价格	shuhuijiage
赎回权	shuhuiquan
赎回日	shuhuiri
赎回条款	shuhuitiaokuan
输金点	shujindian
数据比对	shujubidui
数据核对	shujuhedui
数据库	shujuku
数据显示	shujuxianshi
数量优先	shuliangyouxian
数量折扣	shuliangzhekou
书面答复	shumiandafu
数目限制	shumuxianzhi
输入密码	shurumima
输入账号	shuruzhanghao
竖线图	shuxiantu
数字三	shuzisan
率先开始	shuaixiankaishi
率先推出	shuaixiantuichu
双币	shuangbi
双币化	shuangbihua
双币卡	shuangbika
双边汇率	shuangbianhuilv
双边结算	shuangbianjiesuan
双边贸易	shuangbianmaoyi
双重担保	shuangchongdanbao
双重压力	shuangchongyali
双底	shuangdi
双环科技	shuanghuankeji
双赔	shuangpei
双色球	shuangseqiu
双双涨停	shuangshuangzhangting
双账户	shuangzhanghu
税点	shuidian
税负转移	shuifuzhuanyi
税号速查	shuihaosucha
税后利润	shuihoulirun
税后收入	shuihoushouru
税基	shuiji
税控装置	shuikongzhuangzhi
税款补录	shuikuanbulu
税款入库	shuikuanruku
睡美人	shuimeiren
税票重打	shuipiaochongda
税票销号	shuipiaoxiaohao
税前利润	shuiqianlirun
税前列支	shuiqianliezhi
税前收益	shuiqianshouyi
税收保护	shuishoubaohu
税收保全	shuishoubaoquan
税收递延	shuishoudiyan
税收调查	shuishoudiaocha
税收计划	shuishoujihua
税收扣除	shuishoukouchu
税收扣抵	shuishoukoudi
税收会计	shuishoukuaiji
税收漏洞	shuishouloudong
税收认定	shuishourending
税收调整	shuishoutiaozheng
税收统计	shuishoutongji
税收系统	shuishouxitong
税收预测	shuishouyuce
税收证件	shuishouzhengjian
税收证明	shuishouzhengming
税收转嫁	shuishouzhuanjia
税务处理	shuiwuchuli
税务公告	shuiwugonggao
税务局	shuiwuju
税务认定	shuiwurending
税务申请	shuiwushenqing
税证号码	shuizhenghaoma
税种补录	shuizhongbulu
税种登记	shuizhongdengji
税种核定	shuizhongheding
顺差过大	shunchaguoda
顺利推出	shunlituichu
顺利完成	shunliwancheng
顺流向下	shunliuxiangxia
顺势完成	shunshiwancheng
四大行	sidahang
斯达康	sidakang
死多头	siduotou
四分位数	sifenweishu
死股	sigu
四行	sihang
四季度	sijidu
四季度末	sijidumo
死空头	sikongtou
私募发行	simufaxing
私募股权	simuguquan
私募基金	simujijin
私募融资	simurongzi
私募完成	simuwancheng
私募债	simuzhai
私人理财	sirenlicai
私人收藏	sirenshoucang
私人投资	sirentouzi
私人业务	sirenyewu
私人银行	sirenyinhang
私下交易	sixiajiaoyi
私下协议	sixiaxieyi
私营公司	siyinggongsi
送股	songgu
送股能力	songgunengli
送配	songpei
速贷通	sudaitong
速动比率	sudongbilv
速动资产	sudongzichan
速动资金	sudongzijin
速度更快	sudugengkuai
速度快	sudukuai
速利基金	sulijijin
塑料钞	suliaochao
苏州信托	suzhouxintuo
酸性比率	suanxingbilv
随行就市	suihangjiushi
随机运动	suijiyundong
随时都会	suishidouhui
随时兑现	suishiduixian
随时为您	suishiweinin
损耗扣除	sunhaokouchu
损失惨重	sunshicanzhong
损失殆尽	sunshidaijin
损失金额	sunshijine
损失率	sunshilv
损益表	sunyibiao
锁仓	suocang
所持股份	suochigufen
所筹资金	suochouzijin
所得款项	suodekuanxiang
锁定证券	suodingzhengquan
索还债款	suohuanzhaikuan
所汇款项	suohuikuanxiang
