阿帕网	apawang
禁止信号	jinzhixinhao
禁止运行脚本	jinzhiyunxingjiaoben
禁止中断	jinzhizhongduan
禁止状态	jinzhizhuangtai
金字塔结构	jinzitajiegou
静电绘图机	jingdianhuituji
经典逻辑	jingdianluoji
静电印刷机	jingdianyinshuaji
精度	jingdu
静多态	jingduotai
净荷	jinghe
精化	jinghua
精化策略	jinghuacelue
精化准则	jinghuazhunze
经济可行性	jingjikexingxing
经济模型	jingjimoxing
经济信息系统	jingjixinxixitong
精简窗口	jingjianchuangkou
精简开发板	jingjiankaifaban
精简指令	jingjianzhiling
经理信息系统	jinglixinxixitong
经理支持系统	jinglizhichixitong
镜面反射光	jingmianfansheguang
净室	jingshi
净室软件工程	jingshiruanjiangongcheng
静态绑定	jingtaibangding
静态测试	jingtaiceshi
静态成员	jingtaichengyuan
静态重定位	jingtaichongdingwei
静态存储分配	jingtaicunchufenpei
静态存储器	jingtaicunchuqi
静态调度	jingtaidiaodu
静态方法	jingtaifangfa
静态分析	jingtaifenxi
静态分析程序	jingtaifenxichengxu
静态函数	jingtaihanshu
静态缓冲	jingtaihuanchong
静态缓冲区	jingtaihuanchongqu
静态检验	jingtaijianyan
静态控件	jingtaikongjian
静态块	jingtaikuai
静态类	jingtailei
静态流水线	jingtailiushuixian
静态冒险	jingtaimaoxian
静态内部类	jingtaineibulei
静态扭斜	jingtainiuxie
静态冗余	jingtairongyu
静态数据区	jingtaishujuqu
静态属性表	jingtaishuxingbiao
静态刷新	jingtaishuaxin
静态网络	jingtaiwangluo
静态域	jingtaiyu
静态域名	jingtaiyuming
静态知识	jingtaizhishi
晶体振荡器	jingtizhendangqi
镜头光晕	jingtouguangyun
景物分析	jingwufenxi
镜像	jingxiang
径向伺服	jingxiangcifu
径向模糊	jingxiangmohu
静压	jingya
经验法则	jingyanfaze
经验系统	jingyanxitong
竞争变迁	jingzhengbianqian
竞争深度	jingzhengshendu
竞争网络	jingzhengwangluo
静止图像	jingzhituxiang
静止图像压缩	jingzhituxiangyasuo
纠错	jiucuo
纠错例程	jiucuolicheng
纠错码	jiucuoma
就绪	jiuxu
就绪状态	jiuxuzhuangtai
句柄	jubing
局部变量	jububianliang
局部存储	jubucunchu
局部等待图	jubudengdaitu
局部故障	jubuguzhang
局部光照模型	jubuguangzhaomoxing
局部过程调用	jubuguochengdiaoyong
局部模式	jubumoshi
局部确定	jubuqueding
局部失效	jubushixiao
局部死锁	jubusisuo
局部性	jubuxing
局部应用	jubuyingyong
局部总线	jubuzongxian
局部坐标系	jubuzuobiaoxi
巨磁变阻头	jucibianzutou
聚簇索引	jucusuoyin
句法	jufa
句法范畴	jufafanchou
句法分析	jufafenxi
句法关系	jufaguanxi
句法规则	jufaguize
句法结构	jufajiegou
句法类别	jufaleibie
句法理论	jufalilun
句法模式识别	jufamoshishibie
句法歧义	jufaqiyi
句法生成	jufashengcheng
句法树	jufashu
句法语义学	jufayuyixue
句法语意学	jufayuyixue
句构语法	jugouyufa
聚光	juguang
句核	juhe
聚合关系	juheguanxi
聚合事件	juheshijian
菊花链	juhualian
聚集	juji
聚焦伺服	jujiaocifu
拒绝服务	jujuefuwu
聚类	julei
聚类分析	juleifenxi
距离向量	julixiangliang
矩描述子	jumiaoshuzi
句型	juxing
矩形波浪	juxingbolang
巨型计算机	juxingjisuanji
局域网	juyuwang
局域网单	juyuwangdan
局域网多播	juyuwangduobo
局域网服务器	juyuwangfuwuqi
局域网广播	juyuwangguangbo
局域网交换机	juyuwangjiaohuanji
局域网网关	juyuwangwangguan
聚酯色带	juzhisedai
句子产生器	juzichanshengqi
句子片段	juzipianduan
句子歧义消除	juziqiyixiaochu
句子生成程序	juzishengchengchengxu
卷回传播	juanhuichuanbo
卷回恢复	juanhuihuifu
卷积	juanji
卷积核	juanjihe
卷积投影数据	juanjitouyingshuju
决策表	juecebiao
决策规则	jueceguize
决策过程	jueceguocheng
决策函数	juecehanshu
决策计划	juecejihua
决策矩阵	juecejuzhen
决策空间	juecekongjian
决策控制	juecekongzhi
决策论	juecelun
决策模型	juecemoxing
决策树	jueceshu
决策树系统	jueceshuxitong
决策问题	juecewenti
决策语句	jueceyuju
决策支持系统	juecezhichixitong
决策支持中心	juecezhichizhongxin
决策制定	juecezhiding
决策准则	juecezhunze
绝对地址	jueduidizhi
绝对分辨率	jueduifenbianlv
绝对机器代码	jueduijiqidaima
绝对取整	jueduiquzheng
绝密级	juemiji
角色模型	juesemoxing|jiaosemoxing
均衡器	junhengqi
龟裂空隙	junliekongxi
卡巴斯基	kabasiji
卡尔曼滤波	kaermanlvbo
卡洛变换	kaluobianhuan
卡诺图	kanuotu
卡片穿孔	kapianchuankong
卡普可归约性	kapukeguiyuexing
卡式磁带	kashicidai
卡纸	kazhi
开窗口	kaichuangkou
开发方法学	kaifafangfaxue
开发工具箱	kaifagongjuxiang
开发规约	kaifaguiyue
开发过程	kaifaguocheng
开发环境模型	kaifahuanjingmoxing
开发进展	kaifajinzhan
开发生存周期	kaifashengcunzhouqi
开发者	kaifazhe
开发周期	kaifazhouqi
开放安全环境	kaifanganquanhuanjing
开放软件	kaifangruanjian
开放声音系统	kaifangshengyinxitong
开放式图形库	kaifangshituxingku
开放图形库	kaifangtuxingku
开放图形语言	kaifangtuxingyuyan
开放系统	kaifangxitong
开放系统互连	kaifangxitonghulian
开放源码	kaifangyuanma
开关电流	kaiguandianliu
开关时间	kaiguanshijian
开关枢纽	kaiguanshuniu
开关网格	kaiguanwangge
开关箱	kaiguanxiang
开关噪声	kaiguanzaosheng
开环控制	kaihuankongzhi
开机查杀	kaijichasha
开路故障	kailuguzhang
开始符号	kaishifuhao
开始坐标	kaishizuobiao
楷体	kaiti
开销	kaixiao
看打	kanda
抗干扰	kangganrao
抗震	kangzhen
拷贝	kaobei
可安装性	keanzhuangxing
可变分区	kebianfenqu
可变结构系统	kebianjiegouxitong
可变字长	kebianzichang
可擦	keca
可测试性	keceshixing
可测试性设计	keceshixingsheji
可承受风险级	kechengshoufengxianji
可重定位库	kechongdingweiku
可重复向量	kechongfuxiangliang
可重复性	kechongfuxing
可重构系统	kechonggouxitong
可重排网	kechongpaiwang
可重生标识	kechongshengbiaozhi|kechongshengbiaoshi
可重写光碟	kechongxieguangdie
可穿戴计算机	kechuandaijisuanji
可串行性	kechuanhangxing|kechuanxingxing
可存取性	kecunquxing
可达标识	kedabiaozhi|kedabiaoshi
可达标识集	kedabiaozhiji|kedabiaoshiji
可达标识图	kedabiaozhitu|kedabiaoshitu
可达森林	kedasenlin
可达树	kedashu
可达图	kedatu
可达性	kedaxing
可达性关系	kedaxingguanxi
可分级性	kefenjixing
可分页动态区	kefenyedongtaiqu
可分页分区	kefenyefenqu
可分页区域	kefenyequyu
可覆盖树	kefugaishu
可覆盖图	kefugaitu
可服务时间	kefuwushijian
可服务性	kefuwuxing
可复用构件	kefuyonggoujian
可复用性	kefuyongxing
可观察性	keguanchaxing
可管理性	keguanlixing
可归约性	keguiyuexing
可焊性	kehanxing
客户	kehu
客户对客户	kehuduikehu
客户服务	kehufuwu
客户化	kehuhua
可恢复性	kehuifuxing
可计算函数	kejisuanhanshu
可计算性理论	kejisuanxinglilun
课件	kejian
可检测性	kejiancexing
可见点	kejiandian
可见性	kejianxing
可靠性	kekaoxing
可靠性工程	kekaoxinggongcheng
可靠性模型	kekaoxingmoxing
可靠性评价	kekaoxingpingjia
可靠性认证	kekaoxingrenzheng
可靠性设计	kekaoxingsheji
可靠性数据	kekaoxingshuju
可控制性	kekongzhixing
可扩充性	kekuochongxing
可扩缩性	kekuosuoxing
可扩展性	kekuozhanxing
克雷一号	keleiyihao
可理解性	kelijiexing
克林闭包	kelinbibao
可录光碟	keluguangdie
可路由协议	keluyouxieyi
可满足性问题	kemanzuxingwenti
刻面	kemian
可能性理论	kenengxinglilun
可屏蔽中断	kepingbizhongduan
刻蚀	keshi
可视	keshi
可视编程语言	keshibianchengyuyan
可视程序设计	keshichengxusheji
可视化	keshihua
可视现象	keshixianxiang
可实现性	keshixianxing
可视语言	keshiyuyan
客体	keti
课题分享	ketifenxiang
可替换参数	ketihuancanshu
课题小组	ketixiaozu
可调度性	kediaoduxing|ketiaoduxing
可调整视频	ketiaozhengshipin|kediaozhengshipin
可维护性	keweihuxing
可信代理	kexindaili
可信度函数	kexinduhanshu
可信计算	kexinjisuan
可信计算基	kexinjisuanji
可信进程	kexinjincheng
可信时间戳	kexinshijianchuo
可信性	kexinxing
可行解	kexingjie
可行性	kexingxing
可行性研究	kexingxingyanjiu
可修改性	kexiugaixing
科学数据库	kexueshujuku
可移植	keyizhi
可移植性	keyizhixing
可用性	keyongxing
可用性模型	keyongxingmoxing
可有焦点	keyoujiaodian
壳站点	kezhandian
可诊断性	kezhenduanxing
可执行程序	kezhixingchengxu
可执行文件	kezhixingwenjian
可转换签名	kezhuanhuanqianming
可装入模块	kezhuangrumokuai
空白符	kongbaifu
空白软盘	kongbairuanpan
空操作指令	kongcaozuozhiling
空地址	kongdizhi
空集	kongji
空间	kongjian
空间布局	kongjianbuju
空间分割	kongjianfenge
空间复杂度	kongjianfuzadu
空间复杂性	kongjianfuzaxing
空间检索	kongjianjiansuo
空间局部性	kongjianjubuxing
空间控制	kongjiankongzhi
空间谱系	kongjianpuxi
空间数据库	kongjianshujuku
空间索引	kongjiansuoyin
空间推理	kongjiantuili
空间拓扑关系	kongjiantuopuguanxi
空间需要	kongjianxuyao
空间需要量	kongjianxuyaoliang
空间知识	kongjianzhishi
控件状态	kongjianzhuangtai
空气过滤器	kongqiguolvqi
空气流	kongqiliu
空气流速	kongqiliusu
孔斯曲面	kongsiqumian
空闲物理内存	kongxianwulineicun
空闲信道状态	kongxianxindaozhuangtai
空闲虚拟内存	kongxianxunineicun
空心字	kongxinzi
空栈	kongzhan
控制	kongzhi
空值	kongzhi
控制板	kongzhiban
控制变量	kongzhibianliang
控制波形	kongzhiboxing
控制策略	kongzhicelue
控制冲突	kongzhichongtu
控制顶点	kongzhidingdian
控制多边形	kongzhiduobianxing
控制工程	kongzhigongcheng
控制关系	kongzhiguanxi
控制柜	kongzhigui
控制回路	kongzhihuilu
控制机	kongzhiji
控制技术	kongzhijishu
控制结构	kongzhijiegou
控制精度	kongzhijingdu
控制块	kongzhikuai
控制理论	kongzhililun
控制流	kongzhiliu
控制流程图	kongzhiliuchengtu
控制流分析	kongzhiliufenxi
控制流计算机	kongzhiliujisuanji
控制论	kongzhilun
控制媒体	kongzhimeiti
控制模块	kongzhimokuai
控制屏	kongzhiping
控制器	kongzhiqi
控制器接口	kongzhiqijiekou
控制驱动	kongzhiqudong
控制软件	kongzhiruanjian
控制数据	kongzhishuju
控制输入位置	kongzhishuruweizhi
控制算法	kongzhisuanfa
控制台	kongzhitai
控制通道	kongzhitongdao
控制网格	kongzhiwangge
控制系统	kongzhixitong
控制箱	kongzhixiang
控制依赖	kongzhiyilai
控制一致原理	kongzhiyizhiyuanli
控制语句	kongzhiyuju
控制站	kongzhizhan
控制帧	kongzhizhen
空指针	kongzhizhen
空指针异常	kongzhizhenyichang
控制字符	kongzhizifu
控制总线	kongzhizongxian
口令	kouling
口令攻击	koulinggongji
口令句	koulingju
口语	kouyu
库函数	kuhanshu
库克可归约性	kukekeguiyuexing
酷我音乐盒	kuwoyinyuehe
跨步测试	kuabuceshi
跨接	kuajie
跨接线	kuajiexian
跨页发送	kuayefasong
块封锁状态	kuaifengsuozhuangtai
块结构语言	kuaijiegouyuyan
快捷键	kuaijiejian
块净荷	kuaijinghe
快乐影音	kuaileyingyin
块密码	kuaimima
快速编译程序	kuaisubianyichengxu
快速排序	kuaisupaixu
快速消息	kuaisuxiaoxi
快速选择	kuaisuxuanze
快速以太网	kuaisuyitaiwang
快速有序运输	kuaisuyouxuyunshu
快速转到	kuaisuzhuandao
块优先级控制	kuaiyouxianjikongzhi
快照	kuaizhao
宽磁道	kuancidao
宽带接入	kuandaijieru
宽度优先分析	kuanduyouxianfenxi
宽而模糊	kuanermohu
宽而锐化	kuanerruihua
框架	kuangjia
框架理论	kuangjialilun
框架语法	kuangjiayufa
框架知识表示	kuangjiazhishibiaoshi
框图	kuangtu
窥孔优化	kuikongyouhua
困难问题	kunnanwenti
扩充	kuochong
扩充槽	kuochongcao
扩充数据输出	kuochongshujushuchu
扩充转移网路	kuochongzhuanyiwanglu
扩充转移网络	kuochongzhuanyiwangluo
扩散分化	kuosanfenhua
扩散激发模型	kuosanjifamoxing
扩散性	kuosanxing
扩展	kuozhan
扩展操作	kuozhancaozuo
扩展器	kuozhanqi
扩展语义网络	kuozhanyuyiwangluo
扩张规则	kuozhangguize
蜡笔滤镜	labilvjing
拉东变换	ladongbianhuan
拉帕杜拉模型	lapadulamoxing
拉偏测试	lapianceshi
蓝软	lanruan
朗伯模型	langbomoxing
老板键	laobanjian
老化	laohua
老化试验	laohuashiyan
勒文海姆	lewenhaimu
类比推理	leibituili
类比学习	leibixuexi
类变量	leibianliang
类方法	leifangfa
类规则表示	leiguizebiaoshi
类函数	leihanshu
累加寄存器	leijiajicunqi
累加器	leijiaqi
类加载	leijiazai
类库	leiku
雷设打印机	leishedayinji
类神经网路	leishenjingwanglu
类属词典	leishucidian
类型	leixing
类型安全	leixinganquan
类型变量	leixingbianliang
类型参数	leixingcanshu
类型参数列表	leixingcanshuliebiao
类型论	leixinglun
类型系统	leixingxitong
类型域	leixingyu
类型转换	leixingzhuanhuan
类音删略	leiyinshanlue
类装载器	leizhuangzaiqi
冷备份	lengbeifen
冷启动	lengqidong
冷却	lengque
冷却剂	lengqueji
冷站点	lengzhandian
例程	licheng
里程碑	lichengbei
粒度	lidu
立方	lifang
立方连接结构	lifanglianjiejiegou
立方体网	lifangtiwang
利夫规律	lifuguilv
立即地址	lijidizhi
立即下载	lijixiazai
理论	lilun
理论语言学	lilunyuyanxue
离散重建问题	lisanchongjianwenti
离散对数	lisanduishu
离散对数问题	lisanduishuwenti
离散卷积	lisanjuanji
离散控制系统	lisankongzhixitong
离散时间算法	lisanshijiansuanfa
离散松弛法	lisansongchifa
离散文本	lisanwenben
例示	lishi
历史规则	lishiguize
历史记录天数	lishijilutianshu
历史数据	lishishuju
历史数据库	lishishujuku
历史状态	lishizhuangtai
立体匹配	litipipei
立体声	litisheng
立体视觉	litishijue
立体显示	litixianshi
立体印刷设备	litiyinshuashebei
立体映射	litiyingshe
立体影像	litiyingxiang
立体字	litizi
例图	litu
离线	lixian
离线图灵机	lixiantulingji
理性	lixing
理性论	lixinglun
理性论立场	lixinglunlichang
理性主体	lixingzhuti
粒子场	lizichang
粒子系统	lizixitong
联邦模式	lianbangmoshi
联邦数据库	lianbangshujuku
链表	lianbiao
连并合	lianbinghe
连词模型	liancimoxing
连动结构	liandongjiegou
连贯性	lianguanxing
联机	lianji
联机测试	lianjiceshi
联机测试例程	lianjiceshilicheng
联机处理	lianjichuli
联机存储器	lianjicunchuqi
联机登录	lianjidenglu
联机分析处理	lianjifenxichuli
联机分析过程	lianjifenxiguocheng
联机分析挖掘	lianjifenxiwajue
联机故障检测	lianjiguzhangjiance
联机命令语言	lianjiminglingyuyan
联机排错	lianjipaicuo
联机任务处理	lianjirenwuchuli
联机设备	lianjishebei
联机事务处理	lianjishiwuchuli
联机调试	lianjitiaoshi|lianjidiaoshi
联机系统	lianjixitong
联机诊断	lianjizhenduan
联机作业控制	lianjizuoyekongzhi
廉价磁盘	lianjiacipan
联结	lianjie
连接	lianjie
链接	lianjie
连接编辑程序	lianjiebianjichengxu
链接表	lianjiebiao
连接埠	lianjiebu
连接词合取	lianjiecihequ
连接单元接口	lianjiedanyuanjiekou
链接点击器	lianjiedianjiqi
连接端点	lianjieduandian
连接方式传输	lianjiefangshichuanshu
连接机制	lianjiejizhi
连接建立	lianjiejianli
连接接纳控制	lianjiejienakongzhi
连接器	lianjieqi
连接释放	lianjieshifang
连接时间	lianjieshijian
链接图层	lianjietuceng
连接学习	lianjiexuexi
连接原语	lianjieyuanyu
连接装配区	lianjiezhuangpeiqu
连接装入程序	lianjiezhuangruchengxu
链路	lianlu
链路管理	lianluguanli
链路加密	lianlujiami
链路控制规程	lianlukongzhiguicheng
链轮输纸	lianlunshuzhi
联络	lianluo
链码跟踪	lianmagenzong
联赛排序	liansaipaixu
链式调度	lianshidiaodu
链式感染	lianshiganran
链式连接	lianshilianjie
链式文件	lianshiwenjian
链式文件分配	lianshiwenjianfenpei
链式邮件	lianshiyoujian
链式栈	lianshizhan
链式作业	lianshizuoye
连调变换	liantiaobianhuan
连通度	liantongdu
连通分支	liantongfenzhi
连通网	liantongwang
连通性	liantongxing
连通域	liantongyu
连网	lianwang
联系	lianxi
连线表	lianxianbiao
联想词组	lianxiangcizu
联想存储器	lianxiangcunchuqi
联想慧盾	lianxianghuidun
联想记忆	lianxiangjiyi
联想输入	lianxiangshuru
联想网络	lianxiangwangluo
连续	lianxu
连续赋值	lianxufuzhi
连续控制	lianxukongzhi
连续控制系统	lianxukongzhixitong
连续模拟语言	lianxumoniyuyan
连续算子	lianxusuanzi
连续文本	lianxuwenben
连续性检验	lianxuxingjianyan
连续语言	lianxuyuyan
连续语音识别	lianxuyuyinshibie
连用语同现	lianyongyutongxian
联众游戏	lianzhongyouxi
两倍线程	liangbeixiancheng
量词	liangci
亮度	liangdu
亮度比	liangdubi
亮而粗糙	liangercucao
良构程序	lianggouchengxu
量化	lianghua
量子计算机	liangzijisuanji
量子密码	liangzimima
列表	liebiao
列表显示	liebiaoxianshi
列地址	liedizhi
列地址选通	liedizhixuantong
列选	liexuan
列译码	lieyima
邻接表结构	linjiebiaojiegou
临界负载线	linjiefuzaixian
邻接关系	linjieguanxi
邻接矩阵	linjiejuzhen
临界控制	linjiekongzhi
临界路径	linjielujing
临界区	linjiequ
临界资源	linjieziyuan
邻近查找	linjinchazhao
邻近搜索	linjinsousuo
临时表	linshibiao
临时对换文件	linshiduihuanwenjian
临时文件	linshiwenjian
临时子程序	linshizichengxu
邻域	linyu
邻域运算	linyuyunsuan
邻站通知	linzhantongzhi
另存为	lingcunwei
零点	lingdian
灵活性	linghuoxing
零件库	lingjianku
零件图	lingjiantu
零阶保持器	lingjiebaochiqi
令牌	lingpai
令牌传递	lingpaichuandi
令牌环	lingpaihuan
令牌环网	lingpaihuanwang
令牌总线	lingpaizongxian
零配件	lingpeijian
零声母	lingshengmu
领域工程师	lingyugongchengshi
领域规约	lingyuguiyue
领域建模	lingyujianmo
领域模型	lingyumoxing
领域无关	lingyuwuguan
领域无关规则	lingyuwuguanguize
领域相关	lingyuxiangguan
领域知识	lingyuzhishi
领域主体	lingyuzhuti
领域专家	lingyuzhuanjia
零知识	lingzhishi
流布局	liubuju
流程模型	liuchengmoxing
流程图	liuchengtu
流方式	liufangshi
流关系	liuguanxi
流过时间	liuguoshijian
流控制	liukongzhi
浏览	liulan
浏览器	liulanqi
流量	liuliang
流量管理	liuliangguanli
流量控制	liuliangkongzhi
流氓软件	liumangruanjian
流水线	liushuixian
流水线计算机	liushuixianjisuanji
流依赖	liuyilai
龙岗机房	longgangjifang
漏洞	loudong
漏脉冲	loumaichong
鲁棒辨识	lubangbianshi
鲁棒控制	lubangkongzhi
鲁棒性	lubangxing
路径	lujing
路径表达式	lujingbiaodashi
