阿姆斯里克	amusilike
破坏永久性测量标志罪	pohuaiyongjiuxingceliangbiaozhizui
破坏珍贵文物罪	pohuaizhenguiwenwuzui
破损家庭	posunjiating
普通程序	putongchengxu
普通的犯罪构成	putongdefanzuigoucheng
普通法	putongfa
普通法系	putongfaxi
普通犯罪	putongfanzui
普通股	putonggu
普通刑事案件	putongxingshianjian
普通许可	putongxuke
普通许可使用	putongxukeshiyong
漆多俊	qiduojun
期后背书	qihoubeishu
期货交易	qihuojiaoyi
期货经纪资格	qihuojingjizige
期间	qijian
期票	qipiao
期权交易	qiquanjiaoyi
期日	qiri
起诉	qisu
起诉程序	qisuchengxu
起诉决定	qisujueding
起诉书	qisushu
起诉形式	qisuxingshi
起算点	qisuandian
期限	qixian
企业产权界定	qiyechanquanjieding
企业法人	qiyefaren
企业法人名称的变更	qiyefarenmingchengdebiangeng
企业分立	qiyefenli
企业分立的债务承担	qiyefenlidezhaiwuchengdan
企业改制	qiyegaizhi
企业改制的债务承担	qiyegaizhidezhaiwuchengdan
企业改制公司投资法律关系	qiyegaizhigongsitouzifalvguanxi
企业挂靠	qiyeguakao
企业合并	qiyehebing
企业合并的债务承担	qiyehebingdezhaiwuchengdan
企业基金	qiyejijin
企业集团	qiyejituan
企业兼并	qiyejianbing
企业兼并的债务承担	qiyejianbingdezhaiwuchengdan
企业经营自主权	qiyejingyingzizhuquan
企业名称	qiyemingcheng
企业名称权	qiyemingchengquan
企业破产法	qiyepochanfa
企业清算的债务承担	qiyeqingsuandezhaiwuchengdan
企业债券	qiyezhaiquan
企业转让	qiyezhuanrang
企业字号	qiyezihao
企业租赁	qiyezulin
契约型基金	qiyuexingjijin
欺诈	qizha
欺诈例外	qizhaliwai
签订日期	qiandingriqi
牵连管辖	qianlianguanxia
前手	qianshou
签章	qianzhang
前置程序	qianzhichengxu
签字	qianzi
抢赌	qiangdu
抢夺公文证件印章罪	qiangduogongwenzhengjianyinzhangzui
抢夺枪支弹药罪	qiangduoqiangzhidanyaozui
抢夺罪	qiangduozui
强奸妇女罪	qiangjianfunvzui
抢劫罪	qiangjiezui
强迫妇女卖淫罪	qiangpofunvmaiyinzui
强迫购买	qiangpogoumai
抢亲	qiangqin
强世功	qiangshigong
强行平仓	qiangxingpingcang
强制保险	qiangzhibaoxian
强制措施	qiangzhicuoshi
强制继续履行	qiangzhijixulvxing
强制交易	qiangzhijiaoyi
强制卖船	qiangzhimaichuan
强制人身保险	qiangzhirenshenbaoxian
强制销毁	qiangzhixiaohui
强制卸货	qiangzhixiehuo
强制性规定	qiangzhixingguiding
强制性期限	qiangzhixingqixian
强制许可	qiangzhixuke
乔新生	qiaoxinsheng
敲诈勒索罪	qiaozhalesuozui
侵犯财产所有权	qinfancaichansuoyouquan
侵犯财产罪	qinfancaichanzui
侵犯公民民主权利	qinfangongminminzhuquanli
侵犯公民人身权利民主权利罪	qinfangongminrenshenquanliminzhuquanlizui
侵犯公民通讯自由罪	qinfangongmintongxunziyouzui
侵犯商标权	qinfanshangbiaoquan
侵犯商业秘密行为	qinfanshangyemimixingwei
侵犯少数民族风俗习惯罪	qinfanshaoshuminzufengsuxiguanzui
侵犯住宅权	qinfanzhuzhaiquan
侵犯自主经营权	qinfanzizhujingyingquan
亲告罪	qingaozui
侵害采矿权	qinhaicaikuangquan
侵害犯	qinhaifan
侵害房屋所有权	qinhaifangwusuoyouquan
侵害故意	qinhaiguyi
侵害名誉权	qinhaimingyuquan
侵害墓穴使用权	qinhaimuxueshiyongquan
侵害肖像权	qinhaixiaoxiangquan
侵害姓名权	qinhaixingmingquan
秦晖	qinhui
侵权	qinquan
侵权产品	qinquanchanpin
侵权间接损失	qinquanjianjiesunshi
侵权损害赔偿	qinquansunhaipeichang
侵权行为	qinquanxingwei
侵权直接损失	qinquanzhijiesunshi
亲生子鉴定	qinshengzijianding
亲手犯	qinshoufan
侵占财产	qinzhancaichan
亲子鉴定	qinzijianding
清偿	qingchang
清偿标的	qingchangbiaodi
清偿当事人	qingchangdangshiren
清偿抵充	qingchangdichong
清偿费用	qingchangfeiyong
清偿顺序	qingchangshunxu
情节加重犯	qingjiejiazhongfan
清洁提单	qingjietidan
清末预备立宪	qingmoyubeilixian
请求	qingqiu
请求权	qingqiuquan
请求权竞合	qingqiuquanjinghe
请求权竟合	qingqiuquanjinghe
情势变更	qingshibiangeng
清算	qingsuan
清算人	qingsuanren
轻微刑事案件	qingweixingshianjian
倾向犯	qingxiangfan
倾销	qingxiao
轻罪	qingzui
求偿权	qiuchangquan
邱永红	qiuyonghong
取保候审	qubaohoushen
取保候审决定书	qubaohoushenjuedingshu
取得时效	qudeshixiao
取得说	qudeshuo
取回权	quhuiquan
区际法律	qujifalv
区际司法冲突	qujisifachongtu
区际司法协助	qujisifaxiezhu
瞿同祖	qutongzu
取消	quxiao
驱逐出境	quzhuchujing
全部保险	quanbubaoxian
全部不能	quanbubuneng
全部露出说	quanbulouchushuo
全额赔偿	quanepeichang
全国各级检察机关	quanguogejijianchajiguan
全国人大常委会	quanguorendachangweihui
全国人大常委会法制工作委员	quanguorendachangweihuifazhigongzuoweiyuan
全国人民代表大会常务委员	quanguorenmindaibiaodahuichangwuweiyuan
全国人民代表大会组织法	quanguorenmindaibiaodahuizuzhifa
权利	quanli
权利冲突	quanlichongtu
权利范围	quanlifanwei
权力机关	quanlijiguan
权利竞合	quanlijinghe
权利能力	quanlinengli
权利瑕疵担保	quanlixiacidanbao
权利要求	quanliyaoqiu
权利要求书	quanliyaoqiushu
权利义务	quanliyiwu
权利质权	quanlizhiquan
权利质押	quanlizhiya
全面履行	quanmianlvxing
全民所有制企业财产经营权	quanminsuoyouzhiqiyecaichanjingyingquan
全权代理	quanquandaili
权限范围	quanxianfanwei
权益转让书	quanyizhuanrangshu
确定期限	quedingqixian
确定资本制	quedingzibenzhi
确权	quequan
确认书	querenshu
缺席判决	quexipanjue
缺陷产品	quexianchanpin
缺效未遂	quexiaoweisui
让路船	rangluchuan
让予担保	rangyudanbao
绕航	raohang
扰乱社会秩序罪	raoluanshehuizhixuzui
认定	rending
认定法律事实	rendingfalvshishi
认定有效	rendingyouxiao
人犯	renfan
人格权	rengequan
人工受精	rengongshoujing
认股	rengu
人合公司	renhegongsi
人民法院	renminfayuan
人民法院审判案件	renminfayuanshenpananjian
人民检察院	renminjianchayuan
人权	renquan
人权宣言	renquanxuanyan
人身保险	renshenbaoxian
人身保险合同的保险金	renshenbaoxianhetongdebaoxianjin
人身罚	renshenfa
人身关系	renshenguanxi
人身检查	renshenjiancha
人身权	renshenquan
人身权利	renshenquanli
人身伤害	renshenshanghai
人身搜查	renshensoucha
人身损害	renshensunhai
人身损害赔偿	renshensunhaipeichang
人事聘用合同	renshipinyonghetong
人寿保险	renshoubaoxian
人物形象	renwuxingxiang
任意的共犯	renyidegongfan
任意性规定	renyixingguiding
任意之债	renyizhizhai
认证	renzheng
认证标志	renzhengbiaozhi
人治	renzhi
容留妇女卖淫罪	rongliufunvmaiyinzui
融通物	rongtongwu
荣誉权	rongyuquan
融资	rongzi
融资租赁	rongzizulin
融资租赁合同	rongzizulinhetong
融资租赁物选择权	rongzizulinwuxuanzequan
入伙	ruhuo
儒家思想	rujiasixiang
如实告知	rushigaozhi
入市交易	rushijiaoyi
入赘	ruzhui
软件	ruanjian
软件开发人员的权利	ruanjiankaifarenyuandequanli
软件著作权	ruanjianzhuzuoquan
若干问题的解释	ruoganwentidejieshi
萨维尼	saweini
三代以内旁系血亲	sandaiyineipangxixueqin
三代以内直系血亲	sandaiyineizhixixueqin
三方责任事故	sanfangzerenshigu
三国法	sanguofa
散伙	sanhuo
三来一补	sanlaiyibu
三联书店	sanlianshudian
三权分立	sanquanfenli
三同时原则	santongshiyuanze
杀人罪	sharenzui
杀婴	shaying
山东大学	shandongdaxue
山东大学法学院	shandongdaxuefaxueyuan
善良风俗	shanliangfengsu
赡养	shanyang
善意	shanyi
善意持票人	shanyichipiaoren
善意第三人	shanyidisanren
善意取得	shanyiqude
善意使用	shanyishiyong
善意占有	shanyizhanyou
商标包装与装潢	shangbiaobaozhuangyuzhuanghuang
商标不当注册	shangbiaobudangzhuce
商标法	shangbiaofa
商标评审委员会的终局决定	shangbiaopingshenweiyuanhuidezhongjujueding
商标抢注	shangbiaoqiangzhu
商标侵权	shangbiaoqinquan
商标权	shangbiaoquan
商标许可使用	shangbiaoxukeshiyong
商标专用权	shangbiaozhuanyongquan
商标专用权转让	shangbiaozhuanyongquanzhuanrang
商法	shangfa
商法典	shangfadian
商法法人	shangfafaren
伤害罪	shanghaizui
商号权	shanghaoquan
商品包装和装潢	shangpinbaozhuanghezhuanghuang
商品包装装潢	shangpinbaozhuangzhuanghuang
商品的通用名称	shangpindetongyongmingcheng
商品房购销合同	shangpinfanggouxiaohetong
商品房买卖法律关系	shangpinfangmaimaifalvguanxi
商品房协议书	shangpinfangxieyishu
商品房预售	shangpinfangyushou
商品房预售合同	shangpinfangyushouhetong
商品分类	shangpinfenlei
商品化权	shangpinhuaquan
商品检验	shangpinjianyan
商品经济	shangpinjingji
商品质量	shangpinzhiliang
商品知名度	shangpinzhimingdu
上市公司	shangshigongsi
商事关系	shangshiguanxi
商事合伙	shangshihehuo
上诉	shangsu
上诉案件	shangsuanjian
上诉改判	shangsugaipan
尚未处查封状态	shangweichuchafengzhuangtai
尚未开始的侵害	shangweikaishideqinhai
商务印书馆	shangwuyinshuguan
商业贿赂	shangyehuilu
商业贿赂行为	shangyehuiluxingwei
商业秘密	shangyemimi
商业信誉	shangyexinyu
商业银行	shangyeyinhang
商业银行法	shangyeyinhangfa
商誉	shangyu
上载下载	shangzaixiazai
少数民族婚姻彩礼问题	shaoshuminzuhunyincailiwenti
社会保险	shehuibaoxian
社会法	shehuifa
社会法学	shehuifaxue
社会法学派	shehuifaxuepai
社会公德	shehuigongde
社会公知技术	shehuigongzhijishu
社会关系	shehuiguanxi
社会规范	shehuiguifan
社会体系	shehuitixi
社会危害性	shehuiweihaixing
社会秩序	shehuizhixu
社会主义	shehuizhuyi
社会主义法治国家	shehuizhuyifazhiguojia
社会组织	shehuizuzhi
赊买	shemai
涉台人身关系	shetairenshenguanxi
社团法人	shetuanfaren
涉外重婚	shewaichonghun
涉外动产所有权	shewaidongchansuoyouquan
涉外管辖	shewaiguanxia
涉外婚姻	shewaihunyin
涉外民商事案件	shewaiminshangshianjian
涉外商品房预售法律关系	shewaishangpinfangyushoufalvguanxi
涉外刑事案件	shewaixingshianjian
赊销	shexiao
射倖合同	shexinghetong
摄影合同	sheyinghetong
摄制	shezhi
申报债权	shenbaozhaiquan
审查	shencha
审查批捕	shenchapibu
审查起诉	shenchaqisu
审单	shendan
身份法律行为	shenfenfalvxingwei
身份犯	shenfenfan
身份权	shenfenquan
神汉巫婆	shenhanwupo
审核义务	shenheyiwu
审回式诉讼	shenhuishisusong
审计	shenji
审计法	shenjifa
审级管辖	shenjiguanxia
沈岿	shenkui
审理	shenli
审理一个法律关系	shenliyigefalvguanxi
沈木珠	shenmuzhu
审判	shenpan
审判法庭	shenpanfating
审判公开	shenpangongkai
审判管辖	shenpanguanxia
审判监督程序	shenpanjianduchengxu
审判权	shenpanquan
审判委员会	shenpanweiyuanhui
审判员	shenpanyuan
审判长	shenpanzhang
审判制度	shenpanzhidu
审判职能	shenpanzhineng
申请	shenqing
申请复议	shenqingfuyi
申请回避	shenqinghuibi
申请回避权	shenqinghuibiquan
申请人	shenqingren
申请在先原则	shenqingzaixianyuanze
申诉	shensu
申诉权	shensuquan
申诉状	shensuzhuang
审限	shenxian
神学法学	shenxuefaxue
审议	shenyi
沈宗灵	shenzongling
生产标记	shengchanbiaoji
生产销售伪劣商品罪	shengchanxiaoshouweilieshangpinzui
生产秩序	shengchanzhixu
生产资料	shengchanziliao
生存权	shengcunquan
盛洪	shenghong
声明	shengming
生命机能损害说	shengmingjinengsunhaishuo
生命健康权	shengmingjiankangquan
生命开始时期	shengmingkaishishiqi
生命权	shengmingquan
生命终止时期	shengmingzhongzhishiqi
生前行为	shengqianxingwei
省人大	shengrenda
胜诉	shengsu
省委	shengwei
生效	shengxiao
生效时间	shengxiaoshijian
生效要件	shengxiaoyaojian
声誉	shengyu
省政府	shengzhengfu
市场经济	shichangjingji
拾得物	shidewu
十二表法	shierbiaofa
释放	shifang
适格	shige
适格主体	shigezhuti
事故责任比例的确定	shiguzerenbilidequeding
实害犯	shihaifan
实害故意	shihaiguyi
适航性	shihangxing
适航证书	shihangzhengshu
事后不能	shihoubuneng
事后防卫	shihoufangwei
事后故意	shihouguyi
事后审计	shihoushenji
事后受贿	shihoushouhui
失火罪	shihuozui
实际承运人	shijichengyunren
史际春	shijichun
实际存在的不法侵害	shijicunzaidebufaqinhai
实际履行	shijilvxing
实际赔偿	shijipeichang
实际赔付	shijipeifu
实际全损	shijiquansun
实际损失	shijisunshi
事件	shijian
实践法律行为	shijianfalvxingwei
实践合同	shijianhetong
实践理性	shijianlixing
时间效力	shijianxiaoli
实践性行为	shijianxingxingwei
世界古代史	shijiegudaishi
世界近代史	shijiejindaishi
世界贸易组织	shijiemaoyizuzhi
世界现代史	shijiexiandaishi
失密	shimi
始期	shiqi
事前防卫	shiqianfangwei
事前故意	shiqianguyi
事前审计	shiqianshenji
事前受贿	shiqianshouhui
事前无通谋的共犯	shiqianwutongmoudegongfan
事前有通谋的共犯	shiqianyoutongmoudegongfan
适任证书	shirenzhengshu
史尚宽	shishangkuan
事实不能犯	shishibunengfan
事实不清	shishibuqing
事实错误	shishicuowu
事实抚养关系	shishifuyangguanxi
事实合同	shishihetong
事实婚姻	shishihunyin
事实判断	shishipanduan
实施强制	shishiqiangzhi
实事求是	shishiqiushi
事实上的雇佣关系	shishishangdeguyongguanxi
实施条例	shishitiaoli
实施细则	shishixize
事实新闻	shishixinwen
事实行为	shishixingwei
事实作品	shishizuopin
施塔姆勒	shitamule
实体法	shitifa
事物管辖	shiwuguanxia
实物交割	shiwujiaoge
实物履行	shiwulvxing
事务性工作	shiwuxinggongzuo
时效	shixiao
失效条件	shixiaotiaojian
时效中断	shixiaozhongduan
时效中止	shixiaozhongzhi
实行犯	shixingfan
实行犯过限	shixingfanguoxian
实行改制	shixinggaizhi
施行后	shixinghou
实行行为	shixingxingwei
实行终了未遂	shixingzhongliaoweisui
实行终了中止	shixingzhongliaozhongzhi
实行中止	shixingzhongzhi
适用	shiyong
适用法律	shiyongfalv
适用该司法解释判决	shiyonggaisifajieshipanjue
使用权	shiyongquan
实用新型	shiyongxinxing
实用新型专利	shiyongxinxingzhuanli
实用新型专利权	shiyongxinxingzhuanliquan
实用性	shiyongxing
使用许可	shiyongxuke
使用在先	shiyongzaixian
实质的亲手犯	shizhideqinshoufan
实质犯	shizhifan
实质性改变	shizhixinggaibian
实质性审查	shizhixingshencha
实质性特点	shizhixingtedian
失踪	shizong
失踪人	shizongren
收案	shouan
手段不能犯	shouduanbunengfan
手段错误	shouduancuowu
守法	shoufa
首犯	shoufan
收汇风险	shouhuifengxian
收回土地使用权	shouhuitudishiyongquan
受贿罪	shouhuizui
收货人	shouhuoren
兽奸	shoujian
受教育权	shoujiaoyuquan
受款人	shoukuanren
收款委托结算	shoukuanweituojiesuan
受领	shouling
授权	shouquan
授权使用	shouquanshiyong
授权许可证	shouquanxukezheng
授权资本制	shouquanzibenzhi
受损方防止损失扩大的义务	shousunfangfangzhisunshikuodadeyiwu
受托人的义务	shoutuorendeyiwu
授信合同	shouxinhetong
受信托人	shouxintuoren
收养	shouyang
收养法	shouyangfa
收养关系	shouyangguanxi
收养人	shouyangren
首要分子	shouyaofenzi
受益	shouyi
收益	shouyi
收益权	shouyiquan
受益人	shouyiren
受益人补偿原则	shouyirenbuchangyuanze
受载期	shouzaiqi
受中华人民共和国法律保护	shouzhonghuarenmingongheguofalvbaohu
舒伯特	shubote
赎单	shudan
书法作品	shufazuopin
舒国滢	shuguoying
疏忽大意过失	shuhudayiguoshi
书记员	shujiyuan
数据库	shujuku
书面合同	shumianhetong
书面形式	shumianxingshi
署名权	shumingquan
属人法	shurenfa
书证	shuzheng
数罪并罚	shuzuibingfa
双倍赔偿	shuangbeipeichang
双边冲突规范	shuangbianchongtuguifan
双层次的选择构成	shuangcengcidexuanzegoucheng
双重征税	shuangchongzhengshui
双方代理	shuangfangdaili
双方法律行为	shuangfangfalvxingwei
双控帐户	shuangkongzhanghu
双务合同	shuangwuhetong
水产运输	shuichanyunshu
税法	shuifa
税率	shuilv
税收征收管理法	shuishouzhengshouguanlifa
谁污染谁治理原则	shuiwuranshuizhiliyuanze
水渍险	shuizixian
说明书	shuomingshu
说明义务	shuomingyiwu
斯宾诺莎	sibinnuosha
私藏枪支弹药罪	sicangqiangzhidanyaozui
四大班子	sidabanzi
司法	sifa
私法	sifa
司法部	sifabu
司法处分	sifachufen
司法独立	sifaduli
司法改革	sifagaige
司法工作人员	sifagongzuorenyuan
司法机关	sifajiguan
司法机关同群众相结合	sifajiguantongqunzhongxiangjiehe
司法解释	sifajieshi
司法拘留	sifajuliu
司法考试	sifakaoshi
司法权	sifaquan
司法审查权	sifashenchaquan
司法实务	sifashiwu
司法体制	sifatizhi
司法体制改革	sifatizhigaige
司法文书	sifawenshu
司法协助	sifaxiezhu
四方的被告	sifangdebeigao
私放罪犯罪	sifangzuifanzui
死缓	sihuan
私力救济	silijiuji
私权利	siquanli
私设分支机构	sishefenzhijigou
私诉	sisu
死亡	siwang
死亡补偿金	siwangbuchangjin
死刑	sixing
死刑缓期执行	sixinghuanqizhixing
私益信托	siyixintuo
私营企业	siyingqiye
私自接受委托	sizijieshouweituo
送达	songda
送达代收入	songdadaishouru
送达机关	songdajiguan
送达期间	songdaqijian
送达人	songdaren
送达证	songdazheng
讼棍	songgun
讼师	songshi
宋英辉	songyinghui
讼争专利	songzhengzhuanli
搜查	soucha
搜查证	souchazheng
苏格拉底	sugeladi
溯及力	sujili
苏力	suli
诉前保全	suqianbaoquan
诉前保全申请	suqianbaoquanshenqing
诉前财产保全	suqiancaichanbaoquan
速遣费	suqianfei
诉前扣船	suqiankouchuan
诉前证据保全	suqianzhengjubaoquan
诉请	suqing
诉求纠纷	suqiujiufen
诉讼	susong
诉讼标的	susongbiaodi
诉讼标的额	susongbiaodie
诉讼参与人	susongcanyuren
诉讼程序	susongchengxu
诉讼代理	susongdaili
诉讼代理人	susongdailiren
诉讼地位	susongdiwei
诉讼法	susongfa
诉讼费用	susongfeiyong
诉讼管辖	susongguanxia
诉讼基础	susongjichu
诉讼阶段	susongjieduan
诉讼客体	susongketi
诉讼能力	susongnengli
诉讼请求	susongqingqiu
诉讼权利	susongquanli
诉讼审理	susongshenli
诉讼时效	susongshixiao
诉讼文书	susongwenshu
诉讼形式	susongxingshi
诉讼行为	susongxingwei
诉讼义务	susongyiwu
诉讼终结	susongzhongjie
诉讼中止	susongzhongzhi
诉讼主体	susongzhuti
苏永钦	suyongqin
诉状	suzhuang
损害赔偿	sunhaipeichang
孙宪忠	sunxianzhong
孙笑侠	sunxiaoxia
损益分配	sunyifenpei
索贿	suohui
索赔	suopei
索赔通知书	suopeitongzhishu
