阿纳克	anake
膈良性肿瘤	geliangxingzhongliu
割裂基因	geliejiyin
革螨	geman
革螨皮炎	gemanpiyan
膈膨升折叠术	gepengshengzhedieshu
铬皮炎	gepiyan
膈破裂	gepolie
咯嗪	geqin
膈疝	geshan
膈疝修补	geshanxiubu
膈上憩室	geshangqishi
膈神经电刺激呼吸	geshenjingdiancijihuxi
膈神经麻痹	geshenjingmabi
膈神经切除术	geshenjingqiechushu
膈式呼吸运动	geshihuxiyundong
格思里试验	gesilishiyan
铬酸烧伤	gesuanshaoshang
哥特式弓描记器	geteshigongmiaojiqi
个体发生	getifasheng
个体发育	getifayu
个体化	getihua
膈下脓肿	gexianongzhong
膈下异常肺静脉连接	gexiayichangfeijingmailianjie
各向异性膜	gexiangyixingmo
个性排牙法	gexingpaiyafa
个性牙排列	gexingyapailie
个员	geyuan
隔缘肉柱	geyuanrouzhu
膈折叠术	gezhedieshu
格子细胞	gezixibao
格子形切口	gezixingqiekou
根癌农杆菌	genainongganjun
根侧牙周囊肿	genceyazhounangzhong
根出条	genchutiao
根端	genduan
根固位体	genguweiti
根冠	genguan
根管闭塞	genguanbise
根管长度测量仪	genguanchangduceliangyi
根管充填银尖	genguanchongtianyinjian
根管锉	genguancuo
根管封闭	genguanfengbi
根管口	genguankou
根管内封药	genguanneifengyao
根管内预备	genguanneiyubei
根管内种植体	genguanneizhongzhiti
根管治疗术	genguanzhiliaoshu
根管钻	genguanzuan
根际	genji
根寄生	genjisheng
根尖	genjian
根间截骨术	genjianjiegushu
根尖孔	genjiankong
跟腱挛缩	genjianluansuo
根尖囊肿	genjiannangzhong
根尖片	genjianpian
根尖下截骨术	genjianxiajiegushu
根间纤维	genjianxianwei
根尖纤维	genjianxianwei
根尖诱导形成术	genjianyoudaoxingchengshu
根尖周囊肿	genjianzhounangzhong
根尖周脓肿	genjianzhounongzhong
根尖周肉芽肿	genjianzhourouyazhong
根尖周吸收	genjianzhouxishou
根尖周炎	genjianzhouyan
根颈	genjing
跟距骨桥	genjuguqiao
根瘤菌剂	genliujunji
根瘤土壤杆菌	genliuturangganjun
根毛霉	genmaomei
根霉蝶呤	genmeidieling
根内固位体	genneiguweiti
根蘖	gennie
根培养	genpeiyang
根皮苷配基	genpiganpeiji
根皮素	genpisu
根丝体	gensiti
根托	gentuo
根向复位瓣术	genxiangfuweibanshu
根治性颈清扫术	genzhixingjingqingsaoshu
根治性淋巴结清扫术	genzhixinglinbajieqingsaoshu
根治性膀胱切除术	genzhixingpangguangqiechushu
根治性前列腺切除术	genzhixingqianliexianqiechushu
根治性全肺切除术	genzhixingquanfeiqiechushu
根株	genzhu
更代	gengdai
梗基	gengji
庚醛糖	gengquantang
更生霉素	gengshengmeisu
梗死	gengsi
梗死形成	gengsixingcheng
庚酸	gengsuan
庚酸盐	gengsuanyan
庚糖	gengtang
庚糖醇	gengtangchun
梗阻性阑尾炎	gengzuxinglanweiyan
梗阻性脑积水	gengzuxingnaojishui
汞丙脲	gongbingniao
工兵蚁	gongbingyi
汞测压计	gongceyaji
汞毒性口炎	gongduxingkouyan
共轭作用	gongezuoyong
公共卫生口腔医学	gonggongweishengkouqiangyixue
肱骨	gonggu
肱骨内上髁	gongguneishangke
肱骨外上髁	gongguwaishangke
肱骨小头	gongguxiaotou
肱骨小头骨折	gongguxiaotouguzhe
共合成酶	gonghechengmei
汞合金匙	gonghejinchi
汞合金充填器	gonghejinchongtianqi
汞合金搅拌机	gonghejinjiaobanji
汞合金输送器	gonghejinshusongqi
汞合金悬突磨除器	gonghejinxuantumochuqi
汞合金压缩器	gonghejinyasuoqi
共合酶	gonghemei
共活化物	gonghuohuawu
攻击冲动	gongjichongdong
共济失调	gongjishitiao
攻击行为	gongjixingwei
共价键	gongjiajian
弓鲛	gongjiao
共聚作用	gongjuzuoyong
弓脉	gongmai
共鸣电火花疗法	gongmingdianhuohualiaofa
巩膜	gongmo
功能重建	gongnengchongjian
功能锻练	gongnengduanlian
功能恢复	gongnenghuifu
功能亢进	gongnengkangjin
功能位	gongnengwei
功能紊乱综合征	gongnengwenluanzonghezheng
功能性矫治器	gongnengxingjiaozhiqi
功能性颈清扫术	gongnengxingjingqingsaoshu
功能性神经外科	gongnengxingshenjingwaike
功能性异染色质	gongnengxingyiransezhi
功能训练	gongnengxunlian
功能印模	gongnengyinmo
功能障碍	gongnengzhangai
共凝集素	gongningjisu
共培养	gongpeiyang
汞皮炎	gongpiyan
共生固氮	gongshenggudan
共生生物	gongshengshengwu
共生体	gongshengti
共适应	gongshiying
弓丝成型器	gongsichengxingqi
供体	gongti
共同抗原	gongtongkangyuan
共显性	gongxianxing
弓形切口	gongxingqiekou
弓形体病	gongxingtibing
弓形腿支具	gongxingtuizhiju
弓形纹	gongxingwen
汞溴红	gongxiuhong
供血动脉夹闭术	gongxuedongmaijiabishu
供血皮瓣	gongxuepiban
供血者	gongxuezhe
工业性皮炎	gongyexingpiyan
工艺疗法	gongyiliaofa
共有决定簇	gongyoujuedingcu
共有特异性	gongyouteyixing
共有序列	gongyouxulie
共运输	gongyunshu
供者	gongzhe
供者特异性输血	gongzheteyixingshuxue
供者预处理	gongzheyuchuli
共质	gongzhi
共质体	gongzhiti
共转导	gongzhuandao
共转化	gongzhuanhua
共转染	gongzhuanran
工作疗法	gongzuoliaofa
沟槽模槽空腔	goucaomocaokongqiang
钩虫皮炎	gouchongpiyan
钩骨	gougu
沟内牙医学	gouneiyayixue
沟前	gouqian
钩藤碱	goutengjian
构象	gouxiang
构象体	gouxiangti
构效关系	gouxiaoguanxi
构型	gouxing
钩形切口	gouxingqiekou
垢着病	gouzhebing
沟状伤	gouzhuangshang
钴胺辅酶	guanfumei
钴胺素	guansu
钴胺素辅酶	guansufumei
谷氨酸	guansuan
钴胺酸	guansuan
谷氨酸半醛	guansuanbanquan
谷氨酸草酰乙酸转氨酶	guansuancaoxianyisuanzhuananmei
谷氨酸脱氢酶	guansuantuoqingmei
谷氨酸微球菌	guansuanweiqiujun
谷氨酸氧化酶	guansuanyanghuamei
谷氨酰胺	guanxianan
谷氨酰胺酶	guanxiananmei
谷氨酰半胱氨酸合成酶	guanxianbanguangansuanhechengmei
谷氨酰环化转移酶	guanxianhuanhuazhuanyimei
谷氨酰循环	guanxianxunhuan
谷氨酰转肽酶	guanxianzhuantaimei
股白肿	gubaizhong
骨板	guban
股薄肌移植术	gubojiyizhishu
骨成形瓣	guchengxingban
骨成形术	guchengxingshu
骨传导	guchuandao
鼓槌体	guchuiti
固醇	guchun
孤雌	guci
孤雌发育	gucifayu
孤雌核配	gucihepei
孤雌两核融合	guciliangheronghe
孤雌生殖细胞	gucishengzhixibao
骨脆症	gucuizheng
固氮	gudan
固氮基因	gudanjiyin
固氮菌	gudanjun
固氮酶	gudanmei
固氮生物	gudanshengwu
固氮酸	gudansuan
固氮作用	gudanzuoyong
古德帕斯丘综合征	gudepasiqiuzonghezheng
古典式电诊断法	gudianshidianzhenduanfa
固定化酶	gudinghuamei
固定化细胞	gudinghuaxibao
固定矫治器	gudingjiaozhiqi
固定连接体	gudinglianjieti
固定术	gudingshu
固定态	gudingtai
固定相	gudingxiang
固定性药疹	gudingxingyaozhen
固定修复术	gudingxiufushu
固定义齿修复学	gudingyichixiufuxue
古豆碱	gudoujian
骨发生	gufasheng
骨分离	gufenli
骨骼肌	gugeji
股骨	gugu
股骨头骨骺骨软骨病	gugutouguhouguruangubing
骨关节病	guguanjiebing
骨关节炎	guguanjieyan
谷胱甘肽	guguanggantai
谷胱甘肽合成酶	guguanggantaihechengmei
谷胱甘肽还原酶	guguanggantaihuanyuanmei
谷胱甘肽硫	guguanggantailiu
古海龟	guhaigui
骨骺过早融合	guhouguozaoronghe
骨骺滑脱	guhouhuatuo
骨化	guhua
骨化性肌炎	guhuaxingjiyan
骨化性纤维瘤	guhuaxingxianweiliu
骨化中心	guhuazhongxin
骨基质明胶	gujizhimingjiao
骨痂	gujia
骨间肌	gujianji
股节	gujie
骨结合	gujiehe
古柯间二酸	gukejianersuan
古柯邻二酸	gukelinersuan
骨科学	gukexue
股蓝肿	gulanzhong
骨类粘蛋白	guleizhandanbai
孤立肾	gulishen
孤立性毛发上皮瘤	gulixingmaofashangpiliu
孤立性肾囊肿	gulixingshennangzhong
孤立性血管角化瘤	gulixingxueguanjiaohualiu
骨连结	gulianjie
钴啉胺酸	gulinansuan
钴啉醇酸	gulinchunsuan
钴啉醇酰胺	gulinchunxianan
钴啉酸	gulinsuan
骨颅	gulu
古洛糖醛酸	guluotangquansuan
古洛糖酸	guluotangsuan
古洛糖酸内酯	guluotangsuanneizhi
固绿	gulv
骨梅毒	gumeidu
骨膜上浸润麻醉	gumoshangjinrunmazui
骨膜下浸润麻醉	gumoxiajinrunmazui
骨膜下植入桥基	gumoxiazhiruqiaoji
骨膜下种植体	gumoxiazhongzhiti
骨膜移植物	gumoyizhiwu
骨内袋	guneidai
骨内固定器种植体	guneigudingqizhongzhiti
骨内膜	guneimo
骨内叶状闭口种植体	guneiyezhuangbikouzhongzhiti
骨内叶状开口种植体	guneiyezhuangkaikouzhongzhiti
骨内种植术	guneizhongzhishu
骨内种植体	guneizhongzhiti
骨旁骨肉瘤	gupanggurouliu
鼓泡结构	gupaojiegou
鼓泡氧合柱	gupaoyanghezhu
骨盆带	gupendai
骨盆静脉	gupenjingmai
骨盆内移截骨术	gupenneiyijiegushu
骨盆直肠窝脓肿	gupenzhichangwonongzhong
钴皮炎	gupiyan
骨嵌入移植术	guqianruyizhishu
骨切除术	guqiechushu
骨肉瘤	gurouliu
骨肉瘤源生长因子	gurouliuyuanshengzhangyinzi
骨软骨病	guruangubing
骨软骨骨折	guruanguguzhe
骨软骨瘤病	guruanguliubing
骨软骨炎	guruanguyan
骨软骨营养不良	guruanguyingyangbuliang
骨软化	guruanhua
骨扫描	gusaomiao
股疝	gushan
骨闪烁测量	gushanshuoceliang
骨烧伤	gushaoshang
骨生长因子	gushengzhangyinzi
鼓室	gushi
鼓式取皮机	gushiqupiji
鼓室上隐窝	gushishangyinwo
骨嗜酸细胞肉芽肿	gushisuanxibaorouyazhong
古似鸟龙属	gusiniaolongshu
股四头肌	gusitouji
骨松质	gusongzhi
骨髓瘤	gusuiliu
骨髓瘤球蛋白	gusuiliuqiudanbai
骨髓瘤细胞	gusuiliuxibao
骨髓炎	gusuiyan
骨髓衍生细胞	gusuiyanshengxibao
固态发酵	gutaifajiao
固体二氧化碳	gutieryanghuatan
固体培养基	gutipeiyangji
骨贴附移植术	gutiefuyizhishu
孤挺花定	gutinghuading
固酮	gutong
蓇葖	gutu
骨突	gutu
蓇葖果	gutuguo
骨外成釉细胞瘤	guwaichengyouxibaoliu
骨外膜	guwaimo
骨外造釉细胞瘤	guwaizaoyouxibaoliu
固位	guwei
固位体	guweiti
固位形	guweixing
固位指	guweizhi
骨细胞	guxibao
古细菌	guxijun
骨下袋	guxiadai
骨下袋植骨术	guxiadaizhigushu
骨纤维	guxianwei
骨纤维性结构不良	guxianweixingjiegoubuliang
骨性分类	guxingfenlei
骨性联结	guxinglianjie
骨性颞下颌关节强直	guxingniexiaheguanjieqiangzhi
骨形态生成蛋白	guxingtaishengchengdanbai
孤雄发育	guxiongfayu
骨牙粘连	guyazhanlian
骨炎	guyan
骨衍生生长因子	guyanshengshengzhangyinzi
骨样骨瘤	guyangguliu
骨样牙本质	guyangyabenzhi
谷痒症	guyangzheng
古液碱	guyejian
骨移植	guyizhi
骨移植物	guyizhiwu
骨隐窝	guyinwo
骨硬化	guyinghua
骨硬化病	guyinghuabing
骨营养	guyingyang
骨营养不良	guyingyangbuliang
骨营养不良性关节病	guyingyangbuliangxingguanjiebing
固有层	guyouceng
固有分泌	guyoufenmi
固有膜	guyoumo
固有牙槽骨	guyouyacaogu
骨圆针	guyuanzhen
谷甾醇	guzaichun
谷甾醇葡糖苷	guzaichunputanggan
谷甾烷	guzaiwan
骨粘连蛋白	guzhanliandanbai
骨针	guzhen
箍趾病	guzhibing
骨质减少	guzhijianshao
骨质溶解	guzhirongjie
骨质疏松症	guzhishusongzheng
骨赘	guzhui
骨赘病	guzhuibing
瓜氨酸	guaansuan
瓜氨酸血	guaansuanxue
刮匙	guachi
刮除术	guachushu
瓜尔涅里包涵体	guaernielibaohanti
寡核苷酸	guahegansuan
寡核苷酸探针	guahegansuantanzhen
胍基	guaji
胍基乙酸	guajiyisuan
寡聚	guaju
寡聚体	guajuti
寡聚体酶	guajutimei
寡霉素	guameisu
瓜尼瑞包涵体	guaniruibaohanti
寡肽	guatai
寡糖	guatang
寡糖基神经酰胺	guatangjishenjingxianan
寡糖基转移酶	guatangjizhuanyimei
寡糖精	guatangjing
寡脱氧胸苷酸	guatuoyangxionggansuan
胍乙基磷酸丝氨酸	guayijilinsuansiansuan
胍乙酸转甲基酶	guayisuanzhuanjiajimei
刮治	guazhi
冠板	guanban
管壁效应	guanbixiaoying
灌肠剂	guanchangji
贯穿缝合	guanchuanfenghe
贯穿褥式缝合	guanchuanrushifenghe
冠狗牙花定碱	guangouyahuadingjian
鹳骨	guangu
管家基因	guanjiajiyin
关节病	guanjiebing
关节病性银屑病	guanjiebingxingyinxiebing
关节成形术	guanjiechengxingshu
关节钙化	guanjiegaihua
关节固定术	guanjiegudingshu
关节活动度	guanjiehuodongdu
关节活动度测量	guanjiehuodongduceliang
关节僵硬	guanjiejiangying
关节结节	guanjiejiejie
关节挛缩	guanjieluansuo
关节面骨折	guanjiemianguzhe
关节囊缝合术	guanjienangfengheshu
关节囊切除术	guanjienangqiechushu
关节囊切开术	guanjienangqiekaishu
关节内陷	guanjieneixian
关节盘	guanjiepan
关节强硬	guanjieqiangying
关节强直	guanjieqiangzhi
关节融合术	guanjierongheshu
关节软骨钙沉着症	guanjieruangugaichenzhuozheng
关节烧伤	guanjieshaoshang
关节松弛	guanjiesongchi
关节突	guanjietu
关节窝	guanjiewo
关节液	guanjieye
关节盂	guanjieyu
关节造影	guanjiezaoying
关节周围炎	guanjiezhouweiyan
管扩张	guankuozhang
关连氨基酸	guanliananjisuan
灌流培养系统	guanliupeiyangxitong
冠内固位	guanneiguwei
冠内固位体	guanneiguweiti
冠内空隙	guanneikongxi
冠桥学	guanqiaoxue
管水母	guanshuimu
贯通伤	guantongshang
冠外固位	guanwaiguwei
灌洗	guanxi
冠向复位瓣	guanxiangfuweiban
冠心病监护治疗病房	guanxinbingjianhuzhiliaobingfang
冠形病毒组	guanxingbingduzu
管形石膏	guanxingshigao
管形牙	guanxingya
冠檐	guanyan
管藻素	guanzaosu
冠周炎	guanzhouyan
灌注不足	guanzhubuzu
灌注充分	guanzhuchongfen
灌注肺	guanzhufei
灌注后综合征	guanzhuhouzonghezheng
灌注损伤	guanzhusunshang
灌注压	guanzhuya
灌注液	guanzhuye
冠状病毒	guanzhuangbingdu
冠状动脉	guanzhuangdongmai
冠状动脉侧枝血流	guanzhuangdongmaicezhixueliu
冠状动脉盗血综合征	guanzhuangdongmaidaoxuezonghezheng
冠状动脉灌注	guanzhuangdongmaiguanzhu
管状动脉瘤	guanzhuangdongmailiu
冠状动脉流入血流	guanzhuangdongmailiuruxueliu
冠状动脉旁路移植术	guanzhuangdongmaipangluyizhishu
冠状动脉血栓形成	guanzhuangdongmaixueshuanxingcheng
冠状动脉血吸引装置	guanzhuangdongmaixuexiyinzhuangzhi
冠状窦瓣	guanzhuangdouban
冠状窦逆行灌注	guanzhuangdounixingguanzhu
管状发鞘	guanzhuangfaqiao
管状个员	guanzhuanggeyuan
管状孔	guanzhuangkong
冠状切口	guanzhuangqiekou
管状腺瘤	guanzhuangxianliu
管状中柱	guanzhuangzhongzhu
胱氨酸	guangansuan
胱氨酸二亚砜	guangansuaneryafeng
胱氨酸结石	guangansuanjieshi
胱氨酸尿	guangansuanniao
胱氨酸尿症	guangansuanniaozheng
胱氨酸贮积症	guangansuanzhujizheng
胱氨酰基	guanganxianji
光斑贴试验	guangbantieshiyan
光变应性药疹	guangbianyingxingyaozhen
广布种	guangbuzhong
光催化标记	guangcuihuabiaoji
胱蛋白酶抑制剂	guangdanbaimeiyizhiji
光动力学疗法	guangdonglixueliaofa
光毒性反应	guangduxingfanying
光毒性焦油皮炎	guangduxingjiaoyoupiyan
光毒性药疹	guangduxingyaozhen
光断续器	guangduanxuqi
光萼猪屎豆碱	guangezhushidoujian
广泛性获得性黑变病	guangfanxinghuodexingheibianbing
光反应	guangfanying
光感受器	guangganshouqi
光固化复合树脂	guangguhuafuheshuzhi
光固化树脂	guangguhuashuzhi
光固化装置	guangguhuazhuangzhi
光过敏反应	guangguominfanying
光合细菌	guanghexijun
光合自养生物	guangheziyangshengwu
光呼吸	guanghuxi
光滑髓针	guanghuasuizhen
光滑微粒体	guanghuaweiliti
光化线强度计	guanghuaxianqiangduji
光化性扁平苔藓	guanghuaxingbianpingtaixian
光化性唇炎	guanghuaxingchunyan
光化性角化病	guanghuaxingjiaohuabing
光化性肉芽肿	guanghuaxingrouyazhong
光化性弹性组织变性	guanghuaxingtanxingzuzhibianxing
光化学	guanghuaxue
光化学反应	guanghuaxuefanying
光化学疗法	guanghuaxueliaofa
光解作用	guangjiezuoyong
光聚合	guangjuhe
光觉	guangjue
光亮带	guangliangdai
光量子血液疗法	guangliangzixueyeliaofa
光疗法	guangliaofa
胱硫醚酶	guangliumimei
光密度计	guangmiduji
光密度扫描	guangmidusaomiao
光面内质网	guangmianneizhiwang
光敏感性	guangminganxing
光敏性皮炎	guangminxingpiyan
光敏作用	guangminzuoyong
光能自养生物	guangnengziyangshengwu
光偶联剂	guangoulianji
光谱带	guangpudai
光谱学	guangpuxue
光千金藤定碱	guangqianjintengdingjian
光千金藤碱	guangqianjintengjian
光千屈菜碱	guangqianqucaijian
光色敏性	guangseminxing
光神霉素	guangshenmeisu
光适应	guangshiying
光视紫质	guangshizizhi
胱硒醚	guangximi
光纤喉镜	guangxianhoujing
光显微镜	guangxianweijing
光线性扁平苔藓	guangxianxingbianpingtaixian
光线性唇炎	guangxianxingchunyan
光线性角化病	guangxianxingjiaohuabing
光线性肉芽肿	guangxianxingrouyazhong
光线性弹性组织变性	guangxianxingtanxingzuzhibianxing
光学显微镜	guangxuexianweijing
广盐性	guangyanxing
光氧化	guangyanghua
光叶花椒碱	guangyehuajiaojian
光诱导	guangyoudao
光甾醇	guangzaichun
光泽苔藓	guangzetaixian
光照阶段	guangzhaojieduan
光致还原	guangzhihuanyuan
光致解离	guangzhijieli
光致酶修复	guangzhimeixiufu
光致蜕变	guangzhituibian
光周期现象	guangzhouqixianxiang
鬼笔毒环肽	guibiduhuantai
硅沉着病	guichenzhuobing
癸二烯酸	guierxisuan
规范碱基	guifanjianji
硅肺	guifei
硅甲藻黄素	guijiazaohuangsu
硅结节	guijiejie
鬼臼毒素	guijiudusu
硅凝胶肉芽肿	guiningjiaorouyazhong
硅凝胶乳房植入术	guiningjiaorufangzhirushu
硅肉芽肿	guirouyazhong
桧酸	guisuan
癸酸盐	guisuanyan
硅酸盐粘固剂	guisuanyanzhanguji
桧萜	guitie
桧萜醇	guitiechun
硅烷化脑苷脂	guiwanhuanaoganzhi
癸烷双胺	guiwanshuangan
癸烯酸	guixisuan
癸烯酰基	guixixianji
硅橡胶印模材料	guixiangjiaoyinmucailiao
桂樱苷	guiyinggan
硅藻土商品名	guizaotushangpinming
桂竹香砜	guizhuxiangfeng
滚翻机制	gunfanjizhi
滚瓶培养	gunpingpeiyang
辊轴刀	gunzhoudao
滚轴取皮刀	gunzhouqupidao
滚子泵	gunzibeng
过饱和结晶学说	guobaohejiejingxueshuo
果胞系	guobaoxi
过补偿	guobuchang
过碘酸	guodiansuan
过渡监护治疗病房	guodujianhuzhiliaobingfang
过度生长	guodushengzhang
过渡态	guodutai
过多症	guoduozheng
腘肌	guoji
过继免疫	guojimianyi
过继耐受	guojinaishou
国际细胞研究组织	guojixibaoyanjiuzuzhi
过继转移	guojizhuanyi
果胶甲酯酶	guojiaojiazhimei
果胶酶	guojiaomei
果胶糖	guojiaotang
果胶酯酶	guojiaozhimei
果聚胜	guojusheng
果聚糖	guojutang
果聚糖蔗糖酶	guojutangzhetangmei
过硫酸氨	guoliusuanan
过路白细胞	guolubaixibao
过敏毒素	guomindusu
过敏毒素灭活因子	guomindusumiehuoyinzi
过敏反应	guominfanying
过敏素	guominsu
过敏性慢反应物质	guominxingmanfanyingwuzhi
过敏性休克	guominxingxiuke
过敏性紫癜	guominxingzidian
过敏样反应	guominyangfanying
果脐	guoqi
果实直感	guoshizhigan
果霜	guoshuang
果糖苷	guotanggan
果糖苷酶	guotangganmei
果糖激酶	guotangjimei
果糖基蔗糖	guotangjizhetang
果糖尿	guotangniao
果糖血症	guotangxuezheng
过调制	guotiaozhi
过氧对孟烯	guoyangduimengxi
过氧化	guoyanghua
过氧化氢	guoyanghuaqing
过氧化氢酶	guoyanghuaqingmei
过氧化氢酶叠氮物	guoyanghuaqingmeidiedanwu
过氧化氢酶缺乏症	guoyanghuaqingmeiquefazheng
过氧化物	guoyanghuawu
过氧化物酶	guoyanghuawumei
过氧化物酶体	guoyanghuawumeiti
过氧化物酶体病	guoyanghuawumeitibing
过乙酸	guoyisuan
果蝇	guoying
哈伯德浴池	habodeyuchi
哈弗斯系统	hafusixitong
哈莱利保持器	halailibaochiqi
哈勒曼	haleman
哈里森热交换器	halisenrejiaohuanqi
蛤蟆蕈氨酸	hamaxunansuan
哈瑙咬合关系组合图	hanaoyaoheguanxizuhetu
哈钦森牙	haqinsenya
哈氏棒手术	hashibangshoushu
哈特纳普病	hatenapubing
哈杨二氏酯	hayangershizhi
海百合	haibaihe
海豹肢畸形	haibaozhijixing
海贝皮炎	haibeipiyan
海滨疗法	haibinliaofa
海产养殖场	haichanyangzhichang
海葱苷	haiconggan
海葱苷配基	haicongganpeiji
海带氨酸	haidaiansuan
海带多糖酶	haidaiduotangmei
海带二糖	haidaiertang
海德堡人	haidebaoren
海底动物	haididongwu
海豆芽	haidouya
氦镉激光疗法	haigejiguangliaofa
海葵素	haikuisu
海马槽	haimacao
海马角	haimajiao
海曼尔	haimaner
海杧果毒素	haimangguodusu
海绵采集者皮炎	haimiancaijizhepiyan
海绵刺伤	haimiancishang
海绵动物	haimiandongwu
海绵动物门	haimiandongwumen
海绵窦脑膜瘤	haimiandounaomoliu
海绵骨针	haimianguzhen
海绵核苷	haimianhegan
海绵肾	haimianshen
海绵丝	haimiansi
海绵丝细胞	haimiansixibao
海绵状淋巴管瘤	haimianzhuanglinbaguanliu
海绵状血管淋巴管瘤	haimianzhuangxueguanlinbaguanliu
海绵状血管瘤	haimianzhuangxueguanliu
海姆利希手法	haimulixishoufa
海母帕	haimupa
海纳数	hainashu
氦氖激光疗法	hainaijiguangliaofa
海鞘	haiqiao
海蛇毒素	haishedusu
海参毒素	haishendusu
海生植物	haishengzhiwu
海氏因子	haishiyinzi
海水浴皮疹	haishuiyupizhen
海松二烯	haisongerxi
海兔毒素	haitudusu
海螅皮炎	haixipiyan
海牙剔定碱	haiyatidingjian
海洋生态系统	haiyangshengtaixitong
海洋生态学	haiyangshengtaixue
海洋生物学	haiyangshengwuxue
海罂粟碱	haiyingsujian
海藻皮炎	haizaopiyan
海藻糖	haizaotang
海藻糖胺	haizaotangan
海藻糖苷	haizaotanggan
海藻糖酶	haizaotangmei
海藻糖糖脂	haizaotangtangzhi
海蜇皮炎	haizhepiyan
海中生物	haizhongshengwu
汗病	hanbing
含氮量	handanliang
汉防己碱	hanfangjijian
汉防已碱	hanfangyijian
含氟磨光糊剂	hanfumoguanghuji
