爱之蔓	aizhiman
大果卫矛	daguoweimao
大果榆	daguoyu
大和沼虾	dahezhaoxia
大红鳍鲤	dahongqili
大花糙苏	dahuacaosu
大画眉草	dahuameicao
大花溲疏	dahuasoushu
大花网鼠	dahuawangshu
大黄柳	dahuangliu
大火草	dahuocao
大蓟	daji
大戟	daji
大金鸡菊	dajinjiju
大狼把草	dalangbacao
大理菊	daliju
大青	daqing
大山黧豆	dashanlidou
大山樱	dashanying
大树菠萝	dashuboluo
大丝葵	dasikui
大头胡子	datouhuzi
大尾摇	daweiyao
大吴风草	dawufengcao
大血藤	daxueteng
大眼贝	dayanbei
大叶蒟	dayeju
大叶藜	dayeli
大叶龙胆	dayelongdan
大叶朴	dayepu
大叶青铁	dayeqingtie
大叶仙茅	dayexianmao
大叶相思	dayexiangsi
大叶油草	dayeyoucao
大叶藻	dayezao
大叶紫薇	dayeziwei
大叶棕竹	dayezongzhu
大芋头	dayutou
大箦藻	dazezao
大籽蒿	dazihao
戴维鼠	daiweishu
担孢子梗	danbaozigeng
弹刀子菜	dandaozicai
丹桂	dangui
单花鸢尾	danhuayuanwei
丹参	danshen
单位膜	danweimo
单性结实	danxingjieshi
单叶蔓荆	danyemanjing
担子果	danziguo
当归	danggui
当归藤	dangguiteng
党参	dangshen
稻槎菜	daochacai
导电度计	daodianduji
导电度仪	daodianduyi
倒吊九间	daodiaojiujian
倒根蓼	daogenliao
倒提壶	daotihu
德国鸢尾	deguoyuanwei
登发鱼市	dengfayushi
灯笼草	denglongcao
邓斯亮	dengsiliang
地胆草	didancao
地耳草	diercao
地蜂子	difengzi
地肤	difu
帝冠	diguan
地黄	dihuang
地锦	dijin
滴流过滤	diliuguolv
底滤板	dilvban
地梢瓜	dishaogua
棣棠	ditang
棣棠花	ditanghua
地桃花	ditaohua
帝王灯	diwangdeng
帝王花豹	diwanghuabao
帝王迷宫	diwangmigong
帝王鼠	diwangshu
帝王熊猫	diwangxiongmao
地杨梅	diyangmei
地榆	diyu
点地梅	diandimei
电聚焦	dianjujiao
电离图	dianlitu
滇羌活	dianqianghuo
颠茄	dianqie
电子染色	dianziranse
吊灯花	diaodenghua
鲷缸	diaogang
鲷罐	diaoguan
鲷龙阁	diaolongge
吊爪木	diaozhaomu
吊钟花	diaozhonghua
钓钟柳	diaozhongliu
锭肥	dingfei
丁香蓼	dingxiangliao
顶芽萎缩	dingyaweisuo
冬孢子堆	dongbaozidui
东北蛔蒿	dongbeihuihao
东北堇菜	dongbeijincai
东北连翘	dongbeilianqiao
东北龙胆	dongbeilongdan
东北鼠李	dongbeishuli
东北溲疏	dongbeisoushu
东北杏	dongbeixing
东北玉簪	dongbeiyuzan
东当归	dongdanggui
东方蓼	dongfangliao
东风草	dongfengcao
冬珊瑚	dongshanhu
东兴鱼市	dongxingyushi
东兴早市	dongxingzaoshi
动质	dongzhi
东紫堇	dongzijin
冻子椰子	dongziyezi
豆瓣绿	doubanlv
豆科植物	doukezhiwu
毒虫畏	duchongwei
杜衡	duheng
杜虹花	duhonghua
独活	duhuo
杜茎山	dujingshan
杜鹃	dujuan
杜鹃花	dujuanhua
杜鹃兰	dujuanlan
独丽花	dulihua
独蒜兰	dusuanlan
短柄五加	duanbingwujia
椴叶独活	duanyeduhuo
短叶黄杉	duanyehuangshan
堆心菊	duixinju
对叶百部	duiyebaibu
对叶草	duiyecao
盾果草	dunguocao
盾叶莓	dunyemei
钝叶蔷薇	dunyeqiangwei
多苞藁本	duobaogaoben
多核糖体	duohetangti
多核体	duoheti
多化性	duohuaxing
夺锦	duojin
多裂独活	duolieduhuo
多顺反子	duoshunfanzi
多叶棘豆	duoyejidou
鹅不食草	ebushicao
峨参	ecan
鹅肠菜	echangcai
蛾蝶花	ediehua
峨嵋蔷薇	emeiqiangwei
鹅绒藤	erongteng
鳄鱼珍珠	eyuzhenzhu
鹅掌揪	ezhangjiu
二化性	erhuaxing
二氯靛酚	erlvdianfen
二线跳鲈	erxiantiaolu
耳叶蓼	eryeliao
法尔卡鳉	faerkajiang
法国枇杷	faguopipa
法国梧桐	faguowutong
法兰坦克	falantanke
翻白草	fanbaicao
翻白叶	fanbaiye
反光组织	fanguangzuzhi
番红	fanhong
返魂草	fanhuncao
繁缕	fanlv
反密码子	fanmimazi
梵天花	fantianhua
反向转录	fanxiangzhuanlu
繁殖体	fanzhiti
防风	fangfeng
仿黑钻	fangheizuan
防己	fangji
费城飞蓬	feichengfeipeng
翡翠老虎	feicuilaohu
飞凤鼠	feifengshu
飞龙掌血	feilongzhangxue
肥肉草	feiroucao
非洲菊	feizhouju
粉柏	fenbai
粉萆薢	fenbixie
粉红黑钻	fenhongheizuan
粉红虎耳	fenhonghuer
粉红旗	fenhongqi
粉红珍珠	fenhongzhenzhu
分级分离	fenjifenli
分类单位	fenleidanwei
分泌细胞	fenmixibao
分生组织	fenshengzuzhi
粉条儿菜	fentiaoercai
粉叶金花	fenyejinhua
粉枝柳	fenzhiliu
蜂斗菜	fengdoucai
丰花草	fenghuacao
风兰	fenglan
风铃草	fenglingcao
凤铃木	fenglingmu
风轮菜	fengluncai
风毛菊	fengmaoju
蜂网	fengwang
凤尾兰	fengweilan
凤尾松	fengweisong
凤尾竹	fengweizhu
风仙花	fengxianhua
枫香寄生	fengxiangjisheng
枫香树	fengxiangshu
风信子	fengxinzi
蜂腰榕	fengyaorong
佛桑	fosang
复变态	fubiantai
福参	fucan
覆翅	fuchi
附地菜	fudicai
副萼	fue
腹管	fuguan
弗利律鼠	fulilvshu
伏苓	fuling
伏毛苎麻	fumaozhuma
福木	fumu
浮萍	fuping
附器	fuqi
芙蓉菊	furongju
芙蓉葵	furongkui
扶桑	fusang
附生植物	fushengzhiwu
福寿草	fushoucao
腹水草	fushuicao
抚松乌头	fusongwutou
复制酶	fuzhimei
辅助病毒	fuzhubingdu
附着胞	fuzhuobao
辅阻遏物	fuzuewu
甘草黄	gancaohuang
甘菊	ganju
干梅子	ganmeizi
赶山鞭	ganshanbian
感受细胞	ganshouxibao
甘肃棘豆	gansujidou
甘肃山楂	gansushanzha
甘遂	gansui
干枝梅	ganzhimei
杠板归	gangbangui
缸架	gangjia
杠柳	gangliu
岗松	gangsong
刚竹	gangzhu
藁本	gaoben
高帆金钻	gaofanjinzuan
高梁	gaoliang
高山柏	gaoshanbai
高山龙胆	gaoshanlongdan
高山紫菀	gaoshanziwan
高雪轮	gaoxuelun
高羊茅	gaoyangmao
葛藟	gelei
葛利斯鼠	gelisishu
隔离网箱	geliwangxiang
格菱	geling
隔山香	geshanxiang
革叶茴芹	geyehuiqin
葛枣子	gezaozi
根肥	genfei
根尖	genjian
根茎	genjing
梗基	gengji
宫粉紫荆	gongfenzijing
弓果藤	gongguoteng
弓箭鼠	gongjianshu
宫锦	gongjin
贡山独活	gongshanduhuo
共质体	gongzhiti
公主鼠	gongzhushu
沟繁缕	goufanlv
构骨	gougu
狗骨柴	gouguchai
狗筋蔓	goujinman
枸橘	gouju
钩栗	gouli
狗舌草	goushecao
狗屎花	goushihua
钩藤	gouteng
狗娃花	gouwahua
狗牙根	gouyagen
狗仔鯙	gouzaichun
狗爪豆	gouzhaodou
古毕豹鼠	gubibaoshu
孤雌发育	gucifayu
古代稀	gudaixi
股节	gujie
榖精	gujing
谷精草	gujingcao
固酮	gutong
蓇葖果	gutuguo
挂金灯	guajindeng
瓜拉波	gualabo
栝楼	gualou
瓜子金	guazijin
拐芹	guaiqin
关苍术	guancangzhu
关东丁香	guandongdingxiang
冠果草	guanguocao
观赏辣椒	guanshanglajiao
管状中柱	guanzhuangzhongzhu
光滑菌落	guanghuajunluo
广金钱草	guangjinqiancao
光头稗子	guangtoubaizi
光叶石楠	guangyeshinan
鬼面老虎	guimianlaohu
圭亚那鼠	guiyanashu
闺艳	guiyan
鬼针草	guizhencao
桂竹香	guizhuxiang
过路黄	guoluhuang
果皮	guopi
国庆花	guoqinghua
过山枫	guoshanfeng
国王豹鼠	guowangbaoshu
国王灯	guowangdeng
国王虎斑	guowanghuban
国王老虎	guowanglaohu
国王迷宫	guowangmigong
国王雪球	guowangxueqiu
国王椰子	guowangyezi
海滨木槿	haibinmujin
孩儿参	haiercan
海红豆	haihongdou
还亮草	hailiangcao
海南菜豆	hainancaidou
海南红豆	hainanhongdou
海南蒌	hainanlou
海南洒金	hainansajin
海南椰子	hainanyezi
海石竹	haishizhu
海棠	haitang
海仙花	haixianhua
海芋	haiyu
海州常山	haizhouchangshan
旱稗	hanbai
蔊菜	hancai
旱垂柳	hanchuiliu
旱伞草	hansancao
含笑	hanxiao
韩信草	hanxincao
寒竹	hanzhu
杭白芷	hangbaizhi
蒿柳	haoliu
蒿子杆	haozigan
褐斑	heban
荷包花	hebaohua
合胞体	hebaoti
核蛋白体	hedanbaiti
合点受精	hedianshoujing
鹤顶兰	hedinglan
河虎	hehu
荷兰矽砂	helanxisha
合萌	hemeng
核膜孔	hemokong
核配合	hepeihe
荷青花	heqinghua
褐色土豆	hesetudou
何首乌	heshouwu
河朔荛花	heshuoraohua
核糖醇	hetangchun
鹤望兰	hewanglan
黑八卦	heibagua
黑斑猫	heibanmao
黑豹骑士	heibaoqishi
黑豹坦克	heibaotanke
黑背鼠	heibeishu
黑菠萝	heiboluo
黑带鼠	heidaishu
黑点豹	heidianbao
黑点豹鼠	heidianbaoshu
黑点坦克	heidiantanke
黑豆豹鼠	heidoubaoshu
黑豆老虎	heidoulaohu
黑帆凤凰	heifanfenghuang
黑箭鼠	heijianshu
黑间跳鲈	heijiantiaolu
黑金达摩	heijindamo
黑金砂	heijinsha
黑毛藻	heimaozao
黑墨客	heimoke
黑魔神	heimoshen
黑木蕨	heimujue
黑旗鼠	heiqishu
黑三棱	heisanleng
黑尾河虎	heiweihehu
黑线灯	heixiandeng
黑线飞狐	heixianfeihu
黑星炮弹	heixingpaodan
黑星坦克	heixingtanke
黑腰鼠	heiyaoshu
黑影鼠	heiyingshu
黑樱桃	heiyingtao
黑榆	heiyu
黑珍珠鼠	heizhenzhushu
黑钻坦克	heizuantanke
红背桂花	hongbeiguihua
红鼻虾	hongbixia
虹彩短鲷	hongcaiduandiao
红刺露蔸	hongciludou
红丁香	hongdingxiang
红帆鼠	hongfanshu
红枫	hongfeng
红凤仙花	hongfengxianhua
红根草	honggencao
红钩银板	honggouyinban
红果树	hongguoshu
红果仔	hongguozai
红海带	honghaidai
红海棠	honghaitang
红黑带鼠	hongheidaishu
红槲栎	honghuli
红花继木	honghuajimu
红花木莲	honghuamulian
红花紫荆	honghuazijing
红椒	hongjiao
红景天	hongjingtian
红菊	hongju
红铠甲	hongkaijia
红椋子	hongliangzi
红鳞鼠	honglinshu
红蚂蚁灯	hongmayideng
红毛七	hongmaoqi
红眉道人	hongmeidaoren
红目呆	hongmudai
红苹果螺	hongpingguoluo
红鳍鲤	hongqili
红千层	hongqianceng
红蜻	hongqing
红绒球	hongrongqiu
红瑞木	hongruimu
红桑	hongsang
红石榴	hongshiliu
红头剪刀	hongtoujiandao
红头鼠	hongtoushu
红尾河虎	hongweihehu
红尾平克	hongweipingke
红苋草	hongxiancao
红斜纹鼠	hongxiewenshu
红芽大戟	hongyadaji
红眼剪刀	hongyanjiandao
红叶树	hongyeshu
红翼牙鱼	hongyiyayu
红紫苏	hongzisu
红紫珠	hongzizhu
红钻坦克	hongzuantanke
厚壁组织	houbizuzhi
厚角组织	houjiaozuzhi
后景草	houjingcao
厚皮香	houpixiang
厚藤	houteng
虎斑坦克	hubantanke
湖北海棠	hubeihaitang
虎刺	huci
湖鲷	hudiao
虎耳草	huercao
糊粉粒	hufenli
湖瓜草	huguacao
胡椒	hujiao
胡椒琴尾	hujiaoqinwei
胡澜馨	hulanxin
胡麻	huma
胡麻草	humacao
弧面缸	humiangang
虎皮楠	hupinan
琥珀老虎	hupolaohu
胡桃楸	hutaoqiu
胡颓子	hutuizi
虎尾兰	huweilan
狐尾蓼	huweiliao
狐尾椰子	huweiyezi
狐尾藻	huweizao
虎纹剑尾	huwenjianwei
呼吸根	huxigen
虎杖	huzhang
虎榛子	huzhenzi
花豹灯	huabaodeng
华北卫矛	huabeiweimao
华参	huacan
花菖蒲	huachangpu
花旦达摩	huadandamo
花萼	huae
花冠	huaguan
花鳉	huajiang
花鳉科	huajiangke
花椒簕	huajiaole
花椒鼠	huajiaoshu
花楷槭	huakaiqi
花蔺	hualin
花锚	huamao
花毛茛	huamaogen
花猫老虎	huamaolaohu
花面老虎	huamianlaohu
花木通	huamutong
华南胡椒	huananhujiao
华南龙胆	huananlongdan
花南星	huananxing
花旗松	huaqisong
花荵	huaren
华山矾	huashanfan
花尾鼠	huaweishu
华细辛	huaxixin
花序轴	huaxuzhou
花烟草	huayancao
花叶丁香	huayedingxiang
花叶良姜	huayeliangjiang
花叶女贞	huayenvzhen
花叶荨麻	huayeqianma
花叶榕	huayerong
花叶芋	huayeyu
花叶竹芋	huayezhuyu
华泽兰	huazelan
华中木兰	huazhongmulan
花柱	huazhu
华紫珠	huazizhu
怀牛膝	huainiuxi
坏死斑	huaisiban
换锦花	huanjinhua
环丝	huansi
环纹老虎	huanwenlaohu
环纹鼠	huanwenshu
还阳参	huanyangcan
环氧乙烯	huanyangyixi
黄鹌菜	huangancai
黄斑达摩	huangbandamo
黄斑猫	huangbanmao
黄背草	huangbeicao
黄彩老虎	huangcailaohu
黄菖蒲	huangchangpu
黄翅花鼠	huangchihuashu
黄刺玫	huangcimei
黄独	huangdu
黄杜鹃	huangdujuan
皇冠豹鼠	huangguanbaoshu
皇冠草	huangguancao
皇冠达摩	huangguandamo
皇冠九间	huangguanjiujian
皇冠琵笆	huangguanpiba
皇冠琵琶	huangguanpipa
皇冠棋盘	huangguanqipan
皇冠珍珠	huangguanzhenzhu
皇后虎斑	huanghouhuban
皇后迷宫	huanghoumigong
皇后雪球	huanghouxueqiu
黄桦	huanghua
黄花草	huanghuacao
黄花堇菜	huanghuajincai
黄花狸藻	huanghualizao
黄花稔	huanghuaren
黄花忍冬	huanghuarendong
黄花鼠	huanghuashu
黄花松	huanghuasong
黄槐	huanghuai
黄椒	huangjiao
黄堇	huangjin
黄槿	huangjin
黄金斑马	huangjinbanma
黄金达摩	huangjindamo
黄金龟	huangjingui
黄金河虎	huangjinhehu
黄金鳉	huangjinjiang
黄金米粒	huangjinmili
黄金榕	huangjinrong
黄金熊猫	huangjinxiongmao
黄金雪球	huangjinxueqiu
黄金叶	huangjinye
黄连花	huanglianhua
黄龙尾	huanglongwei
黄绿苹果	huanglvpingguo
黄茅	huangmao
黄毛掌	huangmaozhang
黄芪	huangqi
黄瑞木	huangruimu
幌伞枫	huangsanfeng
黄山木兰	huangshanmulan
黄寿丹	huangshoudan
黄蜀葵	huangshukui
黄水枝	huangshuizhi
黄素酶	huangsumei
黄筒花	huangtonghua
黄菀	huangwan
黄芜花	huangwuhua
黄虾花	huangxiahua
黄杨科	huangyangke
黄药子	huangyaozi
黄枝油杉	huangzhiyoushan
黄钟花	huangzhonghua
黄紫堇	huangzijin
黄钻坦克	huangzuantanke
回复突变	huifutubian
灰甲鼠	huijiashu
蕙兰	huilan
灰蓝天使	huilantianshi
灰皿	huimin
灰栒子	huixunzi
灰珍珠鼠	huizhenzhushu
火炬花	huojuhua
火炬树	huojushu
火麻	huoma
霍曼皇冠	huomanhuangguan
火绒草	huorongcao
火炭母草	huotanmucao
活体染色	huotiranse
火兔灯	huotudeng
藿香	huoxiang
活血丹	huoxuedan
火焰草	huoyancao
火焰木	huoyanmu
火殃勒	huoyangle
鸡蛋果	jidanguo
鸡蛋花	jidanhua
鸡儿肠	jierchang
吉非拉	jifeila
鸡冠刺桐	jiguancitong
及己	jiji
芨芨草	jijicao
蒺藜	jili
吉林乌头	jilinwutou
鸡麻	jima
继木	jimu
荠苨	jini
计泡器	jipaoqi
鸡屎藤	jishiteng
吉斯拉力	jisilali
鸡尾木	jiweimu
吉祥草	jixiangcao
机械组织	jixiezuzhi
积雪草	jixuecao
鸡血藤	jixueteng
鸡眼草	jiyancao
基因簇	jiyincu
蓟罂粟	jiyingsu
鸡爪槭	jizhuaqi
假贝母	jiabeimu
假槟榔	jiabinglang
家独行菜	jiaduxingcai
假隔膜	jiagemo
嫁接	jiajie
假蒟	jiaju
加拉辛科	jialaxinke
假连翘	jialianqiao
荚蒾	jiami
假年轮	jianianlun
假频婆	jiapinpo
嘉庆子	jiaqingzi
甲醛水	jiaquanshui
假酸浆	jiasuanjiang
假叶树	jiayeshu
家榆	jiayu
剪刀草	jiandaocao
剪刀股	jiandaogu
碱黄鹌菜	jianhuangancai
碱基组成	jianjizucheng
坚荚树	jianjiashu
渐尖毛蕨	jianjianmaojue
建兰	jianlan
碱蓬	jianpeng
溅水鱼	jianshuiyu
剪夏罗	jianxialuo
间歇灭菌	jianxiemiejun
碱性砂	jianxingsha
见血清	jianxueqing
尖叶杜英	jianyeduying
剑叶耳草	jianyeercao
尖嘴鼠	jianzuishu
浆果	jiangguo
姜花	jianghua
将军珍珠	jiangjunzhenzhu
鳉科	jiangke
江南杜鹃	jiangnandujuan
江南卷柏	jiangnanjuanbai
江南桤木	jiangnanqimu
江南竹	jiangnanzhu
姜棕	jiangzong
椒草	jiaocao
交叉免疫	jiaochamianyi
胶东卫矛	jiaodongweimao
绞股蓝	jiaogulan
角蒿	jiaohao
角茴香	jiaohuixiang
交剪草	jiaojiancao
焦磷酸酶	jiaolinsuanmei
交配型	jiaopeixing
交让木	jiaorangmu
蕉芋	jiaoyu
角转头	jiaozhuantou
桔梗	jiegeng
接骨草	jiegucao
节节草	jiejiecao
解链温度	jielianwendu
解偶联剂	jieoulianji
杰瑞网鼠	jieruiwangshu
结香	jiexiang
杰以宝石	jieyibaoshi
金斑老虎	jinbanlaohu
金苞花	jinbaohua
金边金点	jinbianjindian
金边露蔸	jinbianludou
堇菜	jincai
金蟾蜍	jinchanchu
锦带花	jindaihua
金点米粒	jindianmili
金点琵琶	jindianpipa
金点鼠	jindianshu
金点天使	jindiantianshi
金点雪球	jindianxueqiu
金凤花	jinfenghua
金柑	jingan
筋骨草	jingucao
金桂	jingui
金果榄	jinguolan
金河虎	jinhehu
金花豹鼠	jinhuabaoshu
金灰鼠	jinhuishu
锦鸡儿	jinjier
金鸡脚	jinjijiao
金鸡菊	jinjiju
金甲豆	jinjiadou
金锦香	jinjinxiang
锦葵	jinkui
金老梅	jinlaomei
金铃花	jinlinghua
金缕梅	jinlvmei
金脉爵床	jinmaijuechuang
金平克	jinpingke
金钱草	jinqiancao
金钱榕	jinqianrong
金鳃达摩	jinsaidamo
金莎达摩	jinshadamo
金山葵	jinshankui
金丝梅	jinsimei
金丝桃	jinsitao
金松	jinsong
金挖耳	jinwaer
金线草	jinxiancao
金线飞狐	jinxianfeihu
金线黑灯	jinxianheideng
金线老虎	jinxianlaohu
金星蕨	jinxingjue
金星坦克	jinxingtanke
金衣蝴蝶	jinyihudie
金银忍冬	jinyinrendong
金玉兰	jinyulan
金鱼藻	jinyuzao
金枣	jinzao
金盏花	jinzhanhua
金盏银盘	jinzhanyinpan
金珍珠鼠	jinzhenzhushu
金钟连翘	jinzhonglianqiao
金爪儿	jinzhuaer
京大戟	jingdaji
荆芥	jingjie
旌节花	jingjiehua
茎类	jinglei
茎类草	jingleicao
精灵灯	jinglingdeng
荆三棱	jingsanleng
景天	jingtian
景天三七	jingtiansanqi
荆条	jingtiao
静止角	jingzhijiao
京竹	jingzhu
精子器	jingziqi
韭菜花	jiucaihua
九重葛	jiuchongge
九间跳鲈	jiujiantiaolu
九节龙	jiujielong
九里香	jiulixiang
九龙盘	jiulongpan
酒瓶椰子	jiupingyezi
巨柏	jubai
橘边珍珠	jubianzhenzhu
橘翅雪球	juchixueqiu
橘帆老虎	jufanlaohu
菊蒿	juhao
聚合草	juhecao
聚花草	juhuacao
菊苣	juju
巨无霸鼠	juwubashu
菊叶三七	juyesanqi
巨紫堇	juzijin
卷柏	juanbai
卷边柳	juanbianliu
卷耳	juaner
卷茎蓼	juanjingliao
爵床	juechuang
决明	jueming
均聚体	junjuti
菌幕	junmu
菌丝束	junsishu
菌髓	junsui
菌瘿	junying
菌褶	junzhe
筠竹	junzhu
君子花	junzihua
君子兰	junzilan
卡拜得鳉	kabaidejiang
卡莱鼠	kalaishu
开放缸	kaifanggang
开口箭	kaikoujian
凯氏带	kaishidai
抗代谢物	kangdaixiewu
康帝斯鼠	kangdisishu
抗球蛋白	kangqiudanbai
抗体效价	kangtixiaojia
柯塔斯鼠	ketasishu
克提欧灯	ketioudeng
壳微粒	keweili
孔雀龙	kongquelong
口孵鱼	koufuyu
叩叩鱼	koukouyu
苦草	kucao
苦苣苔	kujutai
苦楝	kulian
苦楝子	kulianzi
苦马豆	kumadou
苦荬菜	kumaicai
苦木	kumu
苦参	kushen
苦杏仁	kuxingren
苦蘵	kuzhi
块根糙苏	kuaigencaosu
宽带老虎	kuandailaohu
宽叶杜香	kuanyeduxiang
扩散桶	kuosantong
蜡瓣花	labanhua
腊肠树	lachangshu
蜡管	laguan
腊菊	laju
蜡菊	laju
腊梅	lamei
蜡梅	lamei
蜡梅科	lameike
辣子草	lazicao
莱服	laifu
莱姆灯	laimudeng
蓝伯豹鼠	lanbobaoshu
蓝彩鳉	lancaijiang
蓝翅斑点	lanchibandian
蓝翅蛇王	lanchishewang
蓝灯眼鳉	landengyanjiang
蓝帝提灯	landitideng
蓝肚凤凰	landufenghuang
兰花参	lanhuacan
蓝花蕉	lanhuajiao
蓝花楹	lanhuaying
兰花楹	lanhuaying
蓝花子	lanhuazi
蓝剑莎	lanjiansha
蓝老虎	lanlaohu
蓝纹骑士	lanwenqishi
蓝纹鼠	lanwenshu
兰香草	lanxiangcao
蓝袖	lanxiu
蓝雪花	lanxuehua
蓝眼贝	lanyanbei
蓝眼鳉	lanyanjiang
蓝月光鳉	lanyueguangjiang
蓝猪耳	lanzhuer
蓝钻达摩	lanzuandamo
狼把草	langbacao
狼尾草	langweicao
廊茵	langyin
老鹳草	laoguancao
老鸦瓣	laoyaban
勒杜鹃	ledujuan
了哥王	legewang
蕾芬	leifen
雷公藤	leigongteng
雷诺鼠	leinuoshu
雷竹	leizhu
肋柱花	leizhuhua
冷蕨	lengjue
冷杉	lengshan
冷水花	lengshuihua
棱子芹	lengziqin
丽春花	lichunhua
栗寄生	lijisheng
利剑水族	lijianshuizu
丽江独活	lijiangduhuo
笠螺	liluo
篱天剑	litianjian
狸头竹	litouzhu
荔枝草	lizhicao
链黑霉素	lianheimeisu
连翘	lianqiao
连续变异	lianxubianyi
莲座蓟	lianzuoji
凉粉草	liangfencao
两栖蓼	liangqiliao
两色乌头	liangsewutou
亮叶冬青	liangyedongqing
辽东丁香	liaodongdingxiang
辽藁本	liaogaoben
蓼蓝	liaolan
蓼子草	liaozicao
裂果	lieguo
裂叶榆	lieyeyu
裂殖生殖	liezhishengzhi
鳞茎	linjing
林开凤凰	linkaifenghuang
林问荆	linwenjing
鳞叶	linye
磷酯酶	linzhimei
零点突变	lingdiantubian
菱科	lingke
柃木	lingmu
凌霄花	lingxiaohua
流产转导	liuchanzhuandao
六出花	liuchuhua
柳穿鱼	liuchuanyu
柳兰	liulan
留兰香	liulanxiang
榴梿	liulian
柳树	liushu
柳叶白前	liuyebaiqian
柳叶菜	liuyecai
柳叶牛膝	liuyeniuxi
柳叶桃	liuyetao
瘤状	liuzhuang
龙柏	longbai
龙常草	longchangcao
龙胆	longdan
龙蒿	longhao
龙面花	longmianhua
龙舌草	longshecao
龙纹剑尾	longwenjianwei
龙须菜	longxucai
龙须藤	longxuteng
龙芽草	longyacao
龙牙草	longyacao
龙爪柳	longzhualiu
龙钻	longzuan
耧斗菜	loudoucai
楼梯草	louticao
鹿葱	lucong
卤地菊	ludiju
鹿藿	luhuo
鹿角苔	lujiaotai
鲁林吉	lulinji
路普努尼	lupununi
鹿茸草	lurongcao
露水草	lushuicao
鹿蹄草	luticao
芦苇	luwei
鹿药	luyao
卵孔	luankong
卵块发育	luankuaifayu
卵磷酯	luanlinzhi
卵叶水芹	luanyeshuiqin
卵质	luanzhi
轮锋菊	lunfengju
轮伞五加	lunsanwujia
轮生叶序	lunshengyexu
轮叶八宝	lunyebabao
轮叶沙参	lunyeshashen
罗贝利	luobeili
罗伯斯鼠	luobosishu
落地生根	luodishenggen
罗杜尼亚	luoduniya
罗浮柿	luofushi
落花生	luohuasheng
洛克尼奇	luokeniqi
萝藦科	luomoke
罗伞	luosan
罗伞树	luosanshu
落新妇	luoxinfu
洛阳花	luoyanghua
落羽松	luoyusong
葎草	lvcao
绿蟾蜍	lvchanchu
绿豆芽	lvdouya
滤可达	lvkeda
绿莲灯	lvliandeng
绿梅	lvmei
绿面具鼠	lvmianjushu
绿皮番瓜	lvpifangua
绿苹果	lvpingguo
旅人蕉	lvrenjiao
氯酸钙	lvsuangai
驴蹄草	lvticao
绿头坦克	lvtoutanke
绿温蒂	lvwendi
绿影鼠	lvyingshu
绿藻球	lvzaoqiu
马鞍鼠	maanshu
马鞭草	mabiancao
马勃	mabo
马草	macao
马兜铃	madouling
麻花老虎	mahualaohu
马克吐司	maketusi
马拉提河	malatihe
马拉威湖	malaweihu
马利筋	malijin
马蓼	maliao
马络葵	maluokui
玛瑙石榴	manaoshiliu
马蹄金	matijin
马蹄莲	matilian
马铜铃	matongling
马尾连	maweilian
蚂蚁灯	mayideng
马银花	mayinhua
蚂蚱腿子	mazhatuizi
马占相思	mazhanxiangsi
麻子灯	mazideng
马醉木	mazuimu
脉冲标记	maichongbiaoji
麦冬	maidong
麦杆菊	maiganju
脉结	maijie
麦李	maili
买麻藤	maimateng
麦瓶草	maipingcao
蔓长春花	manchangchunhua
蔓赤车	manchiche
蔓胡颓子	manhutuizi
蔓荆	manjing
满树星	manshuxing
蔓乌头	manwutou
毛八角枫	maobajiaofeng
茅菜	maocai
