阿贝聚光镜	abeijuguangjing
传动侧机架	chuandongcejijia
传动齿轮	chuandongchilun
传动齿轮箱	chuandongchilunxiang
传动带导槽	chuandongdaidaocao
传动电机	chuandongdianji
传动杆	chuandonggan
传动功率	chuandonggonglv
传动辊	chuandonggun
传动辊道	chuandonggundao
传动辊辊道	chuandonggungundao
传动活塞	chuandonghuosai
传动机构	chuandongjigou
传动机座	chuandongjizuo
传动力	chuandongli
传动力矩	chuandongliju
传动链轮	chuandonglianlun
传动螺杆	chuandongluogan
传动螺杆轴承	chuandongluoganzhoucheng
传动螺栓	chuandongluoshuan
传动皮带	chuandongpidai
传动绳	chuandongsheng
传动索	chuandongsuo
传动头	chuandongtou
传动图	chuandongtu
传动托辊	chuandongtuogun
传动箱盖	chuandongxianggai
传动轧辊	chuandongzhagun
传动轴	chuandongzhou
传动轴管	chuandongzhouguan
传动装置	chuandongzhuangzhi
传动装置润滑	chuandongzhuangzhirunhua
传感器	chuanganqi
传感器开关	chuanganqikaiguan
传感头	chuangantou
传感装置	chuanganzhuangzhi
传感组件	chuanganzujian
串罐	chuanguan
串行半加器	chuanhangbanjiaqi
串行电弧炉	chuanhangdianhulu
船货搬运装置	chuanhuobanyunzhuangzhi
串级变流器	chuanjibianliuqi
串级电动机	chuanjidiandongji
串级叠置焊	chuanjidiezhihan
串级放大器	chuanjifangdaqi
串级连接	chuanjilianjie
串级连接法	chuanjilianjiefa
串级区段	chuanjiquduan
串级式干燥炉	chuanjishiganzaolu
穿接	chuanjie
串接线图	chuanjiexiantu
穿晶断口	chuanjingduankou
穿晶断裂	chuanjingduanlie
穿晶辐射	chuanjingfushe
穿晶腐蚀	chuanjingfushi
穿晶裂纹	chuanjingliewen
穿晶破坏	chuanjingpohuai
穿孔	chuankong
穿孔带存储	chuankongdaicunchu
穿孔顶头	chuankongdingtou
穿孔机	chuankongji
穿孔挤压	chuankongjiya
穿孔机轧辊	chuankongjizhagun
穿孔卡	chuankongka
穿孔卡片	chuankongkapian
穿孔毛管	chuankongmaoguan
穿孔模	chuankongmo
穿孔器	chuankongqi
穿孔器横梁	chuankongqihengliang
穿孔速率	chuankongsulv
穿孔温度	chuankongwendu
穿孔系统主缸	chuankongxitongzhugang
穿孔芯棒	chuankongxinbang
穿孔针	chuankongzhen
穿孔纸带	chuankongzhidai
穿孔装置	chuankongzhuangzhi
串励发电机	chuanlifadianji
传力轴	chuanlizhou
串联	chuanlian
串联布置	chuanlianbuzhi
串联传动	chuanlianchuandong
串联磁场线圈	chuanliancichangxianquan
串联伺服马达	chuanliancifumada
串联电阻器	chuanliandianzuqi
串联法	chuanlianfa
串联工作	chuanliangongzuo
串联鼓风机	chuanliangufengji
串联火花隙	chuanlianhuohuaxi
串联加热装置	chuanlianjiarezhuangzhi
串联精炼	chuanlianjinglian
串联拉管	chuanlianlaguan
串联炼钢法	chuanlianliangangfa
串联流化床	chuanlianliuhuachuang
串联平炉	chuanlianpinglu
串联谱振	chuanlianpuzhen
串联绕组	chuanlianraozu
串联溶解器	chuanlianrongjieqi
串联式想置	chuanlianshixiangzhi
串联调节器	chuanliantiaojieqi
串联网路	chuanlianwanglu
串联网络	chuanlianwangluo
串联线匝	chuanlianxianza
串联圆筒	chuanlianyuantong
穿料	chuanliao
串料污染	chuanliaowuran
穿料装置	chuanliaozhuangzhi
串列布置	chuanliebuzhi
串列横机	chuanliehengji
串列汽轮机	chuanlieqilunji
串列式	chuanlieshi
串列式布置	chuanlieshibuzhi
串列式拉拔机	chuanlieshilabaji
串列式冷轧机	chuanlieshilengzhaji
串列式捻股机	chuanlieshinianguji
串列式湿拉机	chuanlieshishilaji
串列式轧机	chuanlieshizhaji
串列透平	chuanlietouping
穿漏	chuanlou
穿炉	chuanlu
穿脉平巷	chuanmaipingxiang
船面板	chuanmianban
穿模	chuanmo
穿模带头机	chuanmodaitouji
穿模装置	chuanmozhuangzhi
传票卡片	chuanpiaokapian
川崎顶吹氧	chuanqidingchuiyang
船起重器	chuanqizhongqi
穿墙绝缘子	chuanqiangjueyuanzi
穿墙式机械手	chuanqiangshijixieshou
穿墙套管	chuanqiangtaoguan
串扰电流	chuanraodianliu
串绕法	chuanraofa
传热	chuanre
传热表面	chuanrebiaomian
传热材料	chuanrecailiao
传热过程	chuanreguocheng
传热回路	chuanrehuilu
传热剂	chuanreji
传热介质	chuanrejiezhi
传热率	chuanrelv
传热面	chuanremian
传热速率	chuanresulv
传热特性	chuanretexing
传热系数	chuanrexishu
传热性	chuanrexing
传热性能	chuanrexingneng
船上交货	chuanshangjiaohuo
传声温度计	chuanshengwenduji
船式起重机	chuanshiqizhongji
船首横梁	chuanshouhengliang
传输电压	chuanshudianya
传输功率	chuanshugonglv
传输检验	chuanshujianyan
传输门	chuanshumen
传输能力	chuanshunengli
传输频带	chuanshupindai
传输时间	chuanshushijian
传输损失	chuanshusunshi
传输系统	chuanshuxitong
传输现象	chuanshuxianxiang
传输选通脉冲	chuanshuxuantongmaichong
穿思性能	chuansixingneng
传送泵	chuansongbeng
传送带干燥机	chuansongdaiganzaoji
传送带管式炉	chuansongdaiguanshilu
传送结束字符	chuansongjieshuzifu
传送介质	chuansongjiezhi
传送控制	chuansongkongzhi
传送溜槽	chuansongliucao
传送式淬火槽	chuansongshicuihuocao
传送脱扣	chuansongtuokou
传送小车	chuansongxiaoche
传送延迟	chuansongyanchi
传送运输机	chuansongyunshuji
传送装置	chuansongzhuangzhi
穿梭式送锭车	chuansuoshisongdingche
穿梭式小车	chuansuoshixiaoche
穿梭运输	chuansuoyunshu
船体钢	chuantigang
传统拜耳法	chuantongbaierfa
传统方法	chuantongfangfa
穿通击穿	chuantongjichuan
穿通孔	chuantongkong
传统冷却方式	chuantonglengquefangshi
穿透淬火	chuantoucuihuo
穿透度	chuantoudu
穿透辐射	chuantoufushe
穿透腐蚀	chuantoufushi
穿透计	chuantouji
穿透粒子	chuantoulizi
穿透裂纹	chuantouliewen
穿透率	chuantoulv
穿透面	chuantoumian
穿透能力	chuantounengli
穿透曲线	chuantouquxian
穿透深度	chuantoushendu
穿透系数	chuantouxishu
穿透作用	chuantouzuoyong
串箱造型	chuanxiangzaoxing
串行操作	chuanxingcaozuo
钏形沉箱	chuanxingchenxiang
船型系数	chuanxingxishu
串行运算	chuanxingyunsuan
串行运算装置	chuanxingyunsuanzhuangzhi
穿靴筒	chuanxuetong
穿轧	chuanya
穿轧法	chuanyafa
传压杠杆	chuanyaganggan
传压器	chuanyaqi
穿引设备	chuanyinshebei
穿引速度	chuanyinsudu
船用辅助锅炉	chuanyongfuzhuguolu
船用黄铜	chuanyonghuangtong
船用火管锅炉	chuanyonghuoguanguolu
船用镍青铜	chuanyongnieqingtong
船用炮铜	chuanyongpaotong
船用青铜	chuanyongqingtong
船运矿石	chuanyunkuangshi
传真电报机	chuanzhendianbaoji
传真电极	chuanzhendianji
传真度	chuanzhendu
传真发送	chuanzhenfasong
传真发送机	chuanzhenfasongji
传质	chuanzhi
传质机理	chuanzhijili
传质控制	chuanzhikongzhi
传质系数	chuanzhixishu
串铸	chuanzhu
串注浇口	chuanzhujiaokou
创办投资	chuangbantouzi
床层	chuangceng
床层高度	chuangcenggaodu
床层空隙率	chuangcengkongxilv
床层密度	chuangcengmidu
床层稀释剂	chuangcengxishiji
床层增涨	chuangcengzengzhang
床浮	chuangfu
床架防护罩	chuangjiafanghuzhao
床焦	chuangjiao
窗孔	chuangkong
窗口材料	chuangkoucailiao
窗框钢	chuangkuanggang
床面	chuangmian
床式电阻炉	chuangshidianzulu
床式料场	chuangshiliaochang
床式炉	chuangshilu
床式配料场	chuangshipeiliaochang
床条	chuangtiao
床头塔轮	chuangtoutalun
床尾套	chuangweitao
疮屑	chuangxie
锤把	chuiba
槌棒混合机	chuibanghunheji
吹玻璃	chuiboli
吹玻璃工	chuiboligong
槌布机	chuibuji
垂弛	chuichi
捶持小型装置	chuichixiaoxingzhuangzhi
吹除阀	chuichufa
吹除活门	chuichuhuomen
吹出炉尘	chuichuluchen
吹除喷嘴	chuichupenzui
锤导承	chuidaocheng
锤导座	chuidaozuo
垂滴法	chuidifa
垂度	chuidu
垂度规	chuidugui
锤锻导轨	chuiduandaogui
锤锻机	chuiduanji
锤锻基础	chuiduanjichu
锤锻汽缸	chuiduanqigang
锤锻硬化法	chuiduanyinghuafa
锤锻作用	chuiduanzuoyong
吹风管	chuifengguan
吹风冷却	chuifenglengque
吹风期	chuifengqi
吹风气	chuifengqi
吹风氧化	chuifengyanghua
吹管分析	chuiguanfenxi
吹管焊	chuiguanhan
吹管试金	chuiguanshijin
吹管试验	chuiguanshiyan
吹管头	chuiguantou
吹管退火	chuiguantuihuo
吹管焰	chuiguanyan
捶辊	chuigun
吹灰熔炼	chuihuironglian
锤击	chuiji
锤击夯	chuijihang
锤击机	chuijiji
锤击试验	chuijishiyan
锤击试验机	chuijishiyanji
锤击式钻岩机	chuijishizuanyanji
锤挤铁渣	chuijitiezha
锤击硬化	chuijiyinghua
锤击硬化处理	chuijiyinghuachuli
锤击硬化法	chuijiyinghuafa
锤击展薄	chuijizhanbo
锤架	chuijia
锤架式高速锤	chuijiashigaosuchui
吹净	chuijing
吹炼	chuilian
吹炼半成品	chuilianbanchengpin
吹炼车间	chuilianchejian
吹炼次数	chuiliancishu
吹炼法	chuilianfa
吹炼钢	chuiliangang
吹炼鼓风容量	chuiliangufengrongliang
吹炼过程	chuilianguocheng
吹炼剂	chuilianji
吹炼间歇时间	chuilianjianxieshijian
吹炼角	chuilianjiao
吹炼炉	chuilianlu
吹炼燃料	chuilianranliao
吹炼时间	chuilianshijian
吹炼熟铁	chuilianshutie
吹炼条件	chuiliantiaojian
吹炼脱气	chuiliantuoqi
吹炼位置	chuilianweizhi
吹炼温度	chuilianwendu
吹炼终点	chuilianzhongdian
锤炼作业	chuilianzuoye
吹炉	chuilu
吹炉炉衬	chuiluluchen
吹落风流	chuiluofengliu
锤铆机	chuimaoji
锤面	chuimian
锤磨	chuimo
锤磨机	chuimoji
锤平	chuiping
吹气法	chuiqifa
吹气鼓胀成型	chuiqiguzhangchengxing
吹气沥青	chuiqiliqing
吹气喷嘴	chuiqipenzui
炊钎焊料合金	chuiqianhanliaohejin
垂曲修正	chuiquxiuzheng
吹入石灰	chuirushihui
吹扫	chuisao
吹扫室	chuisaoshi
吹扫用气体	chuisaoyongqiti
吹扫装置	chuisaozhuangzhi
吹砂	chuisha
吹砂板	chuishaban
吹砂机制泥芯	chuishajizhinixin
吹砂造型	chuishazaoxing
吹砂造型机	chuishazaoxingji
吹砂装置	chuishazhuangzhi
锤式破碎机	chuishiposuiji
吹刷管	chuishuaguan
吹刷喷嘴	chuishuapenzui
吹送机轮叶片	chuisongjilunyepian
锤碎	chuisui
锤碎机	chuisuiji
锤体	chuiti
吹填土	chuitiantu
吹填土堤	chuitiantudi
锤头	chuitou
吹透	chuitou
锤头冲击机	chuitouchongjiji
锤头返回活塞	chuitoufanhuihuosai
锤头烙铁	chuitoulaotie
吹洗喷嘴	chuixipenzui
吹洗用空气	chuixiyongkongqi
垂线铊	chuixianta
吹芯板	chuixinban
吹芯机	chuixinji
吹芯装置	chuixinzhuangzhi
吹氩处理	chuiyachuli
吹氩除气	chuiyachuqi
吹氩清扫	chuiyaqingsao
吹氩设备	chuiyashebei
吹氩站	chuiyazhan
吹氩装置	chuiyazhuangzhi
吹氧	chuiyang
吹氧钢	chuiyanggang
吹氧管	chuiyangguan
吹氧管导轨	chuiyangguandaogui
吹氧管滑架	chuiyangguanhuajia
吹氧精炼钢	chuiyangjingliangang
吹氧炼钢法	chuiyangliangangfa
吹氧切割弧	chuiyangqiegehu
吹氧时间	chuiyangshijian
吹氧速率	chuiyangsulv
吹氧提温	chuiyangtiwen
吹氧转炉	chuiyangzhuanlu
垂直摆锻锤头	chuizhibaiduanchuitou
垂直刨	chuizhibao
垂直部分	chuizhibufen
垂直测试	chuizhiceshi
垂直磁化	chuizhicihua
垂直磁化强度	chuizhicihuaqiangdu
垂直蹬筋箍筋	chuizhidengjingujin
垂直锭料	chuizhidingliao
垂直动态会聚	chuizhidongtaihuiju
垂直发散	chuizhifasan
垂直分力	chuizhifenli
垂直敷设	chuizhifushe
垂直钢筋	chuizhigangjin
垂直管道	chuizhiguandao
垂直合力	chuizhiheli
垂直极化波	chuizhijihuabo
垂直间隔	chuizhijiange
垂直间隙	chuizhijianxi
垂直浇口	chuizhijiaokou
垂直截面	chuizhijiemian
垂直可动模	chuizhikedongmo
垂直拉晶技术	chuizhilajingjishu
吹制沥青	chuizhiliqing
垂直溜槽	chuizhiliucao
垂直膨胀	chuizhipengzhang
垂直偏折	chuizhipianzhe
垂直屏蔽	chuizhipingbi
垂直切割	chuizhiqiege
垂直切削	chuizhiqiexiao
垂直区域提纯	chuizhiquyutichun
垂直入射	chuizhirushe
垂直散度	chuizhisandu
垂直烧结速度	chuizhishaojiesudu
垂直烧嘴	chuizhishaozui
垂直速度	chuizhisudu
垂直跳动辊	chuizhitiaodonggun
垂直调整	chuizhitiaozheng
垂直位移	chuizhiweiyi
垂直线间距离	chuizhixianjianjuli
垂直压力	chuizhiyali
垂直压下	chuizhiyaxia
垂直烟道	chuizhiyandao
垂直应力	chuizhiyingli
垂直圆盘犁	chuizhiyuanpanli
垂直照明	chuizhizhaoming
垂直轴	chuizhizhou
垂重	chuizhong
纯冰晶石	chunbingjingshi
纯柴油机	chunchaiyouji
纯产品	chunchanpin
纯赤铁矿	chunchitiekuang
纯粹培养	chuncuipeiyang
纯电池	chundianchi
纯度	chundu
纯度等级	chundudengji
纯度要求	chunduyaoqiu
纯沸腾	chunfeiteng
纯沸腾期	chunfeitengqi
纯橄榄石	chunganlanshi
纯铬钢	chungegang
纯焊锡	chunhanxi
纯化剂	chunhuaji
纯碱灰	chunjianhui
纯剪切变形	chunjianqiebianxing
纯金属	chunjinshu
纯金属粉末	chunjinshufenmo
纯净钢	chunjinggang
纯净矿石	chunjingkuangshi
纯晶体	chunjingti
纯净物料	chunjingwuliao
纯净性	chunjingxing
纯酒精	chunjiujing
纯硫	chunliu
纯硫化物	chunliuhuawu
纯硫酸钴溶液	chunliusuangurongye
纯螺型位错	chunluoxingweicuo
纯煤	chunmei
纯木煤	chunmumei
纯粘滞流	chunnianzhiliu
纯粘滞流动	chunnianzhiliudong
纯镍	chunnie
醇醛	chunquan
春入芯	chunruxin
春入型芯	chunruxingxin
春砂	chunsha
纯砂粒	chunshali
春砂样器	chunshayangqi
纯射流放大器	chunsheliufangdaqi
纯石灰	chunshihui
纯石灰石	chunshihuishi
纯始料法	chunshiliaofa
纯水泥混凝土	chunshuinihunningtu
醇酸树脂漆	chunsuanshuzhiqi
纯体积	chuntiji
纯铁	chuntie
纯铁粉	chuntiefen
纯铁素体基体	chuntiesutijiti
纯铁体	chuntieti
纯铁铜合金	chuntietonghejin
纯铜点阵参数	chuntongdianzhencanshu
纯铜晶格参数	chuntongjinggecanshu
纯铜始极片	chuntongshijipian
纯铜锡合金	chuntongxihejin
纯弯曲	chunwanqu
纯物质标准	chunwuzhibiaozhun
纯锡	chunxi
唇形浇口	chunxingjiaokou
纯轧时间	chunyashijian
醇亚铊	chunyata
醇盐	chunyan
纯氧顶吹	chunyangdingchui
纯氧顶吹转炉	chunyangdingchuizhuanlu
纯氧化钙	chunyanghuagai
纯氧化铝	chunyanghualv
纯益	chunyi
纯乙醇	chunyichun
纯应力	chunyingli
唇注包	chunzhubao
纯珠光体基体	chunzhuguangtijiti
唇注桶	chunzhutong
次摆线	cibaixian
磁板存储器	cibancunchuqi
磁饱和曲线	cibaohequxian
磁饱和铁心	cibaohetiexin
磁爆型断路器	cibaoxingduanluqi
磁变计	cibianji
磁变记录仪	cibianjiluyi
磁补偿合金	cibuchanghejin
磁测量	ciceliang
次层	ciceng
磁场磁通密度	cichangcitongmidu
磁场电源	cichangdianyuan
磁场反向	cichangfanxiang
磁场分量	cichangfenliang
磁场关系	cichangguanxi
磁场极矩	cichangjiju
磁场控制	cichangkongzhi
磁场扭变	cichangniubian
磁场强度矢量	cichangqiangdushiliang
磁场热处理	cichangrechuli
磁场热压	cichangreya
磁常数	cichangshu
磁场调节器	cichangtiaojieqi
磁场铁心	cichangtiexin
磁场退火	cichangtuihuo
磁场蓄能焊接	cichangxunenghanjie
磁场压制	cichangyazhi
磁场源	cichangyuan
磁场造型器	cichangzaoxingqi
磁场中冷却	cichangzhonglengque
磁场中退火	cichangzhongtuihuo
磁斥力	cichili
磁弛豫	cichiyu
磁畴	cichou
磁畴磁化	cichoucihua
磁畴磁化强度	cichoucihuaqiangdu
磁畴结构	cichoujiegou
磁畴理论	cichoulilun
磁畴图	cichoutu
磁畴图形法	cichoutuxingfa
磁吹	cichui
磁吹灭弧线圈	cichuimiehuxianquan
磁吹熔断器	cichuirongduanqi
磁吹熄弧	cichuixihu
磁存储因数	cicunchuyinshu
磁带处理	cidaichuli
磁带存储	cidaicunchu
磁带存储器	cidaicunchuqi
磁带存储周期	cidaicunchuzhouqi
磁带开始控制	cidaikaishikongzhi
磁带盘	cidaipan
磁带清除	cidaiqingchu
磁带收编程序	cidaishoubianchengxu
磁带文件	cidaiwenjian
磁带写入器	cidaixieruqi
磁带转接部件	cidaizhuanjiebujian
磁单元	cidanyuan
磁导率计	cidaolvji
磁导率检验	cidaolvjianyan
磁导系数	cidaoxishu
磁导性	cidaoxing
磁导仪	cidaoyi
次等金刚石	cidengjingangshi
磁电机电路	cidianjidianlu
磁电机球轴承	cidianjiqiuzhoucheng
磁点阵	cidianzhen
磁电子	cidianzi
磁电子透镜	cidianzitoujing
磁动力系统	cidonglixitong
磁动力学	cidonglixue
磁动态	cidongtai
刺度测定	ciduceding
刺度试验	cidushiyan
磁轭	cie
磁扼磁化法	ciecihuafa
磁阀	cifa
磁法测定	cifaceding
磁放	cifang
磁放大器	cifangdaqi
磁防护	cifanghu
磁粉磁性颗粒	cifencixingkeli
磁粉法	cifenfa
磁粉过滤器	cifenguolvqi
磁粉检测	cifenjiance
磁粉检查	cifenjiancha
磁分流器	cifenliuqi
磁分路合金	cifenluhejin
磁粉熔剂	cifenrongji
磁粉伤法	cifenshangfa
次分试样	cifenshiyang
磁粉探伤	cifentanshang
磁粉探伤法	cifentanshangfa
磁粉探伤技术	cifentanshangjishu
磁粉特征图像	cifentezhengtuxiang
磁粉图样	cifentuyang
磁分析法	cifenxifa
伺服马达	cifumada
瓷坩埚	ciganguo
磁感应分量	ciganyingfenliang
磁感应高斯量	ciganyinggaosiliang
磁感应流量计	ciganyingliuliangji
磁感应系数	ciganyingxishu
磁刚度	cigangdu
刺钢丝	cigangsi
磁各向异性	cigexiangyixing
磁格子	cigezi
磁功率因数	cigonglvyinshu
磁鼓标志	cigubiaozhi
磁鼓存储器	cigucunchuqi
磁鼓存取	cigucunqu
磁鼓等待时间	cigudengdaishijian
磁鼓分类器	cigufenleiqi
磁鼓记录器	cigujiluqi
磁鼓奇偶校验	cigujioujiaoyan
磁鼓控制器	cigukongzhiqi
次贵金属	ciguijinshu
磁耗因数	cihaoyinshu
磁后角	cihoujiao
磁化	cihua
磁化焙烧	cihuabeishao
磁化场	cihuachang
磁化乏	cihuafa
磁化方向	cihuafangxiang
磁滑轮	cihualun
磁化能	cihuaneng
磁化能力	cihuanengli
磁化强度	cihuaqiangdu
磁化区域	cihuaquyu
磁化热	cihuare
磁化特性	cihuatexing
磁化系数	cihuaxishu
磁化滞后	cihuazhihou
磁化状态	cihuazhuangtai
磁化装置	cihuazhuangzhi
磁黄铁矿	cihuangtiekuang
磁回路系统	cihuiluxitong
次级点阵缺陷	cijidianzhenquexian
次级反射	cijifanshe
次级滑移	cijihuayi
磁极间隙	cijijianxi
次级结构	cijijiegou
次级晶格缺陷	cijijinggequexian
次级晶粒	cijijingli
次级晶粒间界	cijijinglijianjie
次级粒子	cijilizi
磁记录带	cijiludai
磁极片	cijipian
次级偏析	cijipianxi
次级绕组	cijiraozu
次级射线	cijishexian
磁计数器	cijishuqi
次级系统	cijixitong
次级消光	cijixiaoguang
磁机械效应	cijixiexiaoying
磁机械阻尼	cijixiezuni
磁极性	cijixing
磁极星轮	cijixinglun
次级仪表	cijiyibiao
瓷夹配线	cijiapeixian
瓷胶	cijiao
磁搅动	cijiaodong
磁校准	cijiaozhun
磁结构	cijiegou
磁结构分析	cijiegoufenxi
磁结构研究	cijiegouyanjiu
磁接角器	cijiejiaoqi
磁接角印记	cijiejiaoyinji
次近邻原子	cijinlinyuanzi
磁金属铁	cijinshutie
次晶	cijing
磁晶	cijing
磁晶各向异性	cijinggexiangyixing
磁晶粒取向	cijingliquxiang
瓷绝缘	cijueyuan
磁卡盘	cikapan
磁卡片	cikapian
磁卡片存储器	cikapiancunchuqi
磁控继电器	cikongjidianqi
磁框	cikuang
瓷蓝	cilan
磁力测定	ciliceding
磁力成形	cilichengxing
磁力成形机	cilichengxingji
