abuzhabi 阿布扎比
fengliurenwu 风流人物
fengmangbilu 锋芒毕露
fengmangsuoxiang 锋芒所向
fengmiansheji 封面设计
fengmiyishi 风靡一时
fengnianguojie 逢年过节
fengongfuze 分工负责
fengonghezuo 分工合作
fengongxiezuo 分工协作
fengpinglangjing 风平浪静
fengqiyunyong 风起云涌
fengshankailu 逢山开路
fengshanyulin 封山育林
fengshuochengguo 丰硕成果
fengsuoxiaoxi 封锁消息
fengsurenqing 风俗人情
fengsuxiguan 风俗习惯
fengtiaoyushun 风调雨顺
fengtuminqing 风土民情
fengturenqing 风土人情
fengxianguanli 风险管理
fengxianjingshen 奉献精神
fengxiantouzi 风险投资
fengxianyishi 风险意识
fengxijunfa 奉系军阀
fengxingyishi 风行一时
fengyanghuagu 凤阳花鼓
fengyizushi 丰衣足食
fengyongerzhi 蜂拥而至
fengyubutou 风雨不透
fengyujiaojia 风雨交加
fengyunbianhuan 风云变幻
fengyunrenwu 风云人物
fengyuqiqi 风雨凄凄
fengyuruhui 风雨如晦
fengyurupan 风雨如磐
fengyutongzhou 风雨同舟
fengyuwuzu 风雨无阻
fenhaobucha 分毫不差
fenhuawajie 分化瓦解
fenjiedaixie 分解代谢
fenjiubihe 分久必合
fenleidanwei 分类单位
fenleiguanli 分类管理
fenleimulu 分类目录
fenleizhengli 分类整理
fenlichulai 分离出来
fenliexibao 分裂细胞
fenliezhuyi 分裂主义
fenlipinbo 奋力拼搏
fenlizhuyi 分离主义
fenmenbielei 分门别类
fenmiaobucha 分秒不差
fenmiruzhi 分泌乳汁
fenmodengchang 粉墨登场
fenneizhishi 分内之事
fenpeibili 分配比例
fenpeichengxu 分配程序
fenpeiguanxi 分配关系
fenpeijizhi 分配机制
fenpeiqingkuang 分配情况
fenpeirenwu 分配任务
fenpeiyuanze 分配原则
fenpeizhidu 分配制度
fenpijinxing 分批进行
fenqingshifei 分清是非
fenquanshuzhi 酚醛树脂
fensankailai 分散开来
fenshengzuzhi 分生组织
fenshensuigu 粉身碎骨
fenshifangcheng 分式方程
fenshukengru 焚书坑儒
fensouertian 焚薮而田
fenwaiyaorao 分外妖娆
fenwenbuzhi 分文不值
fenxichengxu 分析程序
fenxifangfa 分析方法
fenxihuaxue 分析化学
fenxijieduan 分析阶段
fenxikewen 分析课文
fenximoxing 分析模型
fenxipanduan 分析判断
fenxitianping 分析天平
fenxiyiqi 分析仪器
fenyongqianjin 奋勇前进
fenyongxiangqian 奋勇向前
fenzhiganjun 分枝杆菌
fenzhijigou 分支机构
fenzhitalai 纷至沓来
fenzijiegou 分子结构
fenzijingti 分子晶体
fenziyundong 分子运动
fenzuhuodong 分组活动
fenzutaolun 分组讨论
fojiaowenhua 佛教文化
foluolida 佛罗里达
foluolunsa 佛罗伦萨
foudingyiqie 否定一切
fubaiwuneng 腐败无能
fubaixianxiang 腐败现象
fubiwanghou 富比王侯
fucanmouzhang 副参谋长
fuchouzhuyi 复仇主义
fuchudaijia 付出代价
fuchulaodong 付出劳动
fuconganpai 服从安排
fucongmingling 服从命令
fucongzuzhi 服从组织
fudandaxue 复旦大学
fudanguozhong 负担过重
fudaorenjia 妇道人家
fudichouxin 釜底抽薪
fuduzisha 服毒自杀
fuerjiahe 伏尔加河
fuermalin 福尔马林
fuermosi 福尔摩斯
fugaifanwei 覆盖范围
fugaimianguang 覆盖面广
fugaiquanguo 覆盖全国
fuguanglveying 浮光掠影
fuguangyuejin 浮光跃金
fuguironghua 富贵荣华
fuguoqiangbing 富国强兵
fuguzhuyi 复古主义
fuhaoluoji 符号逻辑
fuhebiaozhun 符合标准
fuhecailiao 复合材料
fuheguiding 符合规定
fuheguojia 符合国家
fuheguoqing 符合国情
fuheshiji 符合实际
fuhetiaojian 符合条件
fuheyaoqiu 符合要求
fuhuojiedao 复活节岛
fujianchazhang 副检察长
fujiatianxia 富甲天下
fujiayifang 富甲一方
fujiniya 弗吉尼亚
fulangsuowa 弗朗索瓦
fulangxisi 弗朗西斯
fulankelin 富兰克林
fulaoxiangqin 父老乡亲
fulaoxieyou 扶老携幼
fulicaipiao 福利彩票
fulidaiyu 福利待遇
fulideman 弗里德曼
fulitanghuang 富丽堂皇
fulizhidu 福利制度
fuluolunsi 弗洛伦斯
fuluosite 弗罗斯特
fuluoyide 弗洛伊德
fumianyingxiang 负面影响
fumushuangwang 父母双亡
funvdiwei 妇女地位
funvertong 妇女儿童
funvjiefang 妇女解放
funvyundong 妇女运动
fupinjikun 扶贫济困
fupinkaifa 扶贫开发
fuqienai 夫妻恩爱
fuqiganqing 夫妻感情
fuqiguanxi 夫妻关系
fuqishenghuo 夫妻生活
furujiezhi 妇孺皆知
fushangjugu 富商巨贾
fusheduichen 辐射对称
fusheqiangdu 辐射强度
fushijieshi 俯拾皆是
fushijishi 俯拾即是
fushiwenhua 服饰文化
fushudemo 复数的模
fushuzhongxue 附属中学
futangdaohuo 赴汤蹈火
fuweijikun 扶危济困
fuweiyuanzhang 副委员长
fuwudaju 服务大局
fuwuleixing 服务类型
fuwupingtai 服务平台
fuwuqiduan 服务器端
fuwusheshi 服务设施
fuwushuiping 服务水平
fuwutaidu 服务态度
fuwutixi 服务体系
fuwuwangluo 服务网络
fuwuzhiliang 服务质量
fuwuzhongxin 服务中心
fuxianglianpian 浮想联翩
fuxigongke 复习功课
fuxiumoluo 腐朽没落
fuyaozhishang 扶摇直上
fuyeshengchan 副业生产
fuyingyanghua 富营养化
fuyongfengya 附庸风雅
fuyoubaojian 妇幼保健
fuyoudongwu 浮游动物
fuyoushengwu 浮游生物
fuyoushiyi 富有诗意
fuyouzhiwu 浮游植物
fuyuanliaokuo 幅员辽阔
fuyuhuanxiang 富于幻想
fuzachengdu 复杂程度
fuzaduobian 复杂多变
fuzaidianzu 负载电阻
fuzeganbu 负责干部
fuzeguanli 负责管理
fuzetongzhi 负责同志
fuzhaileilei 负债累累
fuzhengquxie 扶正祛邪
fuzhiyiju 付之一炬
fuzhiyixiao 付之一笑
fuzhongzhishu 复种指数
fuzhuangdaoju 服装道具
fuzhuangmianliao 服装面料
fuzhuangsheji 服装设计
fuzhuangxiehui 服装协会
fuzhuangxiemao 服装鞋帽
fuzhucailiao 辅助材料
fuzhugongju 辅助工具
fuzhusheji 辅助设计
fuzhushijian 付诸实践
fuzhushishi 付诸实施
fuzhuxingdong 付诸行动
fuziguanxi 父子关系
fuzongsiling 副总司令
gadameilin 嘎达梅林
gaibianchuantong 改变传统
gaibianfangxiang 改变方向
gaibianmingyun 改变命运
gaigefangan 改革方案
gaigekaifang 改革开放
gaikuodeshuo 概括地说
gailiangpinzhong 改良品种
gailiangzhuyi 改良主义
gailvfenbu 概率分布
gailvfenxi 概率分析
gailvmidu 概率密度
gailvmoxing 概率模型
gainianfenxi 概念分析
gainianmoxing 概念模型
gainiansheji 概念设计
gainianxuexi 概念学习
gaiqiyizhi 改旗易帜
gaishanshenghuo 改善生活
gaitianhuandi 改天换地
gaixianyizhe 改弦易辙
gaixieguizheng 改邪归正
gaizaoshehui 改造社会
gaizhengcuowu 改正错误
gaizhengquedian 改正缺点
ganbuduiwu 干部队伍
ganbuqunzhong 干部群众
ganburenshi 干部人事
ganbuxuexiao 干部学校
gandaganpin 敢打敢拼
gandanxiangzhao 肝胆相照
gandaogaoxing 感到高兴
gandaohuihen 感到悔恨
gandaokongju 感到恐惧
gandaotongku 感到痛苦
gandaoyihan 感到遗憾
gandongbuyi 感动不已
ganganjingjing 干干净净
gangaodiqu 港澳地区
gangaotongbao 港澳同胞
gangeraorang 干戈扰攘
ganggangkaishi 刚刚开始
gangganyuanli 杠杆原理
gangjingyouli 刚劲有力
gangjintiegu 钢筋铁骨
gangjumuzhang 纲举目张
gangkouchengshi 港口城市
gangqinbanzou 钢琴伴奏
gangqinyanzou 钢琴演奏
gangrenzhigang 港人治港
gangroubingji 刚柔并济
gangrouxiangji 刚柔相济
gangsaleisi 冈萨雷斯
gangtiechangcheng 钢铁长城
gangtiegongsi 钢铁公司
gangtiegongye 钢铁工业
gangtieqiye 钢铁企业
gangweizhize 岗位职责
ganhandiqu 干旱地区
ganhanqihou 干旱气候
ganjingliluo 干净利落
ganjinshajue 赶尽杀绝
ganjitiling 感激涕零
ganjuededao 感觉得到
ganjuelianghao 感觉良好
ganjueqiguan 感觉器官
ganjurenhou 甘居人后
gankaibuyi 感慨不已
gankaiwanfen 感慨万分
gankaixizhi 感慨系之
gannaotudi 肝脑涂地
ganqingfengfu 感情丰富
ganqingjiaoliu 感情交流
ganqingshenghuo 感情生活
ganraoxinhao 干扰信号
ganrenfeifu 感人肺腑
ganrenshiji 感人事迹
ganrenzhishen 感人至深
ganshexianxiang 干涉现象
ganshouyixia 感受一下
gansulanzhou 甘肃兰州
gantiandongdi 感天动地
gantongshenshou 感同身受
ganweirenxian 敢为人先
ganxianggangan 敢想敢干
ganxingrenshi 感性认识
ganyingdianliu 感应电流
ganyousanzhi 甘油三酯
ganyuchuangxin 敢于创新
ganyudouzheng 敢于斗争
ganyushengli 敢于胜利
ganzhiruyi 甘之如饴
gaobieyishi 告别仪式
gaocengjianzhu 高层建筑
gaocengzhuzhai 高层住宅
gaocifangcheng 高次方程
gaodatingba 高大挺拔
gaodengdongwu 高等动物
gaodengjiaoyu 高等教育
gaodengshuxue 高等数学
gaodengxuefu 高等学府
gaodengyuanxiao 高等院校
gaodibuping 高低不平
gaodufada 高度发达
gaodujizhong 高度集中
gaodupingjia 高度评价
gaoduwenming 高度文明
gaoduyizhi 高度一致
gaoduzanyang 高度赞扬
gaoduzhongshi 高度重视
gaoerfuqiu 高尔夫球
gaoerjiti 高尔基体
gaofenbianlv 高分辨率
gaofengluntan 高峰论坛
gaofujiazhi 高附加值
gaogaodada 高高大大
gaogaopiaoyang 高高飘扬
gaogaoxingxing 高高兴兴
gaogaozaishang 高高在上
gaoguanhoulu 高官厚禄
gaojiadaolu 高架道路
gaojifayuan 高级法院
gaojiganbu 高级干部
gaojiguanyuan 高级官员
gaojijiangling 高级将领
gaojijieduan 高级阶段
gaokaozhidu 高考制度
gaokekaoxing 高可靠性
gaolidaizhe 高利贷者
gaoloudasha 高楼大厦
gaomengsuanjia 高锰酸钾
gaoqingxidu 高清晰度
gaoqiyaqu 高气压区
gaorenyideng 高人一等
gaoshandachuan 高山大川
gaoshanfanying 高山反应
gaoshangqingcao 高尚情操
gaoshanliushui 高山流水
gaoshanyangzhi 高山仰止
gaoshenmoce 高深莫测
gaoshouruzhe 高收入者
gaosifenbu 高斯分布
gaosongruyun 高耸入云
gaosuchuanshu 高速传输
gaosugonglu 高速公路
gaosutielu 高速铁路
gaosuxingshi 高速行驶
gaosuxuanzhuan 高速旋转
gaotaitiaoshui 高台跳水
gaotankuolun 高谈阔论
gaowujianling 高屋建瓴
gaoxiaokuaijie 高效快捷
gaoxiaolianjie 高效廉洁
gaoxiaoxuesheng 高校学生
gaoxinjishu 高新技术
gaoyadianyuan 高压电源
gaoyiduanluo 告一段落
gaoyuandiqu 高原地区
gaoyuyiqie 高于一切
gaoyuzhidi 膏腴之地
gaozhanyuanzhu 高瞻远瞩
gaozhenerwo 高枕而卧
gaozhenwuyou 高枕无忧
gaozhongbiye 高中毕业
gaozhongdili 高中地理
gaozhonghuaxue 高中化学
gaozhongkecheng 高中课程
gaozhonglishi 高中历史
gaozhongshidai 高中时代
gaozhongshuxue 高中数学
gaozhongtongxue 高中同学
gaozhongwenhua 高中文化
gaozhongxuesheng 高中学生
gaozhongyuwen 高中语文
geanguanhuo 隔岸观火
gebenhagen 哥本哈根
gebenqiancheng 各奔前程
gebuxiangtong 各不相同
gechangzuguo 歌唱祖国
gedeqisuo 各得其所
gedipeikuan 割地赔款
gediqiuhe 割地求和
geermushi 格尔木市
geernika 格尔尼卡
gefuqize 各负其责
gegeburu 格格不入
gegefangmian 各个方面
gegehuanjie 各个环节
gegejipo 各个击破
gegelingyu 各个领域
gegudingxin 革故鼎新
gehaixiangwang 隔海相望
gehanggeye 各行各业
gejiagehu 各家各户
gejierenshi 各界人士
gejinqize 各尽其责
gejutese 各具特色
gejuyifang 割据一方
gelasige 格拉斯哥
geleiemu 格雷厄姆
gelinglandao 格陵兰岛
gelinnada 格林纳达
gelinweizhi 格林威治
gelujiya 格鲁吉亚
gelunbiya 哥伦比亚
gemingdangren 革命党人
gemingdaolu 革命道路
gemingdouzheng 革命斗争
gemingduiwu 革命队伍
gemingjunren 革命军人
geminglieshi 革命烈士
geminglingxiu 革命领袖
geminglixiang 革命理想
gemingshengdi 革命圣地
gemingshengli 革命胜利
gemingshengya 革命生涯
gemingshijian 革命实践
gemingwenxue 革命文学
gemingxianlie 革命先烈
gemingyingxiong 革命英雄
gemingyizhi 革命意志
gemingzhanzheng 革命战争
gemingzhengquan 革命政权
gemingzhishi 革命志士
genbenbaozheng 根本保证
genbenbianhua 根本变化
genbencuoshi 根本措施
genbendafa 根本大法
genbenhaozhuan 根本好转
genbenjiushi 根本就是
genbenliyi 根本利益
genbenrenwu 根本任务
genbentujing 根本途径
genbenyuanyin 根本原因
genbenzongzhi 根本宗旨
gengdimianji 耕地面积
gengjinyibu 更进一步
gengshengyichou 更胜一筹
gengshiruci 更是如此
gengweizhongyao 更为重要
gengxingaizao 更新改造
gengxinhuandai 更新换代
gengyouyiyi 更有意义
gengzuozhidu 耕作制度
genshendigu 根深蒂固
genzongdiaocha 跟踪调查
geqiangyouer 隔墙有耳
gequmingcheng 歌曲名称
gequsuochang 各取所长
gequticai 歌曲体裁
gerencaichan 个人财产
gerenchengzhang 个人成长
gerenchongbai 个人崇拜
gerendiannao 个人电脑
gerenfengge 个人风格
gerenjingli 个人经历
gerenliyi 个人利益
gerenshenfen 个人身份
gerenweisheng 个人卫生
gerenxingqu 个人兴趣
gerenxinxi 个人信息
gerenxiuyang 个人修养
gerenyinsi 个人隐私
gerenzhuyi 个人主义
geshigeyang 各式各样
geshiwenjian 格式文件
geshujijian 各抒己见
gesiqizhi 各司其职
getiaozhanxian 各条战线
getichayi 个体差异
getifayu 个体发育
getijingji 个体经济
gewushengping 歌舞升平
gewuzhizhi 格物致知
gexiangrenwu 各项任务
gexiangshiye 各项事业
gexianshenshou 各显身手
gexingqidao 各行其道
gexingqishi 各行其是
gexingtedian 个性特点
gexingtezheng 个性特征
gexinyundong 革新运动
geyincailiao 隔音材料
geyoubutong 各有不同
geyouqianqiu 各有千秋
geyousuochang 各有所长
geyoutedian 各有特点
geyoutese 各有特色
gezhonggeyang 各种各样
gezhongleixing 各种类型
gezhongyinsu 各种因素
geziweizheng 各自为政
gezuqunzhong 各族群众
gezurenmin 各族人民
gonganbumen 公安部门
gonganfenju 公安分局
gonganjiguan 公安机关
gonganminjing 公安民警
gongbukemo 功不可没
gongbulixi 贡布里希
gongbuyingqiu 供不应求
gongchandangren 共产党人
gongchandangyuan 共产党员
gongchangdaobi 工厂倒闭
gongchanguoji 共产国际
gongchanzhuyi 共产主义
gongchengdizhi 工程地质
gongchengguihua 工程规划
gongchengjianshe 工程建设
gongchengjindu 工程进度
gongchengjishu 工程技术
gongchengjixie 工程机械
gongchengmingjiu 功成名就
gongchengsheji 工程设计
gongchengshigong 工程施工
gongchengsuliao 工程塑料
gongchengxiangmu 工程项目
gongchengxibao 工程细胞
gongchoujiaocuo 觥筹交错
gongdayuqiu 供大于求
gongdianxitong 供电系统
gongefushu 共轭复数
gongerwangsi 公而忘私
gongfeiyiliao 公费医疗
gongfuguonan 共赴国难
gonggonganquan 公共安全
gonggongcaichan 公共财产
gonggongcaizheng 公共财政
gonggongcesuo 公共厕所
gonggongchanghe 公共场合
gonggongchangsuo 公共场所
gonggongfuwu 公共服务
gonggongjianzhu 公共建筑
gonggongjiaotong 公共交通
gonggongkaizhi 公共开支
gonggongliyi 公共利益
gonggongqiche 公共汽车
gonggongsheshi 公共设施
gonggongshiwu 公共事务
gonggongshiye 公共事业
gonggongweisheng 公共卫生
gonggongxinxi 公共信息
gonggongzhengce 公共政策
gonggongzhixu 公共秩序
gonggongziyuan 公共资源
gonggongzujie 公共租界
gongguoyuqiu 供过于求
gongguzhengquan 巩固政权
gonghezhengti 共和政体
gonghuizuzhi 工会组织
gonghuoqudao 供货渠道
gongjiabanjing 共价半径
gongjiankenan 攻坚克难
gongjiannengli 攻坚能力
gongjiaoxianlu 公交线路
gongjiaoxitong 公交系统
gongjixingwei 攻击行为
gongjuruanjian 工具软件
gongjuyitang 共聚一堂
gongkaichanghe 公开场合
gongkaishenli 公开审理
gongkaishenpan 公开审判
gongkaishichang 公开市场
gongkaixuanba 公开选拔
gongkuangqiye 工矿企业
gongkuiyikui 功亏一篑
gonglixuexiao 公立学校
gonglizhuyi 功利主义
gongluyunshu 公路运输
gonglvmidu 功率密度
gongmindaode 公民道德
gongmingfugui 功名富贵
gongminglilu 功名利禄
gongminquanli 公民权利
gongmintoupiao 公民投票
gongnengceshi 功能测试
gongnengdingwei 功能定位
gongnengfenxi 功能分析
gongnengmokuai 功能模块
gongnengqiangda 功能强大
gongnengsheji 功能设计
gongnengwanshan 功能完善
gongnengzhangai 功能障碍
gongnengzhuzhi 功能主治
gongnonghongjun 工农红军
gongnonglianmeng 工农联盟
gongnuanxitong 供暖系统
gongpingheli 公平合理
gongpingjingzheng 公平竞争
gongpingzhengyi 公平正义
gongqingtuanyuan 共青团员
gongqiupingheng 供求平衡
gongranwuru 公然侮辱
gongrenjieji 工人阶级
gongrenshiye 工人失业
gongrenyundong 工人运动
gongshangbaoxian 工伤保险
gongshangbumen 工商部门
gongshangguoshi 共商国是
gongshangqiye 工商企业
gongshangshigu 工伤事故
gongshangyezhe 工商业者
gongshangyinhang 工商银行
gongshouxingli 拱手行礼
gongsigupiao 公司股票
gongsiheying 公私合营
gongsilvshi 公司律师
gongsiyuangong 公司员工
gongsizhangcheng 公司章程
gongsundaniang 公孙大娘
gongtingzhengbian 宫廷政变
gongtongaihao 共同爱好
gongtongcaichan 共同财产
gongtongfendou 共同奋斗
gongtongfuyu 共同富裕
gongtonggangling 共同纲领
gongtongjinbu 共同进步
gongtongkaifa 共同开发
gongtonglixiang 共同理想
gongtongliyi 共同利益
gongtongnuli 共同努力
gongtongrenwu 共同任务
gongtongshangding 共同商定
gongtongshichang 共同市场
gongtongtigao 共同提高
gongtongwancheng 共同完成
gongtongxingdong 共同行动
gongtongyuanwang 共同愿望
gongtongyuyan 共同语言
gongtongzhichu 共同之处
gongtuanzhuyi 工团主义
gongwubuke 攻无不克
gongwurenyuan 公务人员
gongwuyongche 公务用车
gongwuyuanfa 公务员法
gongxiangshengju 共襄盛举
gongxiangziyuan 共享资源
gongxianliliang 贡献力量
gongxianyueqi 弓弦乐器
gongxumaodun 供需矛盾
gongxupingheng 供需平衡
gongyangfumu 供养父母
gongyebuju 工业布局
gongyebumen 工业部门
gongyefeishui 工业废水
gongyegeming 工业革命
gongyeguolu 工业锅炉
gongyeshengchan 工业生产
gongyetixi 工业体系
gongyewuran 工业污染
gongyeyongdi 工业用地
gongyeyongpin 工业用品
gongyeyongshui 工业用水
gongyeyuanliao 工业原料
gongyeyuanqu 工业园区
gongyiguanggao 公益广告
gongyijishu 工艺技术
gongyiliucheng 工艺流程
gongyimeishu 工艺美术
gongyishiye 公益事业
gongyishuiping 工艺水平
gongyongshiye 公用事业
gongzhengsifa 公正司法
gongzhengzhifa 公正执法
gongzhirenyuan 公职人员
gongzhiyushi 公之于世
gongzhiyuzhong 公之于众
gongzifuli 工资福利
gongziguanli 工资管理
gongzishouru 工资收入
gongzishuiping 工资水平
gongzuobumen 工作部门
gongzuodianya 工作电压
gongzuodiaodong 工作调动
gongzuogangwei 工作岗位
