aaa 啊啊啊
guantouping 罐头瓶
guanxiangying 关向应
guanxianshi 管闲事
guanxianyue 管弦乐
guanxiaquan 管辖权
guanxifa 关系法
guanxinbing 冠心病
guanxiren 关系人
guanxishi 关系式
guanxiwang 关系网
guanyajun 冠亚军
guanyinsi 观音寺
guanyongyu 惯用语
guanyuedui 管乐队
guanyueqi 管乐器
guanyunchang 关云长
guanzhongxi 观众席
guanzhudian 关注点
guanzhudu 关注度
guanzhuibian 管锥编
guaxialai 刮下来
gubaidan 顾拜旦
gubeikou 古北口
gubosi 古波斯
gubudao 顾不到
gubude 顾不得
gubushang 顾不上
guchengqiang 古城墙
gucunluo 古村落
gudairen 古代人
gudaishi 古代史
gudanjun 固氮菌
gudeshang 顾得上
gudianwu 古典舞
gudingqi 固定器
gudingshi 固定式
guduoer 骨朵儿
gufenzhi 股份制
gugangqin 古钢琴
guganwang 骨干网
gugeji 骨骼肌
guguanjie 骨关节
gugude 鼓鼓的
guhanyu 古汉语
guhongying 孤鸿影
guibaili 跪拜礼
guibianzhe 诡辩者
guidanjing 硅单晶
guidianzi 鬼点子
guidingxing 规定性
guifanhua 规范化
guifanxing 规范性
guigehua 规格化
guigongyu 归功于
guihuafa 规划法
guihuangei 归还给
guihuashu 桂花树
guihuatu 规划图
guihuayuan 规划院
guijiewei 归结为
guijinshu 贵金属
guijiuyu 归咎于
guilvxing 规律性
guimohua 规模化
guimoxing 规模型
guinafa 归纳法
guipingxian 桂平县
guiqulai 归去来
guiruyou 贵如油
guishugan 归属感
guishuyu 归属于
guisuanyan 硅酸盐
guixiangjiao 硅橡胶
guixinchang 鬼心肠
guiyana 圭亚那
guiyangshi 贵阳市
guiyihua 归一化
guiyuanji 柜员机
guiyuanrou 桂圆肉
guizaotu 硅藻土
guizehua 规则化
guizexing 规则性
guizhencao 鬼针草
guizhiyu 归之于
guizhousheng 贵州省
guizishou 刽子手
guizuhua 贵族化
gujianfen 谷建芬
gujianzhu 古建筑
gujiegang 顾颉刚
gujiliang 估计量
gukaizhi 顾恺之
gulangyu 鼓浪屿
gulaoye 姑老爷
gulingling 孤零零
gulinxian 古蔺县
gululu 咕噜噜
guluoma 古罗马
gulvdao 顾虑到
guminju 古民居
gumuqun 古墓群
gumuzang 古墓葬
gunainai 姑奶奶
gundongshi 滚动式
gunxueqiu 滚雪球
guobanshu 过半数
guobaohe 过饱和
guobaoji 国宝级
guobiaoma 国标码
guobiaowu 国标舞
guobuqu 过不去
guochanhua 国产化
guodadang 国大党
guodanian 过大年
guoduanxing 果断性
guodudai 过渡带
guoduqi 过渡期
guoduxing 过渡性
guofulun 国富论
guojiadui 国家队
guojiaji 国家级
guojiajia 过家家
guojiaomei 果胶酶
guojifa 国际法
guojige 国际歌
guojihua 国际化
guojixing 国际性
guolairen 过来人
guolufang 锅炉房
guoluren 过路人
guolvqi 过滤器
guomindang 国民党
guominjun 国民军
guominxing 过敏性
guominzhe 过敏者
guomoruo 郭沫若
guoneiwai 国内外
guoqingjie 国庆节
guoqinlun 过秦论
guorizi 过日子
guoshanche 过山车
guoshengri 过生日
guoshoujing 郭守敬
guoshuimian 过水面
guoshuzhi 果蔬汁
guotongqu 国统区
guowuqing 国务卿
guowuyuan 国务院
guoyanghua 过氧化
guoyouzhi 国有制
guoyuguo 国与国
guozaode 过早地
guozijian 国子监
guoziyi 郭子仪
guqihou 古气候
guqilai 鼓起来
gurenlei 古人类
gurenyun 古人云
guseji 固色剂
gushengdai 古生代
gushici 古诗词
gushihou 古时候
gushihui 故事会
gushiji 故事集
gushishu 故事书
gushiwen 古诗文
gushixing 故事性
gusuiku 骨髓库
gusuiliu 骨髓瘤
gutanliang 固碳量
gutishi 古体诗
gutongse 古铜色
guweijun 顾维钧
guwenming 古文明
guwenzi 古文字
guxiangren 故乡人
guxijun 古细菌
guxila 古希腊
guyanwu 顾炎武
guyindu 古印度
guyongbing 雇佣兵
guyongjun 雇佣军
guyoucheng 故又称
guyouming 故又名
guyuedui 鼓乐队
guyunhe 古运河
guzhanchang 古战场
guzhanglv 故障率
guzhangsheng 鼓掌声
guzhenfu 辜振甫
guzhenghong 顾正红
guzhidui 故纸堆
guzili 骨子里
guzuzhi 骨组织
hadeliang 哈德良
haerbin 哈尔滨
haersi 哈尔斯
hahaha 哈哈哈
hahajing 哈哈镜
haianbian 海岸边
haiandai 海岸带
haianxian 海岸线
haibaihe 海百合
haibowan 海勃湾
haichanpin 海产品
haidebao 海德堡
haidianqu 海淀区
haifengxian 海丰县
haiguanfa 海关法
haiguanshui 海关税
haijihui 海基会
haijingfang 海景房
haijunbu 海军部
haikoushi 海口市
hailaer 海拉尔
hailanpao 海兰泡
hailufeng 海陆风
hailukong 海陆空
haimianti 海绵体
haimingwei 海明威
hainandao 海南岛
hainansheng 海南省
haineiwai 海内外
haipiaoxiao 海螵蛸
haipingmian 海平面
haisenbao 海森堡
haishenwai 海参崴
haishidong 海蚀洞
haishuiyu 海水鱼
haiwangxing 海王星
haixiehui 海协会
haiyangfa 海洋法
haiyangneng 海洋能
halisen 哈里森
hamengde 哈蒙德
hamidun 哈密顿
hamigua 哈密瓜
hanbaiyu 汉白玉
hanbaobao 汉堡包
hancencen 汗涔涔
hanchulai 喊出来
handanshi 邯郸市
handianfen 含淀粉
hanfeizi 韩非子
hangaodi 汉高帝
hangaozu 汉高祖
hangbiaodeng 航标灯
hanghaijia 航海家
hanghaitu 航海图
hangjiahu 杭嘉湖
hangjianju 行间距
hangkongbing 航空兵
hangkongdui 航空队
hangkonggang 航空港
hangkongqi 航空器
hangtianfu 航天服
hangtianqi 航天器
hangtianshi 航天史
hangtianyuan 航天员
hanguguan 函谷关
hanguoyu 韩国语
hangxingtu 航行图
hangyunye 航运业
hangzhoushi 杭州市
hangzhouwan 杭州湾
hanizu 哈尼族
hanjiangxue 寒江雪
hanjingdi 汉景帝
hanjinliang 含金量
hanjiujing 含酒精
hanjiuming 喊救命
hanmeilin 韩美林
hanmingdi 汉明帝
hanniba 汉尼拔
hannuota 汉诺塔
hannuowei 汉诺威
hanpudun 汉普顿
hanqinhu 韩擒虎
hanshaliang 含沙量
hanshansi 寒山寺
hanshanxian 含山县
hanshizhong 韩世忠
hanshubiao 寒暑表
hanshuiceng 含水层
hanshuiliang 含水量
hanshuku 函数库
hantangliang 含糖量
hantanliang 含碳量
hanweizhe 捍卫者
hanwendi 汉文帝
hanwudi 汉武帝
hanwuji 寒武纪
hanxiandi 汉献帝
hanxigao 焊锡膏
hanxiucao 含羞草
hanxude 含蓄地
hanyangliang 含氧量
hanyangqu 汉阳区
hanyangsuan 含氧酸
hanyanliang 含盐量
hanyisheng 喊一声
hanyouliang 含油量
hanyoulv 含油率
hanyuandi 汉元帝
hanyuefu 汉乐府
hanzhaodi 汉昭帝
hanzhelei 含着泪
haobangshou 好帮手
haobuhao 好不好
haodeduo 好得多
haodianliang 耗电量
haoduanduan 好端端
haoduoge 好多个
haoduonian 好多年
haoduotian 好多天
haoernv 好儿女
haofangpai 豪放派
haogeqiu 好个秋
haohaizi 好孩子
haohaoxue 好好学
haojiahuo 好家伙
haojiaosheng 号角声
haojibei 好几倍
haojibian 好几遍
haojige 好几个
haojihui 好几回
haojile 好极了
haojinian 好几年
haojizhi 好几只
haolaiwu 好莱坞
haolema 好了吗
haomibo 毫米波
haonaner 好男儿
haoqier 好气儿
haoqiliang 耗气量
haoqixin 好奇心
haoquchu 好去处
haorizi 好日子
haorongyi 好容易
haoshier 好事儿
haoshiji 好时机
haoshoucheng 好收成
haowaner 好玩儿
haowangjiao 好望角
haoxiaoxi 好消息
haoxinren 好心人
haoyiduo 好一朵
haozhaoli 号召力
haozhizhe 好之者
hasake 哈萨克
hawana 哈瓦那
hebaozha 核爆炸
hebeisheng 河北省
hebote 赫伯特
hechangdui 合唱队
hechangqu 合唱曲
hechangtuan 合唱团
hechazu 核查组
hechengan 合成氨
hechengci 合成词
hechengmei 合成酶
hechengqi 合成器
hechengta 合成塔
hechengtian 何承天
hechengtu 合成图
hedaguo 核大国
hedaocai 喝倒彩
hedaodan 核导弹
hedianzhan 核电站
hedongli 核动力
heenjiao 合恩角
heercen 赫尔岑
heerfa 河尔法
heezha 核讹诈
hefahua 合法化
hefanji 核反击
hefanying 核反应
hefaxing 合法性
hefeiliao 核废料
hefeiren 合肥人
hefenlie 核分裂
hefushe 核辐射
hegansuan 核苷酸
hegelv 合格率
hegepin 合格品
hegezhe 合格者
hegezheng 合格证
hehuadian 荷花淀
hehuanshu 合欢树
hehuoren 合伙人
heibaiqi 黑白棋
heibanbao 黑板报
heibanca 黑板擦
heichenchen 黑沉沉
heidongdong 黑洞洞
heifenbing 黑粉病
heigaitu 黑钙土
heigeer 黑格尔
heiheihei 嘿嘿嘿
heihese 黑褐色
heiheshi 黑河市
heihuhu 黑乎乎
heihuoyao 黑火药
heijinghe 黑颈鹤
heilongjiang 黑龙江
heilongtan 黑龙潭
heimingdan 黑名单
heimuer 黑木耳
heipijiu 黑啤酒
heiqiqi 黑漆漆
heiqumei 黑曲霉
heisesu 黑色素
heishantou 黑山头
heisibing 黑死病
heitiane 黑天鹅
heitizi 黑体字
heitoufa 黑头发
heiwodian 黑窝点
heixingxing 黑猩猩
heiyanjing 黑眼睛
heiyiren 黑衣人
heiyouyou 黑幽幽
heiyubai 黑与白
heiyunmu 黑云母
heizhangqu 黑障区
heizuofang 黑作坊
hejiacun 何家村
hejiahuan 合家欢
hejingang 合金钢
hejingzhi 贺敬之
hejinshi 河津市
hejinsi 合金丝
hejishu 核技术
hejubian 核聚变
hekafei 喝咖啡
hekouqu 河口区
hekoushui 喝口水
helanren 荷兰人
helanshan 贺兰山
helasi 贺拉斯
helejiu 喝了酒
heliebian 核裂变
helihua 合理化
helixing 合理性
helongduan 核垄断
helvting 贺绿汀
hemantan 河漫滩
hemanzi 何满子
hemianshang 河面上
hemudu 河姆渡
henanren 河南人
henansheng 河南省
henbude 恨不得
henbuneng 恨不能
henduonian 很多年
hengdengshi 恒等式
hengduanmian 横断面
hengduanshan 横断山
hengjiemian 横截面
hengpoumian 横剖面
hengqiemian 横切面
hengshuishi 衡水市
hengwenxiang 恒温箱
hengzuobiao 横坐标
henianka 贺年卡
heniunai 喝牛奶
hennanshuo 很难说
henpiaoliang 很漂亮
hentoule 恨透了
hepingge 和平鸽
hepinghao 和平号
heqianting 核潜艇
heqingli 合情理
heranliao 核燃料
heshenghua 核生化
heshineng 何时能
heshixiu 何时休
heshiyan 核试验
heshouwu 何首乌
hesuanmei 核酸酶
hesudu 合速度
hesuosi 何所似
hetangti 核糖体
hetaoshu 核桃树
hetaoyou 核桃油
hetongfa 合同法
hetongshu 合同书
heweigui 和为贵
hewuli 核物理
hewuqi 核武器
hexiangning 何香凝
hexianxing 合宪性
hexianyin 和弦音
hexinqu 核心区
hexuli 赫胥黎
heyibei 喝一杯
heyingqin 何应钦
heyiting 合议庭
heyuanyin 何原因
heyundong 合运动
hezhanzheng 核战争
hezhezu 赫哲族
hezhiping 何志平
hezhiyu 何至于
hezhongguo 合众国
hezhunzhi 核准制
hezouqu 合奏曲
hezuohua 合作化
hezuoshe 合作社
hezuozhe 合作者
hongbaoshi 红宝石
hongbinlou 鸿宾楼
hongchuqu 轰出去
hongdengji 红灯记
hongdenglong 红灯笼
hongdoushan 红豆杉
hongganji 烘干机
honggaoliang 红高粱
honghaier 红孩儿
honghegu 红河谷
honghese 红褐色
honghezhou 红河州
honghuanglan 红黄蓝
honghuanglv 红黄绿
hongkouqu 虹口区
honglingjin 红领巾
honglonglong 轰隆隆
hongloumeng 红楼梦
honglvdeng 红绿灯
honglvlan 红绿蓝
hongmaodan 红毛丹
hongmeisu 红霉素
hongmenyan 鸿门宴
hongmingsheng 轰鸣声
hongmofang 红磨坊
hongmoshui 红墨水
hongpupu 红扑扑
hongqiqu 红旗渠
hongqishou 红旗手
hongquhong 红曲红
hongshaorou 红烧肉
hongshizi 红十字
hongshuiwei 洪水位
hongshulin 红树林
hongsijun 红四军
hongtongtong 红彤彤
hongtousheng 红头绳
hongtudi 红土地
hongtuochu 烘托出
hongwaiguang 红外光
hongwaixian 红外线
hongxibao 红细胞
hongxiuquan 洪秀全
hongyanbing 红眼病
hongyanse 红颜色
hongyanyan 红艳艳
hongyingtao 红樱桃
hongzehu 洪泽湖
hongzhaji 轰炸机
hongzongse 红棕色
houbanduan 后半段
houbanpai 后半拍
houbanqi 后半期
houbansheng 后半生
houbeijun 后备军
houbeixiang 后备箱
houcheshi 候车室
houdebang 侯德榜
houfangxian 后防线
houhanshu 后汉书
houhoude 厚厚的
houhuayuan 后花园
houjiting 候机厅
houjizhe 后继者
houlaizhe 后来者
hounaoshao 后脑勺
houqilai 吼起来
houqinzu 后勤组
housaiyin 侯赛因
houshijing 后视镜
houtinghua 后庭花
houxiandai 后现代
houxuanren 候选人
houyizheng 后遗症
houzaimen 后宰门
houzhimin 后殖民
houzhonggan 厚重感
houzhuiming 后缀名
huabaner 花瓣儿
huabingzhe 滑冰者
huabuchu 画不出
huaduqu 花都区
huaerjie 华尔街
huaerzi 华尔兹
huafeichang 化肥厂
huagangshi 花岗石
huagangyan 花岗岩
huagongchang 化工厂
huagongye 化工业
huaguduo 花骨朵
huaguofeng 华国锋
huaguolai 滑过来
huaguxi 花鼓戏
huahanbing 滑旱冰
huahejia 化合价
huaheshang 花和尚
huahewu 化合物
huahuahua 哗哗哗
huaidongxi 坏东西
huaiguanjie 踝关节
huaihaizi 坏孩子
huainanshi 淮南市
huainanzi 淮南子
huainingxian 怀宁县
huaipiqi 坏脾气
huairouqu 怀柔区
huaitianqi 坏天气
huaixiaoxi 坏消息
huaixiguan 坏习惯
huaizhuyi 坏主意
huajiachang 话家常
huajiju 滑稽剧
hualaishi 华莱士
hualunzu 滑轮组
hualuogeng 华罗庚
huamulan 花木兰
huananhu 华南虎
huanbaobu 环保部
huanbaofa 环保法
huanbaoxing 环保型
huanbinglv 患病率
huanbingzhe 患病者
huanchongqi 缓冲器
huanchongqu 缓冲区
huanchongye 缓冲液
huandaolu 环岛路
huandengji 幻灯机
huandengpian 幻灯片
huanganmao 患感冒
huangbaise 黄白色
huangbaoche 黄包车
huangbiaoma 黄骠马
huangbinhong 黄宾虹
huangdiling 黄帝陵
huangfenchong 黄粉虫
huangfengguai 黄风怪
huanggongwang 黄公望
huangguoshu 黄果树
huanggutun 皇姑屯
huanghelou 黄鹤楼
huanghese 黄褐色
huangheshui 黄河水
huanghesong 黄河颂
huanghuacai 黄花菜
huanghuagang 黄花岗
huanghuaihai 黄淮海
huangjiaju 黄家驹
huangjiguang 黄继光
huangjinjun 黄巾军
huangjinrong 黄金荣
huangjuezi 黄爵滋
huanglvse 黄绿色
huangmagua 黄马褂
huangmeidiao 黄梅调
huangmeixi 黄梅戏
huangmeixian 黄梅县
huangmeiyu 黄梅雨
huangmohua 荒漠化
huangpeifang 黄培芳
huangpujiang 黄浦江
huangpuqu 黄浦区
huangrebing 黄热病
huangsesu 黄色素
huangshanqu 黄山区
huangshanshi 黄山市
huangshiling 黄士陵
huangshiren 黄世仁
huangshulang 黄鼠狼
huangtaihou 皇太后
huangtaiji 皇太极
huangtiekuang 黄铁矿
huangtingjian 黄庭坚
huangtongkuang 黄铜矿
huangtoufa 黄头发
huangtudi 黄土地
huangtupo 黄土坡
huangweiyu 黄尾屿
huangyandao 黄岩岛
huangyanpei 黄炎培
huangyongyu 黄永玉
huangzhongxian 湟中县
huangzongxi 黄宗羲
huangzunxian 黄遵宪
huanhangfu 换行符
huanhusheng 欢呼声
huaniaohua 花鸟画
huanjichun 环己醇
huanjingguang 环境光
huanjiwan 环己烷
huanlesong 欢乐颂
huanraozhe 环绕着
huanreqi 换热器
huanshiji 缓蚀剂
huansonghui 欢送会
huanwanting 环烷烃
huanxiangqi 换向器
huanxiangqu 幻想曲
huanxingshan 环形山
huanxintian 换新天
huanxisha 浣溪沙
huanyanzhi 换言之
huanyifu 换衣服
huanyingnin 欢迎您
huanyuancheng 还原成
huanyuanfa 还原法
huanyuanji 还原剂
huanyuanmei 还原酶
huanyuanxing 还原性
huapenli 花盆里
huapoti 滑坡体
huaqianmai 花钱买
huaqingsu 花青素
huashengdun 华盛顿
huashengke 花生壳
huashengmi 花生米
huashengren 花生仁
huashengyou 花生油
huashenwei 化身为
huashidai 划时代
huashiqun 化石群
huatielu 滑铁卢
huawaiyin 画外音
huawuyuan 话务员
huaxialai 滑下来
huaxianbu 化纤布
huaxiangsan 滑翔伞
huaxicun 华西村
huaxinsi 花心思
huaxueban 滑雪板
huaxuechang 滑雪场
huaxuejia 化学家
huaxuejian 化学键
huaxuejiang 化学奖
huaxueming 化学名
huaxueneng 化学能
huaxuepin 化学品
huaxueshi 化学式
huaxuexi 化学系
huaxuexing 化学性
huaxuezhe 滑雪者
huayandan 化验单
huayanjun 华彦钧
huayanshi 化验室
huayansi 华严寺
huayebing 花叶病
huayihua 画一画
huayuankou 花园口
huayuanli 花园里
huayuanxian 花垣县
huayuquan 话语权
huazhanfang 花绽放
huazhuangpin 化妆品
hubeisheng 湖北省
hubilie 忽必烈
hubuse 互补色
hubuxing 互补性
huchenghe 护城河
hudiejie 蝴蝶结
hudielan 蝴蝶兰
hudiequan 蝴蝶泉
hufasu 护发素
hufupin 护肤品
huguangdeng 弧光灯
hugujiu 虎骨酒
huguojun 护国军
huhuanxing 互换性
huianxian 惠安县
huibaise 灰白色
huichejian 回车键
huichenchen 灰沉沉
huichongbing 蛔虫病
huidazhe 回答者
huifaxing 挥发性
huifuli 恢复力
huigengsi 惠更斯
huiguinian 回归年
huiguire 回归热
huiguixian 回归线
huiguniang 灰姑娘
huihechu 汇合处
huihedian 汇合点
huihese 灰褐色
huihuashi 绘画史
huihuatu 灰化土
huijiaba 回家吧
huiketing 会客厅
huilaojia 回老家
huiliuhan 回流焊
huilvse 灰绿色
huimengmeng 灰蒙蒙
huimiexing 毁灭性
huiniangjia 回娘家
huishoulv 回收率
huishuixian 惠水县
huisudao 回溯到
huitoujian 回头见
huituyi 绘图仪
huituyuan 绘图员
huituzhi 绘图纸
huiwenshi 回文诗
huixiangdou 茴香豆
huixiede 诙谐地
huixingzhen 回形针
huixuanqu 回旋曲
huiyanan 回延安
huiyilu 回忆录
huiyinbi 回音壁
huiyiqi 回忆起
huiyishi 会议室
huiyiting 会议厅
huiyuanguo 会员国
huiyuanzheng 会员证
huizhitu 绘制图
huizhouqu 徽州区
huizhuanyao 回转窑
huizhutie 灰铸铁
huizongbiao 汇总表
hujiaofen 胡椒粉
hujiaosheng 呼叫声
hujintao 胡锦涛
hujuren 胡居仁
hulianwang 互联网
hulifei 护理费
hulixue 护理学
hulunhu 呼伦湖
huluobo 胡萝卜
hulusi 葫芦丝
hulutou 葫芦头
humujing 护目镜
hunansheng 湖南省
hunchenglv 混成旅
hunguoqu 昏过去
hunheqi 混合气
hunheshi 混合式
hunheti 混合体
hunhewu 混合物
hunhexing 混合型
hunheye 混合液
hunjiaolin 混交林
hunjinqu 混进去
hunningji 混凝剂
hunningtu 混凝土
huntianyi 浑天仪
huntongyu 混同于
hunyinfa 婚姻法
huobajie 火把节
huobuliao 活不了
huobusi 霍布斯
huochengyan 火成岩
huochepiao 火车票
huochetou 火车头
huochezhan 火车站
huochuqu 豁出去
huodaolao 活到老
huodexing 获得性
huodezhe 获得者
huodianzhan 火电站
huodidao 火地岛
huodongjia 活动家
huodongke 活动课
huodongliang 活动量
huodongqu 活动区
huodongxing 活动性
huoduojiu 活多久
huofeimen 或非门
huofuman 霍夫曼
huoguodian 火锅店
huohongse 火红色
huohuade 霍华德
huohuaji 活化剂
huohuaneng 活化能
huohuasai 火花塞
huohuashi 活化石
huojiangzhe 获奖者
huojushou 火炬手
huolala 火辣辣
huolieniao 火烈鸟
huoluzi 火炉子
huomianquan 豁免权
huopode 活泼地
huopusa 活菩萨
huoqubing 霍去病
huoranxing 或然性
huosaigan 活塞杆
huosaishi 活塞式
huoshanhui 火山灰
huoshankou 火山口
huoshanyan 火山岩
huoshaodao 火烧岛
huoshengsheng 活生生
huoshengzhe 获胜者
huoshiwu 或事物
huoxiaqu 活下去
huoxingche 火星车
huoxingji 活性剂
huoxingtan 活性炭
huoxini 和稀泥
huoyanshan 火焰山
huoyaotong 火药桶
huoyuedu 活跃度
huoyueqi 活跃期
huozheshuo 或者说
huquanqiu 弧圈球
husanniang 扈三娘
huseji 护色剂
hutiaoxia 虎跳峡
hutonger 胡同儿
hutongkou 胡同口
hutongxing 互通性
huturen 糊涂人
huweijian 护卫舰
huxiaosheng 呼啸声
huxidao 呼吸道
huxinting 湖心亭
huxiqi 呼吸器
huxuanwu 胡旋舞
huxueyan 胡雪岩
huyanglin 胡杨林
huyaobang 胡耀邦
huyepin 胡也频
huyuzhi 胡愈之
huzhiming 胡志明
huzhizi 胡枝子
huzhoushi 湖州市
huzhuzu 互助组
jiabajin 加把劲
jiabaoyu 贾宝玉
jiabuzhu 架不住
jiadena 加德纳
jiadianyan 加碘盐
jiadianzi 价电子
jiadingqu 嘉定区
jiadingxing 假定性
jiadongzuo 假动作
jiaerwen 加尔文
jiafaqi 加法器
jiagedi 价格低
jiagongchang 加工厂
jiagongfei 加工费
jiagongjian 加工件
jiagongpin 加工品
jiagongqu 加工区
jiagongye 加工业
jiagoutu 架构图
jiaguwen 甲骨文
jiahairen 加害人
jiajialin 加加林
jiajianfa 加减法
jiajiangxian 夹江县
jiajiemi 加解密
jiajihua 甲基化
jiajinshan 夹金山
jiajuchang 家具厂
jiajutu 家居图
jiakeshan 夹克衫
jialebi 加勒比
jialilve 伽利略
jialingjiang 嘉陵江
jialining 加里宁
jialiren 家里人
jiamenkou 家门口
jiamianju 假面具
jiamianli 加冕礼
jiamubiao 价目表
jiamudan 价目单
jianada 加拿大
jianali 加那利
jianbianse 渐变色
jianbihua 简笔画
jianbingjian 肩并肩
jianbingqi 间冰期
