aba 阿巴
huzun 互尊
jiaan 甲胺
jiaao 夹袄
jiaban 加班
jiabei 加倍
jiaben 甲苯
jiabian 加边
jiabin 嘉宾
jiabing 甲兵
jiacai 夹菜
jiacan 家蚕
jiaceng 夹层
jiachan 家产
jiachang 加长
jiachao 假钞
jiache 驾车
jiachen 家臣
jiacheng 加成
jiachi 夹持
jiachong 甲虫
jiachu 家畜
jiachuan 驾船
jiachun 甲醇
jiaci 家慈
jiacu 加粗
jiada 加大
jiadai 夹带
jiadao 加到
jiadi 价低
jiadian 家电
jiading 假定
jiaduo 加多
jiafa 加法
jiafang 甲方
jiafen 加分
jiafeng 夹缝
jiafu 家父
jiagai 加盖
jiagao 加高
jiage 价格
jiagei 嫁给
jiagen 假根
jiagong 加工
jiagou 架构
jiagu 加固
jiagua 加挂
jiaguan 加官
jiagui 家规
jiaguo 家国
jiahao 加号
jiahe 嘉禾
jiahou 加厚
jiahua 假话
jiahuo 家伙
jiaji 夹击
jiajia 家家
jiajian 加减
jiajiang 嘉奖
jiajiao 家教
jiajie 嫁接
jiajin 夹紧
jiajing 家境
jiaju 家具
jiajuan 家眷
jiajun 家君
jiake 甲壳
jiakong 架空
jiakuai 加快
jiakuan 价款
jiali 家里
jialian 价廉
jialiang 架梁
jialiao 加料
jialing 假令
jialun 加仑
jialv 加氯
jiama 家马
jiamao 假冒
jiamei 假寐
jiamen 家门
jiameng 加盟
jiami 加密
jiamian 假面
jiaming 假名
jiamo 荚膜
jiamu 家母
jian 几案
jiana 加纳
jianai 兼爱
jianan 建安
jianao 煎熬
jianba 箭靶
jianban 减半
jianbang 肩膀
jianbao 见报
jianbei 兼备
jianbi 间壁
jianbian 简便
jianbiao 建表
jianbie 鉴别
jianbing 兼并
jianbo 检波
jianbu 肩部
jiancai 建材
jiance 检测
jiancha 检查
jianchan 减产
jianchang 建厂
jianchen 奸臣
jiancheng 建成
jianchi 坚持
jianchu 检出
jianchuan 舰船
jianci 见此
jiandai 肩带
jiandan 简单
jiandang 建党
jiandao 见到
jiande 见得
jiandi 减低
jiandian 检点
jiandiao 减掉
jiandie 间谍
jianding 鉴定
jiandu 监督
jianduan 简短
jiandui 舰队
jianduo 渐多
jianer 健儿
jianfa 减法
jianfang 建房
jianfei 减肥
jianfu 肩负
jiang 激昂
jiangan 江岸
jiangbei 奖杯
jiangbian 江边
jiangcai 酱菜
jiangchang 疆场
jiangche 将车
jiangcheng 奖惩
jiangchi 僵持
jiangcuo 讲错
jiangdao 降到
jiangde 讲得
jiangdi 降低
jiangdiao 降调
jiangdong 江东
jiangdou 豇豆
jiange 间隔
jiangfei 降费
jiangfu 降福
jianggan 蒋干
jiangge 讲个
jianggei 奖给
jiangguan 将官
jiangguo 讲过
jianghai 江海
jianghan 江汉
jianghao 讲好
jianghe 江河
jianghu 江湖
jianghua 讲话
jianghuai 江淮
jianghuang 姜黄
jianghui 将会
jiangji 降级
jiangjia 降价
jiangjiang 讲讲
jiangjie 讲解
jiangjin 奖金
jiangjing 江景
jiangjiu 讲究
jiangju 僵局
jiangjun 将军
jiangke 讲课
jiangkou 江口
jiangkui 姜夔
jianglai 将来
jiangli 奖励
jiangliao 浆料
jianglin 降临
jiangling 将领
jiangliu 江流
jiangluo 降落
jiangmen 将门
jiangmi 降幂
jiangmian 江面
jiangmou 姜某
jiangnan 江南
jiangning 江宁
jiangong 建功
jiangou 建构
jiangpai 奖牌
jiangpin 奖品
jiangping 讲评
jiangqi 降旗
jiangqing 讲情
jiangqiu 讲求
jiangquan 奖券
jiangren 匠人
jiangrou 酱肉
jiangshan 江山
jiangshang 江上
jiangshen 降神
jiangsheng 降生
jiangshi 僵尸
jiangshou 讲授
jiangshu 讲述
jiangshuai 将帅
jiangshui 降水
jiangsu 江苏
jiangtai 讲台
jiangtang 讲堂
jiangtong 将通
jiangtu 疆土
jiangtun 江豚
jiangu 坚固
jianguai 见怪
jianguan 监管
jianguang 见光
jiangui 见鬼
jianguo 见过
jiangwan 讲完
jiangwei 降为
jiangwen 降温
jiangwo 僵卧
jiangxi 江西
jiangxia 降下
jiangxiang 奖项
jiangxin 匠心
jiangxing 姜姓
jiangxu 降序
jiangxue 讲学
jiangya 降压
jiangyan 讲演
jiangyao 将要
jiangye 浆液
jiangyi 讲义
jiangyin 江阴
jiangying 僵硬
jiangyou 酱油
jiangyu 降雨
jiangyuan 江源
jiangzao 降噪
jiangzhang 奖章
jiangzhe 江浙
jiangzhi 降至
jiangzhong 江中
jiangzhou 江州
jiangzhuang 奖状
jiangzi 酱紫
jiangzuo 讲座
jianhao 建好
jianhe 检核
jianhu 监护
jianhua 简化
jianhuan 减缓
jianhui 捡回
jianhuo 间或
jianji 剪辑
jianjia 减价
jianjian 渐渐
jianjiang 健将
jianjiao 尖叫
jianjie 简介
jianjin 渐进
jianju 间距
jianjue 坚决
jianjun 建军
jiankai 剪开
jiankang 健康
jianke 见客
jiankong 监控
jiankou 剪口
jianku 艰苦
jiankuan 肩宽
jianlang 健朗
jianlao 监牢
jianle 建了
jianli 建立
jianlian 简练
jianliang 见谅
jianlong 剑龙
jianlou 简陋
jianluo 溅落
jianlve 简略
jianman 减慢
jianmao 剪毛
jianmei 健美
jianmian 见面
jianmiao 建庙
jianmie 歼灭
jianmin 贱民
jianming 简明
jianmo 建模
jiannan 艰难
jianneng 键能
jiannian 建年
jianniao 鲣鸟
jianning 奸佞
jiannuan 渐暖
jiannuo 践诺
jianpai 减排
jianpan 键盘
jianpiao 检票
jianpu 俭朴
jianqi 捡起
jianqiang 坚强
jianqiao 剑桥
jianqie 剪切
jianqing 减轻
jianqiu 毽球
jianqu 减去
jianquan 健全
jianqun 建群
jianren 坚忍
jianrong 兼容
jianru 键入
jianrui 尖锐
jianruo 减弱
jianse 艰涩
jianshang 鉴赏
jianshao 减少
jianshe 建设
jianshen 健身
jiansheng 建省
jianshi 监视
jianshou 坚守
jianshu 简述
jianshui 减税
jianshuo 健硕
jiansu 减速
jiansuan 尖酸
jiansun 减损
jiansuo 检索
jianta 践踏
jiantao 检讨
jianti 健体
jiantian 见天
jiantiao 肩挑
jiantie 剪贴
jianting 监听
jiantou 箭头
jiantu 见图
jiantui 减退
jianwai 见外
jianwan 建完
jianwang 健旺
jianwei 键位
jianwen 见闻
jianwu 剑舞
jianxi 见习
jianxia 剪下
jianxian 艰险
jianxiao 减小
jianxie 简写
jianxin 坚信
jianxing 践行
jianxiu 检修
jianxuan 拣选
jianya 减压
jianyan 检验
jianyao 简要
jianye 建业
jianyi 建议
jianyin 奸淫
jianying 坚硬
jianyong 兼用
jianyou 建有
jianyu 监狱
jianyuan 减员
jianyue 简约
jianzai 建在
jianzao 建造
jianze 拣择
jianzei 奸贼
jianzha 奸诈
jianzhang 舰长
jianzhe 见者
jianzhen 坚贞
jianzheng 见证
jianzhi 简直
jianzhou 建州
jianzhu 建筑
jianzhuang 健壮
jianzi 尖子
jianzou 间奏
jianzu 减租
jianzui 尖嘴
jianzuo 间作
jiaoan 教案
jiaoao 骄傲
jiaobai 茭白
jiaoban 搅拌
jiaobang 胶棒
jiaobei 脚背
jiaoben 脚本
jiaobian 脚边
jiaobing 交兵
jiaobu 脚步
jiaocai 教材
jiaocha 交叉
jiaochai 交差
jiaochang 较长
jiaoche 轿车
jiaochen 娇嗔
jiaocheng 教程
jiaochi 角尺
jiaochu 交出
jiaoci 较次
jiaocun 交存
jiaocuo 交错
jiaoda 较大
jiaodai 交代
jiaodan 交单
jiaodao 教导
jiaodeng 脚蹬
jiaodi 脚底
jiaodian 焦点
jiaodie 交叠
jiaoding 校订
jiaodong 搅动
jiaodu 角度
jiaoduan 绞断
jiaodui 校对
jiaoer 焦耳
jiaofa 叫法
jiaofang 教坊
jiaofei 缴费
jiaofeng 交锋
jiaofu 交付
jiaogan 交感
jiaoge 交割
jiaogei 交给
jiaogen 脚跟
jiaogong 教工
jiaogu 骄固
jiaoguan 教官
jiaoguang 较广
jiaogui 交规
jiaohan 叫喊
jiaohao 叫好
jiaohe 交合
jiaohei 焦黑
jiaoheng 骄横
jiaohou 较厚
jiaohu 交互
jiaohua 狡猾
jiaohuai 脚踝
jiaohuan 交换
jiaohuang 教皇
jiaohui 教会
jiaohun 搅浑
jiaohuo 交货
jiaoji 交际
jiaojia 交加
jiaojian 脚尖
jiaojiao 教教
jiaojie 交接
jiaojin 较近
jiaojing 交警
jiaoju 焦距
jiaojuan 胶卷
jiaojue 叫绝
jiaokou 交口
jiaoku 叫苦
jiaole 交了
jiaolei 焦雷
jiaolian 教练
jiaoliang 较量
jiaoliao 脚镣
jiaoliu 交流
jiaolong 蛟龙
jiaolou 角楼
jiaolu 焦炉
jiaoluan 搅乱
jiaoluo 角落
jiaolv 焦虑
jiaoma 叫骂
jiaomai 叫卖
jiaoman 较慢
jiaomei 娇媚
jiaomen 轿门
jiaomian 脚面
jiaomie 剿灭
jiaomin 教民
jiaomo 角膜
jiaomu 酵母
jiaona 缴纳
jiaonan 较难
jiaonang 胶囊
jiaonen 娇嫩
jiaoneng 较能
jiaoni 胶泥
jiaopai 教派
jiaopan 绞盘
jiaopei 交配
jiaopi 胶皮
jiaopian 胶片
jiaopiao 角票
jiaoqi 娇气
jiaoqian 交钱
jiaoqiang 较强
jiaoqing 交情
jiaoqiu 角球
jiaoqu 郊区
jiaoren 教人
jiaorong 交融
jiaorou 娇柔
jiaoru 胶乳
jiaoruan 较软
jiaoruo 较弱
jiaosha 绞杀
jiaoshang 脚上
jiaoshao 较少
jiaoshe 交涉
jiaosheng 叫声
jiaoshi 教师
jiaoshou 教授
jiaoshu 教书
jiaoshui 浇水
jiaosi 绞死
jiaosu 酵素
jiaosui 搅碎
jiaota 教他
jiaotan 交谈
jiaotang 教堂
jiaotao 脚套
jiaoti 交替
jiaotiao 教条
jiaoting 教廷
jiaotong 交通
jiaotou 教头
jiaotu 教徒
jiaowai 郊外
jiaowan 较晚
jiaowang 交往
jiaowei 较为
jiaowu 交恶
jiaoxi 较细
jiaoxia 脚下
jiaoxian 交线
jiaoxiang 交响
jiaoxiao 娇小
jiaoxie 交卸
jiaoxin 交心
jiaoxing 侥幸
jiaoxue 教学
jiaoxun 教训
jiaoyan 教研
jiaoyang 教养
jiaoyi 交易
jiaoyin 脚印
jiaoying 较硬
jiaoyou 交友
jiaoyu 教育
jiaoyuan 较远
jiaoyun 搅匀
jiaozao 焦躁
jiaozha 狡诈
jiaozhai 较窄
jiaozhan 交战
jiaozhang 脚掌
jiaozheng 矫正
jiaozhi 交织
jiaozhong 较重
jiaozhou 胶州
jiaozhu 浇筑
jiaozhuang 胶状
jiaozhun 校准
jiaozhuo 焦灼
jiaozi 饺子
jiaozu 交租
jiaozuo 叫作
jiapeng 加蓬
jiapin 家贫
jiapu 家谱
jiaqi 假期
jiaqian 价钱
jiaqiang 加强
jiaqiao 架桥
jiaqin 家禽
jiaqing 嘉庆
jiaqu 嫁娶
jiaquan 甲醛
jiare 加热
jiaren 家人
jiari 假日
jiaru 加入
jiaruo 假若
jiasai 加塞
jiasha 袈裟
jiashan 假山
jiashang 加上
jiashe 假设
jiashen 加深
jiasheng 假声
jiashi 驾驶
jiashou 加收
jiashu 家属
jiashui 加水
jiashuo 假说
jiasu 加速
jiasuan 甲酸
jiasuo 枷锁
jiatang 加糖
jiating 家庭
jiatou 夹头
jiatu 家兔
jiatui 假腿
jiatuo 假托
jiawan 甲烷
jiawei 价位
jiawen 加温
jiawu 家务
jiaxi 家系
jiaxiang 家乡
jiaxiao 家小
jiaxie 加些
jiaxin 加薪
jiaxing 甲型
jiaxuan 加选
jiaxun 家训
jiaya 加压
jiayan 家宴
jiayang 家养
jiayao 假药
jiaye 家业
jiayi 加一
jiayin 加印
jiaying 家蝇
jiayong 家用
jiayou 加油
jiayu 驾驭
jiayuan 家园
jiaza 夹杂
jiazai 加载
jiazao 假造
jiazeng 加增
jiazhang 家长
jiazhao 驾照
jiazhe 驾着
jiazheng 家政
jiazhi 价值
jiazhong 家中
jiazhou 加州
jiazhu 夹住
jiazhuang 假装
jiazi 夹子
jiazu 家族
jiazuo 佳作
jiba 几把
jibai 几百
jiban 羁绊
jibao 极薄
jibei 几倍
jiben 基本
jibi 击毙
jibian 即便
jibie 级别
jibing 疾病
jibo 激波
jibu 几步
jicai 荠菜
jicang 机舱
jice 计策
jiceng 基层
jicha 稽查
jichang 机场
jichao 讥嘲
jiche 机车
jicheng 集成
jichi 鸡翅
jichou 寄愁
jichu 基础
jichuan 击穿
jichuang 机床
jichun 肌醇
jici 几次
jicu 急促
jicun 寄存
jicuo 记错
jida 极大
jidai 几代
jidan 鸡蛋
jidang 激荡
jidao 即到
jide 记得
jidi 基地
jidian 几点
jidiao 基调
jidie 急跌
jiding 既定
jidong 激动
jidu 极度
jiduan 极端
jidui 挤兑
jidun 几吨
jiduo 几多
jie 饥饿
jiean 结案
jieba 结疤
jiebai 洁白
jieban 结伴
jiebang 接棒
jiebao 捷报
jiebei 戒备
jiebian 街边
jiebie 界别
jiebing 结冰
jiebo 接驳
jiecai 芥菜
jiecao 节操
jieceng 阶层
jiecha 接插
jiechang 结肠
jiechao 解嘲
jieche 接车
jiecheng 竭诚
jiechi 劫持
jiechou 解愁
jiechu 接触
jiechuan 揭穿
jieci 借此
jiecuo 接错
jieda 解答
jiedai 接待
jiedao 街道
jiede 解得
jiedeng 街灯
jiedi 姐弟
jiedian 节点
jiediao 揭掉
jieding 界定
jiedong 解冻
jiedu 解读
jieduan 阶段
jiedui 结对
jieduo 劫夺
jiefa 揭发
jiefang 解放
jiefeng 解封
jiefu 嗟夫
jiegan 秸秆
jiege 借个
jiegei 借给
jiegeng 桔梗
jiegou 结构
jiegu 解雇
jieguan 接管
jiegui 接轨
jieguo 结果
jiehe 结合
jiehen 解恨
jiehou 节后
jiehu 介乎
jiehun 结婚
jiehuo 截获
jieji 阶级
jiejian 借鉴
jiejiao 结交
jiejie 姐姐
jiejin 接近
jiejing 捷径
jiejiu 解救
jieju 结局
jiejue 解决
jiekai 解开
jieke 解渴
jiekong 皆空
jiekou 借口
jiekuai 结块
jiekuan 借款
jielai 借来
jiele 结了
jielei 街垒
jieli 竭力
jielian 接连
jielin 接邻
jieling 节令
jieliu 截留
jielong 接龙
jielu 揭露
jielun 结论
jielv 戒律
jielve 劫掠
jiema 解码
jieman 届满
jiemao 睫毛
jiemei 姐妹
jiemeng 结盟
jiemi 揭秘
jiemian 界面
jieming 街名
jiemo 芥末
jiemu 节目
jiena 接纳
jienan 劫难
jienei 界内
jieneng 节能
jiepai 节拍
jiepan 接盘
jieping 截屏
jiepo 揭破
jiepou 解剖
jieqi 节气
jieqia 接洽
jieqian 借钱
jieqiao 介壳
jieqin 结亲
jieqing 结清
jieqiu 接球
jiequ 街区
jier 继而
jieran 截然
jierang 接壤
jiere 解热
jieren 接任
jieri 节日
jieru 接入
jiesan 解散
jieshan 借扇
jieshang 街上
jieshao 介绍
jieshe 结社
jieshen 洁身
jiesheng 节省
jieshi 解释
jieshou 接受
jieshu 结束
jieshuang 结霜
jieshui 节水
jieshuo 解说
jiesi 杰斯
jiesong 接送
jiesu 借宿
jiesuan 结算
jiesun 接榫
jiesuo 解锁
jietan 嗟叹
jieti 解题
jietiao 借条
jietie 揭帖
jieting 接听
jietong 接通
jietou 街头
jietu 截图
jietuo 解脱
jiewai 界外
jiewang 结网
jiewei 结尾
jiewen 接吻
jiewu 街舞
jiexi 解析
jiexia 接下
jiexian 界限
jiexiang 街巷
jiexiao 揭晓
jiexu 接续
jiexuan 节选
jieya 解压
jieyan 戒烟
jieyao 节要
jieyi 介意
jieying 接应
jieyong 借用
jieyou 解忧
jieyu 介于
jieyuan 结怨
jieyue 节约
jieza 结扎
jiezai 接在
jieze 诘责
jiezhan 接站
jiezhang 结账
jiezhe 接着
jiezhen 接诊
jiezhi 戒指
jiezhong 接种
jiezhou 桀纣
jiezhu 借助
jiezi 介子
jiezou 节奏
jiezui 接嘴
jiezuo 杰作
jifa 激发
jifan 几番
jifang 机房
jifei 计费
jifen 积分
jifeng 疾风
jifu 肌肤
jigan 鸡肝
jigang 纪纲
jigao 极高
jige 几个
jigei 寄给
jigen 几根
jigong 技工
jigou 机构
jigu 击鼓
jigua 记挂
jiguan 机关
jiguang 激光
jigui 机柜
jiguo 记过
jihai 己亥
jihan 饥寒
jihang 几行
jihao 记号
jihe 集合
jihen 嫉恨
jihu 几乎
jihua 计划
jihuai 极坏
jihuan 疾患
jihuang 饥荒
jihui 机会
jihuo 激活
jiji 积极
jijia 几家
jijian 几件
jijiang 即将
jijiao 计较
jijie 季节
jijin 基金
jijing 寂静
jijiu 急救
jiju 极具
jikang 嵇康
jike 即可
jikou 几口
jiku 疾苦
jikuai 几块
jikuan 几款
jikui 击溃
jilai 寄来
jilang 激浪
jilao 记牢
jile 极了
jilei 积累
jileng 极冷
jili 激励
jilian 级联
jiliang 剂量
jiliao 寂寥
jilie 激烈
jilin 吉林
jiling 机灵
jiliu 激流
jilu 记录
jilun 机轮
jiluo 击落
jilv 纪律
jiman 挤满
jimang 急忙
jimao 鸡毛
jimei 集美
jimi 机密
jimiao 几秒
jimie 寂灭
jimin 机敏
jiming 几名
jimo 寂寞
jimou 计谋
jimu 积木
jina 缉拿
jinai 挤奶
jinan 极难
jinbai 近百
jinbao 紧抱
jinbei 金杯
jinbeng 紧绷
jinbi 金币
jinbian 金边
jinbing 进兵
jinbo 金箔
jinbu 进步
jincan 进餐
jincao 今草
jinchan 金蝉
jinchang 进场
jinchao 金朝
jinchen 今晨
jincheng 进程
jinchi 矜持
jinchu 进出
jinchun 今春
jinci 晋祠
jincou 紧凑
jincun 仅存
jindai 近代
jindao 进到
jinde 进得
jindi 禁地
jindian 进店
jindiao 金雕
jinding 紧盯
jindou 筋斗
jindu 进度
jinduan 禁断
jine 金额
jinei 机内
jineng 技能
jiner 进而
jinfa 进发
jinfan 进犯
jinfang 谨防
jinfen 金粉
jinfeng 进奉
jingai 敬爱
jingan 静安
jingang 金刚
jingao 精奥
jingban 经办
jingbao 警报
jingbei 警备
jingbi 竟比
jingbian 井边
jingbo 颈脖
jingbu 颈部
jingcai 精彩
jingce 警策
jingcha 警察
jingchang 经常
jingchao 精巢
jingche 警车
jingcheng 京城
jingci 敬辞
jingcui 精粹
jingdai 惊呆
jingdang 精当
jingdao 粳稻
jingdi 境地
jingdian 经典
jingding 静定
jingdong 惊动
jingdu 精度
jinge 惊愕
jingen 紧跟
jingfang 警方
jingfei 经费
jingfeng 劲风
jinggai 井盖
jinggan 竟敢
jinggao 警告
jingge 晶格
jinggeng 精耕
jinggong 精工
jinggu 胫骨
jingguan 景观
jingguang 精光
jingguo 经过
jinghai 惊骇
jinghan 精悍
jinghang 京杭
jinghao 警号
jinghe 泾河
jinghong 惊鸿
jinghou 静候
jinghu 惊呼
jinghua 精华
jinghuang 惊慌
jinghui 竟会
jingji 经济
jingjia 精甲
jingjian 精简
jingjiang 荆江
jingjiao 惊叫
jingjie 境界
jingjin 京津
jingjing 静静
jingjiu 敬酒
jingju 京剧
jingjuan 经卷
jingjue 警觉
jingkang 靖康
jingke 荆轲
jingkong 惊恐
jingkou 井口
jingkuang 境况
jinglai 竟来
jinglan 井栏
jinglao 敬老
jinglei 惊雷
jingli 经理
jinglian 精炼
jingliang 精良
jingling 精灵
jingliu 径流
jingluan 痉挛
jinglun 腈纶
jingluo 经络
jinglv 劲旅
jinglve 经略
jingmai 静脉
jingmao 经贸
jingmei 精美
jingmen 荆门
jingmeng 惊梦
jingmi 精密
jingmian 镜面
jingmiao 精妙
jingming 精明
jingmo 静默
jingmu 静穆
jingnei 境内
jingneng 竟能
jingnian 经年
jingnu 惊怒
jingnv 静女
jingong 进攻
jingpei 敬佩
jingpen 井喷
jingpi 精辟
jingpian 镜片
jingpin 精品
jingpo 景颇
jingqi 惊奇
jingqian 镜前
jingqiang 京腔
jingqiao 精巧
jingqing 敬请
jingqu 景区
jingquan 警犬
jingque 精确
jingran 竟然
jingrao 惊扰
jingren 惊人
jingru 竟如
jingrui 精锐
jingsai 竞赛
jingse 景色
jingsha 鲸鲨
jingshan 景山
jingshang 经商
jingshen 精神
jingsheng 净胜
jingshi 竟是
jingshou 经受
jingshu 经书
jingshui 净水
jingsi 竟似
jingsong 劲松
jingsu 竞速
jingsui 精髓
jingtai 静态
jingtan 惊叹
jingtao 惊涛
jingti 警惕
jingtian 井田
jingting 静听
jingtong 精通
jingtou 镜头
jingtu 净土
jingu 禁锢
jingua 金瓜
jinguan 尽管
jinguang 金光
jinguo 晋国
jingwa 井蛙
jingwai 境外
jingwei 警卫
jingwen 经文
jingwu 景物
jingxi 惊喜
jingxia 惊吓
jingxian 惊险
jingxiang 镜像
jingxiao 经销
jingxin 精心
jingxing 惊醒
jingxuan 精选
jingxue 经学
jingya 惊讶
jingyan 经验
jingyang 敬仰
jingyao 精要
jingye 敬业
jingyi 敬意
jingying 经营
jingyou 经由
jingyu 境遇
jingyuan 警员
jingyun 京韵
jingzeng 净增
jingzhai 静斋
jingzhan 精湛
jingzhang 京张
jingzhao 京兆
jingzhe 惊蛰
jingzhen 晶振
jingzheng 竞争
jingzhi 精致
jingzhong 敬重
jingzhou 荆州
jingzhu 竞逐
jingzhuan 经传
jingzhuang 精装
jingzhui 颈椎
jingzhun 精准
jingzi 镜子
jingzou 竞走
jingzu 京族
jingzuo 静坐
jinhai 近海
jinhou 今后
jinhu 近乎
jinhua 进化
jinhuai 襟怀
jinhuang 金黄
jinhuo 进货
jinian 几年
jining 济宁
jinji 紧急
jinjia 进价
jinjian 进谏
jinjiang 金奖
jinjiao 近郊
jinjie 进阶
jinjin 仅仅
jinjing 进京
jinju 金句
jinjue 禁绝
jinjun 进军
jinkan 近看
jinkao 仅靠
jinkou 进口
jinku 金库
jinkuai 尽快
jinkuan 进款
jinkuang 金矿
jinlai 进来
jinli 尽力
jinliang 尽量
jinliao 进料
jinlin 紧邻
jinling 金陵
jinlong 金龙
jinlu 近路
jinlun 锦纶
jinmai 筋脉
jinman 浸满
jinmao 今貌
jinmen 进门
jinmi 紧密
jinmo 浸没
jinmou 金某
jinnan 晋南
jinneng 仅能
jinnian 今年
jinou 金瓯
jinpai 金牌
jinpang 近旁
jinpao 浸泡
jinping 仅凭
jinpo 紧迫
jinqi 近期
jinqian 金钱
jinqiao 金桥
jinqin 近亲
jinqing 尽情
jinqiu 进球
jinqu 进去
jinquan 金券
jinque 紧缺
jinran 浸染
jinren 今人
jinri 今日
jinrong 金融
jinrou 筋肉
jinru 进入
jinruan 浸软
jinrun 浸润
jinsai 禁赛
jinse 金色
jinsha 金沙
jinshan 金山
jinshang 晋商
jinshe 金蛇
jinshen 谨慎
jinsheng 今生
jinshi 进食
jinshou 尽收
jinshu 金属
jinshui 进水
jinsi 近似
jinsui 紧随
jinsuo 紧缩
jinti 近体
jintian 今天
jintiao 金条
jintie 津贴
jintou 尽头
jintui 进退
jinu 激怒
jinuo 基诺
jinwan 今晚
jinwang 晋王
jinwei 仅为
jinwen 金文
jinwo 紧握
jinwu 进屋
jinxi 今昔
jinxian 尽显
jinxiang 尽享
jinxiao 进校
jinxie 近些
jinxin 尽心
jinxing 进行
jinxiu 进修
jinxue 进学
jinyan 禁烟
jinyao 紧要
jinye 今夜
jinyi 仅以
jinyin 金银
jinyong 仅用
jinyou 尽有
jinyu 金鱼
jinyuan 近缘
jinyun 禁运
jinzai 浸在
jinzang 进藏
jinzao 尽早
jinze 尽责
jinzhan 进展
jinzhang 紧张
jinzhao 今朝
jinzhi 禁止
jinzhong 尽忠
jinzhu 进驻
jinzhuan 金砖
jinzhui 紧追
jinzi 金子
jinzu 禁阻
jionghu 迥乎
jiongjing 窘境
jiongjiong 炯炯
jiongpo 窘迫
jiongran 迥然
jiongyi 迥异
jiou 奇偶
jipao 疾跑
jipi 几匹
jipian 几篇
jipiao 机票
jipin 祭品
jipo 急迫
jipu 吉普
jiqi 极其
jiqian 几千
jiqiang 极强
jiqiao 技巧
jiqie 急切
jiqing 激情
jiqiu 击球
jiqu 汲取
jiquan 集权
jiqun 集群
jiran 既然
jire 极热
jiren 几人
jiri 即日
jirou 肌肉
jiru 计入
jiruo 极弱
jisan 集散
jise 基色
jishang 机上
jishao 极少
jishen 机身
jisheng 几声
jishi 及时
jishou 棘手
jishu 技术
jishui 积水
jisi 祭祀
jisong 寄送
jisu 激素
jisuan 计算
jisui 几岁
jisuo 几所
jita 吉他
jitai 几台
jitan 祭坛
jitang 鸡汤
jitao 几套
jiti 集体
jitian 几天
jitiao 几条
jiting 急停
jitong 几桶
jitou 机头
jituan 集团
jitui 击退
jituo 寄托
jiuba 酒吧
jiubai 九百
jiubei 酒杯
jiubie 就别
jiubu 旧部
jiucai 韭菜
jiucan 就餐
jiucha 纠察
jiuchan 纠缠
jiuchang 酒厂
jiuchen 旧臣
jiucheng 旧城
jiuchi 臼齿
jiuchong 九重
jiuchou 酒筹
jiuchu 救出
jiuci 就此
jiucuo 纠错
jiuda 九大
jiudeng 久等
jiudi 就地
jiudian 酒店
jiudou 揪斗
jiudu 就读
jiuen 旧恩
jiuer 九二
jiufa 旧法
