藏匿	cangni
一走了之	yizouliaozhi
环境卫生	huanjingweisheng
玩物	wanwu
死无对证	siwuduizheng
一动不动	yidongbudong
一块石头落地	yikuaishitouluodi
一二三	yiersan
一动不如一静	yidongburuyijing
来者不善善者不来	laizhebushanshanzhebulai
一声不吭	yishengbukeng
一声不响	yishengbuxiang
一去不回	yiqubuhui
来者不拒	laizhebuju
一去不复返	yiqubufufan
一场春梦	yichangchunmeng
万劫不复	wanjiebufu
来者不善	laizhebushan
盂县	yuxian
天真无邪	tianzhenwuxie
天塌地陷	tiantadixian
青云直上	qingyunzhishang
天无二日	tianwuerri
王老吉	wanglaoji
事过境迁	shiguojingqian
一干二净	yiganerjing
天南地北	tiannandibei
一堆堆	yiduidui
玩弄	wannong
一朝天子一朝臣	yichaotianziyichaochen
王老五	wanglaowu
更进一步	gengjinyibu
一朝一夕	yizhaoyixi|yichaoyixi
万无一失	wanwuyishi
平起平坐	pingqipingzuo
青霉素	qingmeisu
珐琅	falang
五十步笑百步	wushibuxiaobaibu
一起上	yiqishang
玩具	wanju
玩法	wanfa
死去活来	siquhuolai
环境污染	huanjingwuran
一寸光阴一寸金	yicunguangyinyicunjin
天南海北	tiannanhaibei
于是	yushi
一无是处	yiwushichu
玩味	wanwei
吞云吐雾	tunyuntuwu
下坡路	xiapolu
下载器	xiazaiqi
迂回	yuhui
于连	yulian
五雷轰顶	wuleihongding
迂曲	yuqu
青城山	qingchengshan
于丹	yudan
一霎那	yishana
于心	yuxin
一塌糊涂	yitahutu
残垣断壁	canyuanduanbi
平均数	pingjunshu
迂腐	yufu
一墙之隔	yiqiangzhige
玩家	wanjia
天壤之别	tianrangzhibie
一场空	yichangkong
一朝被蛇咬十年怕井绳	yizhaobeisheyaoshinianpajingsheng
一专多能	yizhuanduoneng
来去匆匆	laiqucongcong
瑞雪兆丰年	ruixuezhaofengnian
一块儿	yikuaier
一无所获	yiwusuohuo
一无所有	yiwusuoyou
一无所成	yiwusuocheng
副教授	fujiaoshou
一无所求	yiwusuoqiu
开场白	kaichangbai
一无所知	yiwusuozhi
一无所长	yiwusuochang
一无所得	yiwusuode
理直气壮	lizhiqizhuang
一无可取	yiwukequ
玩票	wanpiao
亚运村	yayuncun
来者可追	laizhekezhui
玩乐	wanle
玩笑	wanxiao
一元复始	yiyuanfushi
迂阔	yukuo
玩意	wanyi
玩好	wanhao
平均值	pingjunzhi
玩命	wanming
平地风波	pingdifengbo
玩偶	wanou
一鼓作气	yiguzuoqi
玩伴	wanban
天无绝人之路	tianwujuerenzhilu
再教育	zaijiaoyu
素未谋面	suweimoumian
天地良心	tiandiliangxin
画地为牢	huadiweilao
于谦	yuqian
责无旁贷	zewupangdai
一节	yijie
球茎	qiujing
一项	yixiang
球鞋	qiuxie
五菱	wuling
五七	wuqi
王菲	wangfei
王东	wangdong
王燕	wangyan
球菌	qiujun
王英	wangying
一世	yishi
顿开茅塞	dunkaimaose|dunkaimaosai
王蒙	wangmeng
一切	yiqie
一共	yigong
玫瑰花	meiguihua
王子	wangzi
夫子	fuzi
王孙	wangsun
一隅	yiyu
一阵	yizhen
一出	yichu
表现出	biaoxianchu
球队	qiudui
一队	yidui
一双	yishuang
一通	yitong
万事通	wanshitong
一对	yidui
球台	qiutai
五台	wutai
天理难容	tianlinanrong
一套	yitao
五大	wuda
王磊	wanglei
事与愿违	shiyuyuanwei
万事大吉	wanshidaji
天下大事	tianxiadashi
天下太平	tianxiataiping
璀璨夺目	cuicanduomu
至死不渝	zhisibuyu
一百	yibai
五百	wubai
一面	yimian
球面	qiumian
至死不悟	zhisibuwu
一碗	yiwan
天理不容	tianliburong
万死不辞	wansibuci
天下大乱	tianxiadaluan
球服	qiufu
一月	yiyue
五月	wuyue
王鹏	wangpeng
球胆	qiudan
表现力	biaoxianli
五脏	wuzang
一边	yibian
五彩	wucai
天王老子	tianwanglaozi
一支	yizhi
天下无双	tianxiawushuang
一动	yidong
一事无成	yishiwucheng
王城	wangcheng
一来二去	yilaierqu
来来去去	lailaiququ
一干	yigan
五十	wushi
一二	yier
一寸	yicun
一直	yizhi
一起	yiqi
王朝	wangchao
一朝	yizhao
五雷	wulei
一场	yichang
一块	yikuai
一声	yisheng
于事无补	yushiwubu
王勃	wangbo
一元	yiyuan
王者	wangzhe
天下无敌	tianxiawudi
一霎	yisha
一堆	yidui
球形	qiuxing
一开	yikai
一顿	yidun
一击	yiji
一致	yizhi
一天	yitian
一天天	yitiantian
五环	wuhuan
五天	wutian
一环	yihuan
一五一十	yiwuyishi
五一	wuyi
琵琶	pipa
瑟瑟	sese
一下	yixia
一天到晚	yitiandaowan
一带	yidai
一副	yifu
一事	yishi
一再	yizai
一两	yiliang
玛丽亚	maliya
天下一家	tianxiayijia
一万	yiwan
五万	wuwan
一来一往	yilaiyiwang
静下来	jingxialai
一平	yiping
夫妻	fuqi
五毒	wudu
一斑	yiban
一瞬	yishun
一步	yibu
下一步	xiayibu
一桌	yizhuo
一点	yidian
琅琅上口	langlangshangkou
五点	wudian
死于非命	siyufeiming
五虎	wuhu
一些	yixie
珍珠港	zhenzhugang
五湖	wuhu
王法	wangfa
一举	yiju
一夫当关万夫莫开	yifudangguanwanfumokai
天下兴亡匹夫有责	tianxiaxingwangpifuyouze
琳琅满目	linlangmanmu
平平淡淡	pingpingdandan
一堂	yitang
一觉	yijiao
五常	wuchang
一溜	yiliu
一派	yipai
一瞥	yipie
一流	yiliu
五洲	wuzhou
王晓	wangxiao
王明	wangming
一时	yishi
一旦	yidan
一早	yizao
一晃	yihuang
一日	yiri
五日	wuri
王晶	wangjing
两天晒网	liangtianshaiwang
一颗	yike
五星	wuxing
一览	yilan
球星	qiuxing
玲珑剔透	linglongtitou
事到临头	shidaolintou
一别	yibie
一味	yiwei
一号	yihao
五号	wuhao
一路	yilu
吞吞吐吐	tuntuntutu
一口	yikou
一品	yipin
球员	qiuyuan
一吹	yichui
一只	yizhi
一辆	yiliang
王国	wangguo
末班车	mobanche
五四	wusi
来来回回	lailaihuihui
一连	yilian
五连	wulian
一圈	yiquan
一轮	yilun
一曲	yiqu
一周	yizhou
一同	yitong
严刑峻法	yanxingjunfa
武夷山	wuyishan
一岁	yisui
一见	yijian
王刚	wanggang
五峰	wufeng
五内	wunei
王丹	wangdan
一层	yiceng
开天辟地	kaitianpidi
五层	wuceng
一局	yiju
一发	yifa
一致性	yizhixing
一心	yixin
一度	yidu
一类	yilei
王庆	wangqing
五庄	wuzhuang
王庄	wangzhuang
王业	wangye
球迷	qiumi
琢磨	zuomo
一粒	yili
一座	yizuo
王府	wangfu
珍珠粉	zhenzhufen
王座	wangzuo
一米	yimi
一字	yizi
王宏	wanghong
王冠	wangguan
一定	yiding
一家	yijia
一审	yishen
王宫	wanggong
正规军	zhengguijun
王军	wangjun
五官	wuguan
严严实实	yanyanshishi
平平安安	pingpinganan
王夫之	wangfuzhi
亚平宁	yapingning
替补	tibu
一窝	yiwo
玻璃窗	bolichuang
一宿	yixiu
一色	yise
五色	wuse
一角	yijiao
五旬	wuxun
一句	yiju
一名	yiming
玻璃钢	boligang
一顿饭	yidunfan
五金	wujin
形形色色	xingxingsese
琴键	qinjian
至理名言	zhilimingyan
一把	yiba
王后	wanghou
一抹	yimo
青天白日	qingtianbairi
五岳	wuyue
一所	yisuo
球探	qiutan
替换	tihuan
替死鬼	tisigui
一手	yishou
一气	yiqi
殊死搏斗	shusibodou
救死扶伤	jiusifushang
一批	yipi
五指	wuzhi
一栋	yidong
王权	wangquan
一杯	yibei
一顶	yiding
玻璃杯	bolibei
一枝	yizhi
一本	yiben
一档	yidang
一棵	yike
五哥	wuge
王杰	wangjie
一楼	yilou
五楼	wulou
天下本无事庸人自扰之	tianxiabenwushiyongrenziraozhi
环环相扣	huanhuanxiangkou
玻璃板	boliban
一样	yiyang
一根	yigen
一概	yigai
歼击机	jianjiji
一千	yiqian
一罐	yiguan
五千	wuqian
一等	yideng
一生	yisheng
一行	yihang|yixing
五行	wuxing
天下第一	tianxiadiyi
一年	yinian
五年	wunian
一段	yiduan
王牌	wangpai
一处	yichu
天天向上	tiantianxiangshang
五香	wuxiang
一种	yizhong
一身	yishen
一向	yixiang
替身	tishen
严于律己	yanyulvji
一番	yifan
一条	yitiao
来来往往	lailaiwangwang
规规矩矩	guiguijuju
开玩笑	kaiwanxiao
一般	yiban
替天行道	titianxingdao
一盘	yipan
一律	yilv
一篇	yipian
一并	yibing
王朔	wangshuo
一头	yitou
球状	qiuzhuang
球头	qiutou
一半	yiban
一间	yijian
五音	wuyin
五章	wuzhang
一部	yibu
一端	yiduan
一次	yici
再一次	zaiyici
一新	yixin
一道	yidao
王道	wangdao
王立	wangli
一准	yizhun
一闪	yishan
一门	yimen
球门	qiumen
五六	wuliu
玻璃门	bolimen
五羊	wuyang
一姐	yijie
王建	wangjian
一如	yiru
王妃	wangfei
夫婿	fuxu
五灵	wuling
夫君	fujun
万事如意	wanshiruyi
事到如今	shidaorujin
替代	tidai
一代	yidai
下一代	xiayidai
五代	wudai
王公	wanggong
一会	yihui
一表人才	yibiaorencai
理事会	lishihui
王伟	wangwei
一例	yili
一盒	yihe
一个	yige
五个	wuge
下一个	xiayige
一介	yijie
王爷	wangye
一体	yiti
一朵	yiduo
球体	qiuti
一件	yijian
王八	wangba
万事俱备	wanshijubei
一位	yiwei
王位	wangwei
一分	yifen
五分	wufen
一份	yifen
夫人	furen
五谷	wugu
万事俱备只欠东风	wanshijubeizhiqiandongfeng
一人	yiren
五人	wuren
王华	wanghua
王储	wangchu
一级	yiji
五级	wuji
一经	yijing
一组	yizu
一线	yixian
王强	wangqiang
一贯	yiguan
一缕	yilv
瑟缩	sesuo
王维	wangwei
一维	yiwei
一丝	yisi
琴弦	qinxian
一统	yitong
万事亨通	wanshihengtong
王充	wangchong
球衣	qiuyi
一齐	yiqi
一亩	yimu
一刻	yike
一遍	yibian
一户	yihu
王族	wangzu
一旁	yipang
一夜	yiye
一方	yifang
一文	yiwen
一言	yiyan
正式	zhengshi
政工	zhenggong
正巧	zhengqiao
正邪	zhengxie
下落	xialuo
正东	zhengdong
下世	xiashi
政区	zhengqu
正切	zhengqie
一辈子	yibeizi
正取	zhengqu
鄢陵	yanling
正职	zhengzhi
一目了然	yimuliaoran|yimuleran
下陷	xiaxian
下降	xiajiang
下联	xialian
下限	xiaxian
下坠	xiazhui
下马	xiama
下台	xiatai
下巴	xiaba
正大	zhengda
画虎不成反类犬	huahubuchengfanleiquan
玷辱	dianru
正在	zhengzai
下面	xiamian
正面	zhengmian
下达	xiada
正确	zhengque
正厅	zhengting
丐帮	gaibang
正太	zhengtai
正月	zhengyue
下肢	xiazhi
下边	xiabian
下腹	xiafu
正股	zhenggu
下载	xiazai
下坡	xiapo
下地	xiadi
下去	xiaqu
政协	zhengxie
政坛	zhengtan
下雨	xiayu
下士	xiashi
正直	zhengzhi
下井	xiajing
正南	zhengnan
下场	xiachang
正元	zhengyuan
政教	zhengjiao
一目十行	yimushihang|yimushixing
下雪	xiaxue
平步青云	pingbuqingyun
下下	xiaxia
一点一滴	yidianyidi
正理	zhengli
正事	zhengshi
政事	zhengshi
正规	zhenggui
画虎画皮难画骨	huahuhuapinanhuagu
下列	xialie
一步一个脚印	yibuyigejiaoyin
琥珀	hupo
更上一层楼	gengshangyicenglou
一颦一笑	yipinyixiao
下来	xialai
一步到位	yibudaowei
下毒	xiadu
下班	xiaban
正步	zhengbu
一步步	yibubu
正点	zhengdian
一点点	yidiandian
正餐	zhengcan
正眼	zhengyan
政治	zhengzhi
玷污	dianwu
正法	zhengfa
政法	zhengfa
下水	xiashui
下滑	xiahua
正常	zhengchang
下沉	xiachen
政党	zhengdang
正派	zhengpai
下酒	xiajiu
下海	xiahai
正当	zhengdang
下流	xialiu
下游	xiayou
下野	xiaye
正是	zhengshi
正题	zhengti
正电	zhengdian
下电	xiadian
正果	zhengguo
正中	zhengzhong
下跪	xiagui
下跌	xiadie
正路	zhenglu
正品	zhengpin
下颚	xiae
下咽	xiayan
正史	zhengshi
下置	xiazhi
下车	xiache
下田	xiatian
正轨	zhenggui
政界	zhengjie
正骨	zhenggu
与此同时	yucitongshi
正则	zhengze
下山	xiashan
下册	xiace
政见	zhengjian
正殿	zhengdian
正剧	zhengju
下层	xiaceng
下情	xiaqing
下蛋	xiadan
政局	zhengju
下发	xiafa
正业	zhengye
正火	zhenghuo
正数	zhengshu
政府	zhengfu
正字	zhengzi
一步之遥	yibuzhiyao
正宗	zhengzong
下家	xiajia
政审	zhengshen
正宫	zhenggong
下官	xiaguan
政客	zhengke
正视	zhengshi
正色	zhengse
正解	zhengjie
下旬	xiaxun
正名	zhengming
正负	zhengfu
下饭	xiafan
下铺	xiapu
下狱	xiayu
一点儿	yidianer
正反	zhengfan
下拜	xiabai
下摆	xiabai
下探	xiatan
下手	xiashou
正气	zhengqi
正手	zhengshou
下拉	xiala
亚非拉	yafeila
下挫	xiacuo
正极	zhengji
政权	zhengquan
下棋	xiaqi
下标	xiabiao
正本	zhengben
下榻	xiata
下楼	xialou
两虎相斗	lianghuxiangdou
政要	zhengyao
正楷	zhengkai
政敌	zhengdi
下笔	xiabi
政务	zhengwu
下午	xiawu
正午	zhengwu
下垂	xiachui
下等	xiadeng
下行	xiaxing
政制	zhengzhi
正版	zhengban
正牌	zhengpai
正片	zhengpian
正处	zhengchu
下种	xiazhong
下身	xiashen
正身	zhengshen
政策	zhengce
下盘	xiapan
下乘	xiacheng
政委	zhengwei
万紫千红	wanziqianhong
下头	xiatou
下装	xiazhuang
正装	zhengzhuang
下疳	xiagan
下半	xiaban
下单	xiadan
下部	xiabu
下端	xiaduan
下次	xiaci
正交	zhengjiao
正道	zhengdao
正门	zhengmen
正好	zhenghao
下刀	xiadao
正值	zhengzhi
正传	zhengzhuan
正佳	zhengjia
下颌	xiahe
一步登天	yibudengtian
正途	zhengtu
政企	zhengqi
正像	zhengxiang
下风	xiafeng
政风	zhengfeng
下体	xiati
政体	zhengti
正体	zhengti
天上人间	tianshangrenjian
正位	zhengwei
下位	xiawei
下人	xiaren
弄虚作假	nongxuzuojia
下令	xialing
下凡	xiafan
政令	zhengling
下级	xiaji
正经	zhengjing
政经	zhengjing
下线	xiaxian
政绩	zhengji
政纲	zhenggang
政纪	zhengji
正比	zhengbi
正统	zhengtong
正弦	zhengxian
与虎谋皮	yuhumoupi
到此为止	daociweizhi
正误	zhengwu
正房	zhengfang
政变	zhengbian
正义	zhengyi
政论	zhenglun
正文	zhengwen
下文	xiawen
下方	xiafang
正方	zhengfang
下酒菜	xiajiucai
开源节流	kaiyuanjieliu
救世	jiushi
麦当劳	maidanglao
救药	jiuyao
救荒	jiuhuang
正当防卫	zhengdangfangwei
玩游戏	wanyouxi
一尘不染	yichenburan
武汉大学	wuhandaxue
求成	qiucheng
一举成名	yijuchengming
一波三折	yibosanzhe
琐碎	suosui
一派胡言	yipaihuyan
求助	qiuzhu
救助	jiuzhu
救驾	jiujia
求爱	qiuai
平淡无奇	pingdanwuqi
天河城	tianhecheng
一波未平一波又起	yiboweipingyiboyouqi
求雨	qiuyu
求真	qiuzhen
救场	jiuchang
求索	qiusuo
五光十色	wuguangshise
两小无猜	liangxiaowucai
一清二白	yiqingerbai
一清二楚	yiqingerchu
求教	qiujiao
一举一动	yijuyidong
求救	qiujiu
一潭死水	yitansishui
一举两得	yijuliangde
政治上	zhengzhishang
青光眼	qingguangyan
王小波	wangxiaobo
救治	jiuzhi
青海湖	qinghaihu
天涯海角	tianyahaijiao
玉渊潭	yuyuantan
青海省	qinghaisheng
救济	jiuji
五湖四海	wuhusihai
救赎	jiushu
武当山	wudangshan
求购	qiugou
画梁雕栋	hualiangdiaodong
求导	qiudao
求情	qiuqing
琐屑	suoxie
政治性	zhengzhixing
一溜烟	yiliuyan
救火	jiuhuo
一水之隔	yishuizhige
政治家	zhengzhijia
天渊之别	tianyuanzhibie
珠光宝气	zhuguangbaoqi
求解	qiujie
救济金	jiujijin
一举多得	yijuduode
政治犯	zhengzhifan
救急	jiuji
救援	jiuyuan
求援	qiuyuan
一小撮	yixiaocuo
救护	jiuhu
政治权利	zhengzhiquanli
副省长	fushengzhang
求生	qiusheng
救生	jiusheng
青少年	qingshaonian
一泻千里	yixieqianli
求和	qiuhe
万水千山	wanshuiqianshan
政法委	zhengfawei
玉洁冰清	yujiebingqing
政治部	zhengzhibu
下水道	xiashuidao
麦当娜	maidangna
求婚	qiuhun
求借	qiujie
天涯何处无芳草	tianyahechuwufangcao
求值	qiuzhi
救命	jiuming
求偶	qiuou
正常人	zhengchangren
正常化	zhengchanghua
融汇贯通	ronghuiguantong
琐细	suoxi
救市	jiushi
天津市	tianjinshi
武汉市	wuhanshi
理工	ligong
求贤若渴	qiuxianruoke
惠阳	huiyang
下里巴人	xialibaren
惠顾	huigu
来日大难	lairidanan
更大	gengda
平时不烧香急来抱佛脚	pingshibushaoxiangjilaibaofojiao
亘古	gengu
表里不一	biaolibuyi
一日三餐	yirisancan
一日三省	yirisanxing|yirisansheng
一日不见	yiribujian
一日三秋	yirisanqiu
碧螺春	biluochun
残暴不仁	canbaoburen
形影不离	xingyingbuli
一时三刻	yishisanke
更加	gengjia
万里无云	wanliwuyun
一览无遗	yilanwuyi
理亏	likui
一曝十寒	yipushihan|yibaoshihan
亚里士多德	yalishiduode
天时地利人和	tianshidilirenhe
一览无余	yilanwuyu
一览表	yilanbiao
一是一二是二	yishiyiershier
更正	gengzheng
一日万里	yiriwanli
理事	lishi
一日夫妻百日恩	yirifuqibairien
素昧平生	sumeipingsheng
遭遇战	zaoyuzhan
惠泽	huize
理光	liguang
画蛇添足	huashetianzu
理学	lixue
一颗颗	yikeke
理顺	lishun
班师回朝	banshihuichao
理财	licai
理由	liyou
惠山	huishan
理赔	lipei
惠民	huimin
更快	gengkuai
更改	genggai
理性	lixing
理发	lifa
惠安	huian
惠氏	huishi
理解	lijie
更多	gengduo
死里逃生	silitaosheng
更换	genghuan
平易近人	pingyijinren
形影相随	xingyingxiangsui
理想	lixiang
形影相吊	xingyingxiangdiao
理智	lizhi
万里长城	wanlichangcheng
更迭	gengdie
更生	gengsheng
一日千里	yiriqianli
更番	gengfan
万里长征	wanlichangzheng
于是乎	yushihu
一星半点	yixingbandian
一时间	yishijian
惠普	huipu
更新	gengxin
一时半会	yishibanhui
一时半刻	yishibanke
更始	gengshi
表里如一	biaoliruyi
理会	lihui
与日俱增	yurijuzeng
与时俱进	yushijujin
理化	lihua
理念	linian
五星级	wuxingji
更强	gengqiang
更张	gengzhang
五星红旗	wuxinghongqi
更为	gengwei
更衣	gengyi
更高	genggao
来日方长	lairifangchang
惠州	huizhou
理论	lilun
豆芽	douya
事项	shixiang
豆苗	doumiao
豆蔻	doukou
豆花	douhua
带子	daizi
豆子	douzi
一叶障目	yiyezhangmu
副职	fuzhi
一叶障目不见泰山	yiyezhangmubujiantaishan
带队	daidui
融通	rongtong
橐驼	tuotuo
事物	shiwu
一哄而散	yihongersan
一哄而起	yihongerqi
一哄而上	yihongershang
一唱三叹	yichangsantan
一呼百应	yihubaiying
一蹶不振	yijuebuzhen
事故	shigu
顿足不前	dunzubuqian
逼仄	bize
一蹴而就	yicuerjiu
豆乳	douru
囊肿	nangzhong
吾爱	wuai
带动	daidong
带走	daizou
逼真	bizhen
副刊	fukan
噩耗	ehao
融雪	rongxue
顿口无言	dunkouwuyan
事理	shili
副理	fuli
豌豆	wandou
豆豆	doudou
正中下怀	zhengzhongxiahuai
一路平安	yilupingan
死路一条	siluyitiao
一唱一和	yichangyihe
带来	dailai
带毒	daidu
吾辈	wubei
融汇	ronghui
吏治	lizhi
豆汁	douzhi
豆沙	dousha
豆油	douyou
吞吐量	tuntuliang
蠹虫	duchong
带电	daidian
逗号	douhao
麦咖啡	maikafei
一口吸尽西江水	yikouxijinxijiangshui
一口咬定	yikouyaoding
一路顺风	yilushunfeng
带回	daihui
事略	shilue
带累	dailei
事典	shidian
事由	shiyou
事情	shiqing
副翼	fuyi
一鸣惊人	yimingjingren
豆类	doulei
事业	shiye
副业	fuye
武器店	wuqidian
豆粕	doupo
豆腐	doufu
豆粉	doufen
带宽	daikuan
事宜	shiyi
逼宫	bigong
副官	fuguan
事实	shishi
带鱼	daiyu
豆包	doubao
事儿	shier
逗留	douliu
顿足捶胸	dunzuchuixiong
事后	shihou
带扣	daikou
逼迫	bipo
逼近	bijin
副手	fushou
囊括	nangkuo
一口气	yikouqi
事权	shiquan
副本	fuben
副歌	fuge
带刺	daici
噩梦	emeng
带枪	daiqiang
事务	shiwu
吾生	wusheng
副处	fuchu
开路先锋	kailuxianfeng
一叶知秋	yiyezhiqiu
副科	fuke
带头	daitou
带状	daizhuang
囊中羞涩	nangzhongxiuse
逼问	biwen
事端	shiduan
豆浆	doujiang
融资	rongzi
豆奶	dounai
夫唱妇随	fuchangfusui
带刀	daidao
逼供	bigong
融会	ronghui
融合	ronghe
事例	shili
事假	shijia
一路货色	yiluhuose
事体	shiti
事件	shijian
五味俱全	wuweijuquan
融化	ronghua
一品红	yipinhong
豆绿	doulv
事主	shizhu
副词	fuci
一吐为快	yituweikuai
事迹	shiji
事变	shibian
开国功臣	kaiguogongchen
画工	huagong
画苑	huayuan
画匠	huajiang
画皮	huapi
画院	huayuan
画面	huamian
画布	huabu
画架	huajia
五四运动	wusiyundong
开国元老	kaiguoyuanlao
开国元勋	kaiguoyuanxun
天罗地网	tianluodiwang
画境	huajing
天圆地方	tianyuandifang
珠圆玉润	zhuyuanyurun
画画	huahua
一国两制	yiguoliangzhi
画夹	huajia
画具	huaju
画法	huafa
一团漆黑	yituanqihei
画师	huashi
画中	huazhong
一连串	yilianchuan
列车员	liecheyuan
画史	huashi
画轴	huazhou
画幅	huafu
画册	huace
迂回曲折	yuhuiquzhe
画眉	huamei
画屏	huaping
珠围翠绕	zhuweicuirao
画心	huaxin
一团糟	yituanzao
画廊	hualang
画家	huajia
画室	huashi
画饼	huabing
画儿	huaer
画报	huabao
画质	huazhi
画押	huaya
救困扶危	jiukunfuwei
画框	huakuang
画板	huaban
画笔	huabi
画片	huapian
一团和气	yituanheqi
画舫	huafang
画符	huafu
画卷	huajuan
画意	huayi
求田问舍	qiutianwenshe
替罪羊	tizuiyang
画像	huaxiang
画风	huafeng
下车伊始	xiacheyishi
画线	huaxian
画纸	huazhi
王国维	wangguowei
正因为	zhengyinwei
画谱	huapu
画论	hualun
两节	liangjie
丽雅	liya
规范	guifan
丽莎	lisha
规划	guihua
现世	xianshi
遭际	zaoji
瑞特	ruite
责难	zenan
两难	liangnan
遭难	zaonan
两大	liangda
现有	xianyou
两岸三地	liangansandi
青山不老	qingshanbulao
再三	zaisan
两三	liangsan
现在	xianzai
再不	zaibu
一山不藏二虎	yishanbucangerhu
现存	xiancun
瑞丰	ruifeng
两面	liangmian
现成	xiancheng
责成	zecheng
求同存异	qiutongcunyi
两厢	liangxiang
瑞泰	ruitai
曹县	caoxian
遭受	zaoshou
两用	liangyong
两地	liangdi
遭劫	zaojie
现款	xiankuan
瑞士	ruishi
天崩地裂	tianbengdilie
